line	pos	sign	value	grade
5200p1L09	2	51	r	H
5200p1L09	3	50	NULL	H
5200p1L09	4	15	e	H
5200p1L09	5	54	s	H
5200p1L09	6	17	NULL	H
5200p1L09	7	20	NULL	H
5200p1L09	8	40	NULL	H
5200p1L09	9	s:a	?	U
5200p1L09	10	55	NULL	H
5200p1L09	11	57	t	H
5200p1L09	12	15	e	H
5200p1L09	13	33	l	H
5200p1L09	14	34	NULL	H
5200p1L09	15	s:e	?	U
5200p1L09	16	15	e	H
5200p1L09	17	36	m	H
5200p1L09	18	15	e	H
5200p1L09	19	39	n	H
5200p1L09	20	57	t	H
5200p1L09	21	14	NULL	H
5200p1L09	22	15	e	H
5200p1L09	23	25	NULL	M
5200p1L09	24	31	NULL	H
5200p1L09	25	42	o	M
5200p1L10	1	25	NULL	H
5200p1L10	2	52	NULL	H
5200p1L10	3	75	?	U
5200p1L10	4	82	NULL	H
5200p1L10	5	39	n	H
5200p1L10	6	s:e	?	U
5200p1L10	7	32	NULL	H
5200p1L10	8	33	l	H
5200p1L10	9	15	e	H
5200p1L10	10	54	s	H
5200p1L10	11	60	u	H
5200p1L10	12	26	NULL	H
5200p1L10	13	27	i	H
5200p1L10	14	33	l	H
5200p1L10	15	34	NULL	H
5200p1L10	16	17	NULL	H
5200p1L10	17	56	NULL	H
5200p1L10	19	54	s	H
5200p1L10	20	55	NULL	H
5200p1L10	21	17	NULL	H
5200p1L10	22	31	NULL	M
5200p1L11	2	53	NULL	H
5200p1L11	3	57	t	H
5200p1L11	4	42	o	H
5200p1L11	5	60	u	H
5200p1L11	6	50	NULL	H
5200p1L11	7	54	s	H
5200p1L11	8	9	c	H
5200p1L11	9	42	o	H
5200p1L11	10	s:mars	?	U
5200p1L11	11	54	s	H
5200p1L11	12	s:venus	?	U
5200p1L11	13	55	NULL	H
5200p1L11	14	57	t	H
5200p1L11	15	15	e	H
5200p1L11	16	72	z	H
5200p1L11	17	s:jupiter	?	U
5200p1L11	19	20	NULL	H
5200p1L11	20	21	g	H
5200p1L11	21	22	NULL	H
5200p1L12	1	51	r	H
5200p1L12	2	3	a	H
5200p1L12	3	39	n	H
5200p1L12	4	12	d	H
5200p1L12	5	11	NULL	H
5200p1L12	6	s:sol	?	U
5200p1L12	7	s:venus	?	U
5200p1L12	8	9	c	H
5200p1L12	9	29	NULL	H
5200p1L12	10	25	NULL	H
5200p1L12	11	3	a	H
5200p1L12	12	39	n	H
5200p1L12	13	21	g	H
5200p1L12	14	15	e	H
5200p1L12	15	s:mars	?	U
5200p1L12	16	36	m	H
5200p1L12	17	15	e	H
5200p1L12	18	39	n	H
5200p1L12	19	57	t	H
5200p1L12	20	s:jupiter	?	U
5200p1L12	22	8	NULL	H
5200p1L12	23	9	c	H
5200p1L12	24	42	o	H
5200p1L12	25	60	u	H
5200p1L13	1	50	NULL	H
5200p1L13	2	51	r	H
5200p1L13	3	3	a	H
5200p1L13	4	21	g	H
5200p1L13	5	14	NULL	H
5200p1L13	6	15	e	H
5200p1L13	7	54	s	H
5200p1L13	9	57	t	H
5200p1L13	10	15	e	H
5200p1L13	11	33	l	H
5200p1L13	12	s:mars	?	U
5200p1L13	13	s:saturn	?	U
5200p1L13	15	35	NULL	H
5200p1L13	16	36	m	H
5200p1L13	17	15	e	H
5200p1L13	18	39	n	H
5200p1L13	19	57	t	H
5200p1L14	1	53	NULL	H
5200p1L14	2	31	NULL	H
5200p1L14	3	33	l	H
5200p1L14	4	15	e	H
5200p1L14	5	54	s	H
5200p1L14	6	36	m	H
5200p1L14	7	27	i	H
5200p1L14	8	14	NULL	H
5200p1L14	9	15	e	H
5200p1L14	10	60	u	H
5200p1L14	11	69	y	H
5200p1L14	12	66	x	H
5200p1L14	13	3	a	H
5200p1L14	14	18	f	H
5200p1L14	15	17	NULL	H
5200p1L14	16	s:f	?	U
5200p1L14	17	15	e	H
5200p1L14	18	9	c	H
5200p1L14	19	57	t	H
5200p1L14	20	27	i	H
5200p1L14	21	42	o	H
5200p1L14	22	39	n	H
5200p1L15	2	70	NULL	H
5200p1L15	3	72	z	H
5200p1L15	4	50	NULL	M
5200p1L15	5	56	NULL	H
5200p1L15	6	57	t	H
5200p1L15	7	s:saturn	?	U
5200p1L15	8	51	r	H
5200p1L15	9	42	o	H
5200p1L15	10	60	u	H
5200p1L15	11	61	NULL	H
5200p1L15	13	39	n	H
5200p1L15	14	57	t	H
5200p1L15	15	s:mars	?	U
5200p1L15	16	18	f	H
5200p1L15	17	17	NULL	H
5200p1L15	18	42	o	H
5200p1L15	19	50	NULL	H
5200p1L15	20	51	r	H
5200p1L15	21	57	t	H
5200p1L15	22	15	e	H
5200p1L15	23	1?	?	U
5200p1L16	1	6	b	H
5200p1L16	2	5	NULL	H
5200p1L16	3	51	r	H
5200p1L16	4	3	a	H
5200p1L16	5	s:saturn	?	U
5200p1L16	6	39	n	H
5200p1L16	7	34	NULL	H
5200p1L16	8	33	l	H
5200p1L16	9	15	e	H
5200p1L16	10	72	z	H
5200p1L16	11	74	NULL	H
5200p1L16	12	81	?	U
5200p1L16	13	s:mars	?	U
5200p1L16	14	s:sol	?	U
5200p1L17	2	25	NULL	H
5200p1L17	3	20	NULL	H
5200p1L17	4	40	NULL	H
5200p1L17	5	s:jupiter	?	U
5200p1L17	6	s:sol	?	U
5200p1L17	7	s:venus	?	U
5200p1L17	8	54	s	H
5200p1L17	9	3	a	H
5200p1L17	10	27	i	H
5200p1L17	11	s:f	?	U
5200p1L17	12	29	NULL	H
5200p1L18	1	12	d	H
5200p1L18	2	11	NULL	H
5200p1L18	3	60	u	H
5200p1L18	4	39	n	H
5200p1L18	5	15	e	H
5200p1L18	6	18	f	H
5200p1L18	7	s:jupiter	?	U
5200p1L18	8	51	r	H
5200p1L18	9	3	a	H
5200p1L18	10	69	y	H
5200p1L18	11	15	e	H
5200p1L18	12	60	u	H
5200p1L18	13	51	r	H
5200p1L18	16	20	NULL	H
5200p1L18	17	40	NULL	H
5200p1L18	18	40	NULL	H
5200p1L19	1	3	a	H
5200p1L19	2	32	NULL	H
5200p1L19	3	33	l	H
5200p1L19	4	3	a	H
5200p1L19	5	18	f	H
5200p1L19	6	27	i	H
5200p1L19	7	39	n	H
5200p1L19	8	27	i	H
5200p1L19	9	15	e	H
5200p1L19	10	35	NULL	H
5200p1L19	11	36	m	H
5200p1L19	12	15	e	H
5200p1L19	13	s:sol	?	U
5200p1L19	14	s:mmm	?	U
5200p1L19	15	57	t	H
5200p1L19	16	51	r	H
5200p1L19	17	42	o	H
5200p1L19	18	60	u	H
5200p1L19	19	s:mars	?	U
5200p1L19	20	11	NULL	H
5200p1L19	21	14	NULL	H
5200p1L19	22	15	e	H
5200p1L19	23	16	NULL	H
5200p1L19	24	51	r	H
5200p1L19	25	3	a	H
5200p1L19	26	69	y	H
5200p1L20	1	54	s	H
5200p1L20	2	15	e	H
5200p1L20	3	60	u	H
5200p1L20	4	32	NULL	H
5200p1L20	5	33	l	H
5200p1L20	7	3	a	H
5200p1L20	8	4	NULL	H
5200p1L20	9	5	NULL	H
5200p1L20	10	6	b	H
5200p1L20	11	7	NULL	H
5200p1L20	12	8	NULL	H
5200p1L20	13	s:D	?	U
5200p1L20	14	s:saturn	?	U
5200p1L20	15	s:venus	?	U
5200p1L20	16	3	a	H
5200p1L20	17	2	NULL	H
5200p1L20	18	1	NULL	H
5200p1L20	19	39	n	H
5200p1L20	20	12	d	H
5200p1L20	21	42	o	H
5200p1L20	22	39	n	H
5200p1L20	24	11	NULL	H
5200p1L20	25	10	NULL	H
5200p1L20	26	25	NULL	H
5200p1L20	27	40	NULL	H
5200p1L21	1	12	d	H
5200p1L21	2	17	NULL	H
5200p1L21	3	14	NULL	H
5200p1L21	4	15	e	H
5200p1L21	5	16	NULL	H
5200p1L21	6	57	t	H
5200p1L21	7	42	o	H
5200p1L21	8	40	NULL	H
5200p1L21	9	60	u	H
5200p1L21	10	54	s	H
5200p1L21	11	9	c	H
5200p1L21	12	42	o	H
5200p1L21	13	59	NULL	H
5200p1L21	14	55	NULL	H
5200p1L21	15	56	NULL	H
5200p1L21	16	57	t	H
5200p1L21	17	58	NULL	H
5200p1L21	18	59	NULL	H
5200p1L21	19	15	e	H
5200p1L21	20	70	NULL	H
5200p1L21	21	72	z	H
5200p1L21	22	s:f	?	U
5200p1L22	1	31	NULL	H
5200p1L22	2	36	m	H
5200p1L22	3	27	i	H
5200p1L22	4	s:venus	?	U
5200p1L22	5	51	r	H
5200p1L22	6	3	a	H
5200p1L22	7	s:jupiter	?	U
5200p1L22	8	9	c	H
5200p1L22	9	60	u	H
5200p1L22	10	s:saturn	?	U
5200p1L22	11	33	l	H
5200p1L22	12	15	e	H
5200p1L22	13	60	u	H
5200p1L22	14	s:f	?	U
5200p1L22	15	14	NULL	H
5200p1L22	16	15	e	H
5200p1L22	17	36	m	H
5200p1L22	18	15	e	H
5200p1L22	19	39	n	H
5200p1L22	20	57	t	H
5200p1L22	21	s:n	?	U
5200p1L22	22	25	NULL	H
5200p1L22	23	69	y	H
5200p1L22	24	45	p	H
5200p1L22	25	42	o	H
5200p1L22	26	60	u	H
5200p1L23	1	s:jupiter	?	U
5200p1L23	2	60	u	H
5200p1L23	3	42	o	H
5200p1L23	4	26	NULL	H
5200p1L23	5	27	i	H
5200p1L23	6	57	t	H
5200p1L23	8	17	NULL	H
5200p1L23	9	20	NULL	H
5200p1L23	10	40	NULL	H
5200p1L23	11	41	NULL	H
5200p1L23	12	25	NULL	H
5200p1L23	13	36	m	H
5200p1L23	14	3	a	H
5200p1L23	15	33	l	H
5200p1L23	16	27	i	H
5200p1L23	17	s:jupiter	?	U
5200p1L23	18	39	n	H
5200p1L23	19	15	e	H
5200p1L24	1	s:a	?	U
5200p1L24	2	14	NULL	H
5200p1L24	3	15	e	H
5200p1L24	4	54	s	H
5200p1L24	5	55	NULL	H
5200p1L24	6	57	t	H
5200p1L24	7	15	e	H
5200p1L24	8	14	NULL	H
5200p1L24	9	50	NULL	H
5200p1L24	10	51	r	H
5200p1L24	11	15	e	H
5200p1L24	12	36	m	H
5200p1L24	13	27	i	H
5200p1L24	14	54	s	H
5200p1L24	15	14	NULL	H
5200p1L24	16	15	e	H
5200p1L24	18	56	NULL	H
5200p1L24	19	57	t	H
5200p1L24	20	51	r	H
5200p1L24	21	50	NULL	H
5200p1L24	22	15	e	H
5200p1L24	23	s:venus	?	U
5200p1L24	24	33	l	H
5200p1L24	25	15	e	H
5200p1L24	26	54	s	H
5200p1L24	27	s:mars	?	U
5200p1L24a	1	35	NULL	M
5200p1L24a	2	36	m	M
5200p1L24a	3	3	a	M
5200p1L24a	4	27	i	M
5200p1L24a	5	39	n	M
5200p1L24a	6	54	s	M
5200p1L24a	8	54	s	M
5200p1L24a	9	s:mars	?	U
5200p1L24a	10	s:sun	?	U
5200p1L24a	11	s:moon	?	U
5200p1L24a	12	15	e	M
5200p1L24a	13	54	s	M
5200p1L24a	14	45	p	M
5200p1L24a	15	3	a	M
5200p1L24a	16	20	NULL	M
5200p1L24a	17	21	g	M
5200p1L24a	18	39	n	M
5200p1L24a	19	42	o	M
5200p1L24a	20	33	l	M
5200p1L24a	21	72	z	M
5200p1L25	1	25	NULL	H
5200p1L25	2	20	NULL	H
5200p1L25	3	s:mars	?	U
5200p1L25	4	s:jupiter	?	U
5200p1L25	5	54	s	H
5200p1L25	6	3	a	H
5200p1L25	7	5	NULL	M
5200p1L25	8	25	NULL	H
5200p1L25	9	20	NULL	H
5200p1L25	10	8	NULL	H
5200p1L25	11	9	c	H
5200p1L25	12	3	a	H
5200p1L25	13	50	NULL	H
5200p1L25	14	21	g	H
5200p1L25	15	15	e	H
5200p1L25	17	14	NULL	H
5200p1L25	18	15	e	H
5200p1L25	19	s:mars	?	U
5200p1L25	20	33	l	H
5200p1L25	21	3	a	H
5200p1L25	22	4	NULL	H
5200p1L25	23	s:jupiter	?	U
5200p1L26	1	60	u	H
5200p1L26	2	27	i	H
5200p1L26	3	26	NULL	H
5200p1L26	4	33	l	H
5200p1L26	5	s:venus	?	U
5200p1L26	7	s:e	?	U
5200p1L26	8	14	NULL	H
5200p1L26	9	25	NULL	H
5200p1L26	10	15	e	H
5200p1L26	11	54	s	H
5200p1L26	12	55	NULL	H
5200p1L26	13	45	p	H
5200p1L26	14	3	a	H
5200p1L26	15	9	c	H
5200p1L26	16	14	NULL	H
5200p1L26	17	15	e	H
5200p1L26	18	12	d	H
5200p1L26	19	14	NULL	H
5200p1L26	20	15	e	H
5200p1L26	22	s:mars	?	U
5200p1L26	23	42	o	H
5200p1L26	24	61	NULL	H
5200p1L26	25	60	u	H
5200p1L27	2	25	NULL	H
5200p1L27	3	31	NULL	H
5200p1L27	4	37	NULL	H
5200p1L27	5	3	a	H
5200p1L27	6	57	t	H
5200p1L27	7	51	r	H
5200p1L27	8	15	e	H
5200p1L27	9	27	i	H
5200p1L27	10	42	o	H
5200p1L27	11	60	u	H
5200p1L27	12	51	r	H
5200p1L27	13	61	NULL	H
5200p1L27	14	54	s	H
5200p1L27	15	s:mars	?	U
5200p1L27	16	s:jupiter	?	U
5200p1L27	18	59	NULL	H
5200p1L27	19	53	NULL	H
5200p1L27	20	54	s	H
5200p1L27	21	s:venus	?	U
5200p1L27	22	21	g	H
5200p1L27	23	3	a	M
5200p1L28	1	39	n	H
5200p1L28	2	27	i	H
5200p1L28	3	54	s	H
5200p1L28	4	42	o	H
5200p1L28	5	39	n	H
5200p1L28	6	54	s	H
5200p1L28	8	25	NULL	H
5200p1L28	9	61	NULL	H
5200p1L28	10	31	NULL	H
5200p1L28	11	3	a	H
5200p1L28	12	60	u	H
5200p1L28	13	57	t	H
5200p1L28	14	51	r	H
5200p1L28	15	15	e	H
5200p1L28	16	54	s	H
5200p1L28	17	s:mars	?	U
5200p1L28	18	60	u	H
5200p1L28	19	27	i	H
5200p1L28	21	32	NULL	H
5200p1L28	22	33	l	H
5200p1L29	1	15	e	H
5200p1L29	2	54	s	H
5200p1L29	4	55	NULL	H
5200p1L29	5	57	t	H
5200p1L29	6	15	e	H
5200p1L29	8	25	NULL	H
5200p1L29	9	20	NULL	H
5200p1L29	10	33	l	H
5200p1L29	11	14	NULL	H
5200p1L29	12	15	e	H
5200p1L29	13	36	m	H
5200p1L29	14	15	e	H
5200p1L29	15	39	n	H
5200p1L29	16	57	t	H
5200p1L29	17	15	e	H
5200p1L29	18	18	f	H
5200p1L29	19	19	NULL	M
5200p1L29	20	s:illegible	?	U
5200p1L29	21	s:illegible	?	U
5200p1L30	1	15	e	H
5200p1L30	2	14	NULL	H
5200p1L30	3	15	e	H
5200p1L30	4	16	NULL	H
5200p1L30	5	17	NULL	H
5200p1L30	6	54	s	H
5200p1L30	8	25	NULL	H
5200p1L30	9	20	NULL	H
5200p1L30	10	42	o	H
5200p1L30	11	39	n	H
5200p1L30	12	57	t	H
5200p1L30	13	s:venus	?	U
5200p1L31	2	70	NULL	H
5200p1L31	3	57	t	H
5200p1L31	4	58	NULL	H
5200p1L31	5	50	NULL	H
5200p1L31	6	s:f	?	U
5200p1L31	7	14	NULL	H
5200p1L31	8	15	e	H
5200p1L31	10	53	NULL	H
5200p1L31	11	54	s	H
5200p1L31	12	50	NULL	H
5200p1L31	13	45	p	H
5200p1L31	14	35	NULL	H
5200p1L31	15	3	a	H
5200p1L31	16	9	c	H
5200p1L31	17	15	e	H
5200p1L31	18	59	NULL	H
5200p1L31	20	25	NULL	H
5200p1L32	1	3	a	H
5200p1L32	2	60	u	H
5200p1L32	3	25	NULL	H
5200p1L32	4	42	o	H
5200p1L32	5	69	y	H
5200p1L32	6	15	e	H
5200p1L32	7	14	NULL	H
5200p1L32	8	39	n	H
5200p1L32	9	57	t	H
5200p1L32	10	14	NULL	H
5200p1L32	11	15	e	H
5200p1L32	12	54	s	H
5200p1L32	13	55	NULL	H
5200p1L32	14	56	NULL	H
5200p1L32	15	57	t	H
5200p1L32	16	15	e	H
5200p1L32	17	14	NULL	H
5200p1L32	18	9	c	H
5200p1L32	19	42	o	H
5200p1L32	20	36	m	H
5200p1L32	21	s:jupiter	?	U
5200p1L32	22	s:f	?	U
5200p1L33	1	27	i	H
5200p1L33	2	54	s	H
5200p1L33	3	14	NULL	H
5200p1L33	4	15	e	H
5200p1L33	5	53	NULL	H
5200p1L33	6	54	s	H
5200p1L33	7	55	NULL	H
5200p1L33	8	s:jupiter	?	U
5200p1L33	9	74	NULL	H
5200p1L33	10	81	?	U
5200p1L34	1	25	NULL	H
5200p1L34	2	31	NULL	H
5200p1L34	3	40	NULL	H
5200p1L34	4	20	NULL	H
5200p1L34	5	s:jupiter	?	U
5200p1L34	6	s:mars	?	U
5200p1L34	7	51	r	H
5200p1L34	8	60	u	H
5200p1L34	9	51	r	H
5200p1L34	10	15	e	H
5200p1L34	11	86	NULL	M
5200p1L34	12	42	o	H
5200p1L34	13	39	n	H
5200p1L34	14	12	d	H
5200p1L34	15	15	e	H
5200p1L34	16	14	NULL	H
5200p1L34	17	s:venus	?	U
5200p1L34	18	s:sol	?	U
5200p1L34	19	33	l	H
5200p1L34	20	15	e	H
5200p1L34	21	54	s	H
5200p1L35	1	s:f	?	U
5200p1L35	2	40	NULL	H
5200p1L35	3	41	NULL	H
5200p1L35	4	42	o	H
5200p1L35	5	82	NULL	H
5200p1L35	6	33	l	H
5200p1L35	7	12	d	H
5200p1L35	8	1	NULL	H
5200p1L35	9	2	NULL	H
5200p1L35	10	3	a	H
5200p1L35	11	57	t	H
5200p1L35	12	54	s	H
5200p1L35	13	55	NULL	H
5200p1L35	14	32	NULL	H
5200p1L35	15	33	l	H
5200p1L35	16	42	o	H
5200p1L35	17	39	n	H
5200p1L35	18	57	t	H
5200p1L35	19	3	a	H
5200p1L35	20	4	NULL	H
5200p1L35	21	5	NULL	H
5200p1L35	22	6	b	H
5200p1L36	1	38	NULL	H
5200p1L36	2	39	n	H
5200p1L36	3	s:blot	?	U
5200p1L36	4	42	o	H
5200p1L36	5	s:n	?	U
5200p1L36	6	25	NULL	H
5200p1L36	7	20	NULL	H
5200p1L36	8	40	NULL	H
5200p1L36	9	39	n	H
5200p1L36	10	15	e	H
5200p1L36	11	14	NULL	H
5200p1L36	12	17	NULL	H
5200p1L36	13	s:e	?	U
5200p1L36	14	32	NULL	H
5200p1L36	15	s:jupiter	?	U
5200p1L36	16	s:mars	?	U
5200p1L36	17	33	l	H
5200p1L36	18	15	e	H
5200p1L36	19	56	NULL	H
5200p1L36	20	15	e	H
5200p1L37	1	45	p	H
5200p1L37	2	33	l	H
5200p1L37	3	15	e	H
5200p1L37	4	17	NULL	H
5200p1L37	6	48	q	H
5200p1L37	7	49	NULL	H
5200p1L37	8	60	u	H
5200p1L37	9	15	e	H
5200p1L37	10	33	l	H
5200p1L37	11	72	z	H
5200p1L37	13	25	NULL	H
5200p1L37	14	31	NULL	H
5200p1L37	15	s:venus	?	U
5200p1L37	16	15	e	H
5200p1L37	17	30	k	H
5200p1L38	1	s:jupiter	?	U
5200p1L38	2	60	u	H
5200p1L38	3	69	y	H
5200p1L38	4	12	d	H
5200p1L38	5	14	NULL	H
5200p1L38	6	15	e	H
5200p1L38	7	9	c	H
5200p1L38	8	15	e	H
5200p1L38	9	60	u	H
5200p1L38	10	61	NULL	H
5200p1L38	11	66	x	H
5200p1L38	13	62	NULL	H
5200p1L38	14	3	a	H
5200p1L38	15	9	c	H
5200p1L38	16	24	h	H
5200p1L38	17	57	t	H
5200p1L38	18	15	e	H
5200p1L38	19	39	n	H
5200p1L38	20	s:jupiter	?	U
5200p1L38	21	12	d	H
5200p1L38	22	42	o	H
5200p1L39	1	s:sol	?	U
5200p1L39	2	s:jupiter	?	U
5200p1L39	4	31	NULL	H
5200p1L39	5	40	NULL	H
5200p1L39	6	25	NULL	H
5200p1L39	7	s:jupiter	?	U
5200p1L39	8	36	m	H
5200p1L39	9	3	a	H
5200p1L39	10	60	u	H
5200p1L39	11	42	o	H
5200p1L39	12	69	y	H
5200p1L39	13	15	e	H
5200p1L39	14	39	n	H
5200p1L40	1	60	u	H
5200p1L40	2	42	o	H
5200p1L40	3	60	u	H
5200p1L40	4	32	NULL	H
5200p1L40	5	33	l	H
5200p1L40	6	61	NULL	H
5200p1L40	7	s:n	?	U
5200p1L40	8	50	NULL	H
5200p1L40	9	51	r	H
5200p1L40	10	15	e	H
5200p1L40	11	9	c	H
5200p1L40	12	14	NULL	H
5200p1L40	13	15	e	H
5200p1L40	14	60	u	H
5200p1L40	15	42	o	H
5200p1L40	16	27	i	H
5200p1L40	17	51	r	H
5200p1L40	18	60	u	H
5200p1L40	20	11	NULL	H
5200p1L40	21	12	d	H
5200p1L40	22	3	a	H
5200p1L40	23	39	n	H
5200p1L41	1	32	NULL	H
5200p1L41	2	33	l	H
5200p1L41	3	3	a	H
5200p1L41	4	60	u	H
5200p1L41	5	26	NULL	H
5200p1L41	6	27	i	H
5200p1L41	8	32	NULL	H
5200p1L41	9	33	l	H
5200p1L41	10	14	NULL	H
5200p1L41	11	15	e	H
5200p1L41	12	s:venus	?	U
5200p1L41	13	s:mars	?	U
5200p1L41	15	53	NULL	H
5200p1L41	16	54	s	H
5200p1L41	17	61	NULL	H
5200p1L42	1	15	e	H
5200p1L42	2	34	NULL	H
5200p1L42	3	45	p	H
5200p1L42	4	57	t	H
5200p1L42	5	42	o	H
5200p1L42	6	60	u	H
5200p1L42	7	61	NULL	H
5200p1L42	8	23	NULL	H
5200p1L42	9	24	h	H
5200p1L42	10	60	u	H
5200p1L42	11	27	i	H
5200p1L42	12	s:venus	?	U
5200p1L42	13	57	t	H
5200p1L42	14	56	NULL	H
5200p1L42	16	23	NULL	H
5200p1L42	17	29	NULL	H
5200p1L42	18	15	e	H
5200p1L42	19	14	NULL	H
5200p1L42	20	60	u	H
5200p1L42	21	s:f	?	U
5200p1L43	0	s:n	?	U
5200p1L43	1	s:n	?	U
5200p1L43	2	32	NULL	H
5200p1L43	3	33	l	H
5200p1L43	4	30	k	H
5200p1L43	5	66	x	H
5200p1L43	7	30	k	H
5200p1L43	8	39	n	H
5200p1L43	9	19	NULL	H
5200p1L43	10	s:jupiter	?	U
5200p1L43	11	36	m	H
5200p1L43	12	15	e	H
5200p1L43	13	14	NULL	H
5200p1L43	14	s:mars	?	U
5200p1L43	15	50	NULL	H
5200p1L43	16	42	o	H
5200p1L43	17	60	u	H
5200p1L44	1	33	l	H
5200p1L44	2	61	NULL	H
5200p1L44	3	60	u	H
5200p1L44	4	50	NULL	H
5200p1L44	5	51	r	H
5200p1L44	6	s:e	?	U
5200p1L44	7	38	NULL	H
5200p1L44	8	39	n	H
5200p1L44	9	57	t	H
5200p1L44	11	26	NULL	H
5200p1L44	12	27	i	H
5200p1L44	13	s:f	?	U
5200p1L44	14	53	NULL	H
5200p1L44	15	54	s	H
5200p1L44	16	19	NULL	H
5200p1L44	17	s:e	?	U
5200p1L44	18	50	NULL	H
5200p1L44	19	5	NULL	H
5200p1L44	20	45	p	H
5200p1L44	21	3	a	H
5200p1L44	22	21	g	H
5200p1L44	23	s:venus	?	U
5200p1L45	1	57	t	H
5200p1L45	2	27	i	H
5200p1L45	3	56	NULL	H
5200p1L45	4	51	r	H
5200p1L45	6	45	p	H
5200p1L45	7	3	a	H
5200p1L45	8	69	y	H
5200p1L45	9	15	e	H
5200p1L45	10	72	z	H
5200p1L45	11	s:jupiter	?	U
5200p1L45	12	s:mars	?	U
5200p1L45	13	54	s	H
5200p1L45	14	27	i	H
5200p1L45	15	39	n	H
5200p1L45	16	42	o	H
5200p1L45	17	39	n	H
