line	position	sign	confidence	alt	why
hstam_4_h_1411_0012_L45_s1	24	66	H		agree
hstam_4_h_1411_0012_L45_s1	25	29	H		agree
hstam_4_h_1411_0012_L45_s1	26	49	H		agree
hstam_4_h_1411_0012_L45_s1	27	Y	H		agree
hstam_4_h_1411_0012_L45_s1	28	63	H		agree
hstam_4_h_1411_0012_L45_s1	29	92	H		agree
hstam_4_h_1411_0012_L45_s1	30	49	H		agree
hstam_4_h_1411_0012_L45_s1	31	42	H		agree
hstam_4_h_1411_0012_L46_s1	1	61	H		agree
hstam_4_h_1411_0012_L46_s1	2	31	H		agree
hstam_4_h_1411_0012_L46_s1	3	27	H		agree
hstam_4_h_1411_0012_L46_s1	4	36	H		agree
hstam_4_h_1411_0012_L46_s1	5	13	H		agree
hstam_4_h_1411_0012_L46_s1	6	99	H		agree
hstam_4_h_1411_0012_L46_s1	7	91	H		agree
hstam_4_h_1411_0012_L46_s1	8	61	H		agree
hstam_4_h_1411_0012_L46_s1	9	22	H		agree
hstam_4_h_1411_0012_L46_s1	10	44	H		agree
hstam_4_h_1411_0012_L46_s1	11	89	H		agree
hstam_4_h_1411_0012_L46_s1	12	N	H		agree
hstam_4_h_1411_0012_L46_s1	13	98	H		agree
hstam_4_h_1411_0012_L46_s1	14	45	H		agree
hstam_4_h_1411_0012_L46_s1	15	H	H		agree
hstam_4_h_1411_0012_L46_s1	16	G	H		agree
hstam_4_h_1411_0012_L46_s1	17	22	H		agree
hstam_4_h_1411_0012_L46_s1	18	84	H		agree
hstam_4_h_1411_0012_L46_s1	19	44	H		agree
hstam_4_h_1411_0012_L46_s1	20	43	H		agree
hstam_4_h_1411_0012_L46_s1	21	24	H		agree
hstam_4_h_1411_0012_L46_s1	22	60	H		agree
hstam_4_h_1411_0012_L46_s1	23	49	H		agree
hstam_4_h_1411_0012_L46_s1	24	83	H		agree
hstam_4_h_1411_0012_L46_s1	25	86	H		agree
hstam_4_h_1411_0012_L46_s1	26	97	H		agree
hstam_4_h_1411_0012_L46_s1	27	95	H		agree
hstam_4_h_1411_0012_L46_s1	28	27	H		agree
hstam_4_h_1411_0012_L46_s1	29	61	H		agree
hstam_4_h_1411_0012_L46_s1	30	63	H		agree
hstam_4_h_1411_0012_L46_s1	31	61	H		agree
hstam_4_h_1411_0012_L46_s1	32	30	H		agree
hstam_4_h_1411_0012_L47_s1	1	21	H		agree
hstam_4_h_1411_0012_L47_s1	2	28	H		agree
hstam_4_h_1411_0012_L47_s1	3	99	H		agree
hstam_4_h_1411_0012_L47_s1	4	41	M	B:71	differ
hstam_4_h_1411_0012_L47_s1	5	61	H		agree
hstam_4_h_1411_0012_L47_s1	6	63	H		agree
hstam_4_h_1411_0012_L47_s1	7	13	H		agree
hstam_4_h_1411_0012_L47_s1	8	35	H		agree
hstam_4_h_1411_0012_L47_s1	9	99	H		agree
hstam_4_h_1411_0012_L47_s1	10	60	H		agree
hstam_4_h_1411_0012_L47_s1	11	84	H		agree
hstam_4_h_1411_0012_L47_s1	12	83	H		agree
hstam_4_h_1411_0012_L47_s1	13	42	H		agree
hstam_4_h_1411_0012_L47_s1	14	66	H		agree
hstam_4_h_1411_0012_L47_s1	15	O	M	B:H	differ
hstam_4_h_1411_0012_L47_s1	16	46	H		agree
hstam_4_h_1411_0012_L47_s1	17	49	H		agree
hstam_4_h_1411_0012_L47_s1	18	97	H		agree
hstam_4_h_1411_0012_L47_s1	19	140	M	B:40	differ
hstam_4_h_1411_0012_L47_s1	20	98	H		agree
hstam_4_h_1411_0012_L47_s1	21	58	H		agree
hstam_4_h_1411_0012_L47_s1	22	65	H		agree
hstam_4_h_1411_0012_L47_s1	23	67	H		agree
hstam_4_h_1411_0012_L47_s1	24	49	H		agree
hstam_4_h_1411_0012_L47_s1	25	42	H		agree
hstam_4_h_1411_0012_L47_s1	26	39	H		agree
hstam_4_h_1411_0012_L47_s1	27	63	H		agree
hstam_4_h_1411_0012_L47_s1	28	27	H		agree
hstam_4_h_1411_0012_L47_s1	29	71	H		agree
hstam_4_h_1411_0012_L47_s1	30	97	H		agree
hstam_4_h_1411_0012_L48_s1	1	D	H		agree
hstam_4_h_1411_0012_L48_s1	2	137	H		agree
hstam_4_h_1411_0012_L48_s1	3	39	H		agree
hstam_4_h_1411_0012_L48_s1	4	81	H		agree
hstam_4_h_1411_0012_L48_s1	5	70	H		agree
hstam_4_h_1411_0012_L48_s1	6	30	H		agree
hstam_4_h_1411_0012_L48_s1	7	26	H		agree
hstam_4_h_1411_0012_L48_s1	8	52	H		agree
hstam_4_h_1411_0012_L48_s1	9	58	H		agree
hstam_4_h_1411_0012_L48_s1	10	130	H		agree
hstam_4_h_1411_0012_L48_s1	11	45	H		agree
hstam_4_h_1411_0012_L48_s1	12	46	H		agree
hstam_4_h_1411_0012_L48_s1	13	48	H		agree
hstam_4_h_1411_0012_L48_s1	14	65	H		agree
hstam_4_h_1411_0012_L48_s1	15	99	H		agree
hstam_4_h_1411_0012_L48_s1	16	88	H		agree
hstam_4_h_1411_0012_L48_s1	17	76	H		agree
hstam_4_h_1411_0012_L48_s1	18	49	H		agree
hstam_4_h_1411_0012_L48_s1	19	19	H		agree
hstam_4_h_1411_0012_L48_s1	20	92	H		agree
hstam_4_h_1411_0012_L48_s1	21	60	H		agree
hstam_4_h_1411_0012_L48_s1	22	30	H		agree
hstam_4_h_1411_0012_L48_s1	23	70	H		agree
hstam_4_h_1411_0012_L48_s1	24	80	H		agree
hstam_4_h_1411_0012_L48_s1	25	60	H		agree
hstam_4_h_1411_0012_L48_s1	26	61	H		agree
hstam_4_h_1411_0012_L48_s1	27	63	H		agree
hstam_4_h_1411_0012_L48_s1	28	49	H		agree
hstam_4_h_1411_0012_L48_s1	29	83	H		agree
hstam_4_h_1411_0012_L49_s1	1	99	H		agree
hstam_4_h_1411_0012_L49_s1	2	55	H		agree
hstam_4_h_1411_0012_L49_s1	3	W	H		agree
hstam_4_h_1411_0012_L49_s1	4	79	H		agree
hstam_4_h_1411_0012_L49_s1	5	63	H		agree
