cipher_line	idx	raw	kind	value	repair	plain_chunk	status
101L63	0	438	num	438		fhippsunder	single-segment
101L63	1	7	num	7		a	agrees
101L63	2	220	num	220		good	single-segment
101L63	3	349	num	349		officer	single-segment
101L63	4	404	num	404		to	conflict:into
101L63	5	400	num	400		faile	single-segment
101L63	6	21	num	21		w	agrees
101L63	7	49	num	49		i	conflict:g
101L63	8	50	num	50		t	agrees
101L63	9	37	num	37		h	agrees
101L63	10	407	num	407		the	agrees
101L63	11	198	num	198		fi	single
101L63	12	19	num	19		r	conflict:o
101L63	13	1	num	1		f	single
101L63	14	47	num	47		t	conflict:k
101L63	15	88	num	88		o	single
101L63	16	12	num	12		p	conflict:e
101L63	17	50	num	50		p	conflict:t
101L63	18	26	num	26		o	conflict:a
101L63	19	52	num	52		r	agrees
101L63	20	86	num	86		t	conflict:r
101L63	21	24	num	24		u	conflict:n
101L63	22	74	num	74		n	conflict:e
101L63	23	14	num	14		i	single
101L63	24	53	num	53		t	conflict:a
101L63	25	43	num	43		y	single
101L63	26	52	num	52		o	conflict:r
101L63	27	71	num	71		f	conflict:d
101L63	28	105	num	105		wynd	conflict:e
101L63	29	465	num	465		and	single-segment
101L63	30	251	num	251		weather	conflict:a
101L63	31	404	num	404		into	agrees
102L1	0	407	num	407		t	conflict:the
102L1	1	39	num	39		h	conflict:g
102L1	2	30	num	30		e	agrees
102L1	3	21	num	21		m	conflict:w
102L1	4	52	num	52		t	conflict:r
102L1	5	18	num	18		o	conflict:e
102L1	6	90	num	90		g	conflict:f
102L1	7	409	num	409		i	single
102L1	8	404	num	404		ve	conflict:into
102L1	9	219	num	219		noti	single
102L1	10	76	num	76		c	single
102L1	11	74	num	74		e	single
102L1	12	50	num	50		u	conflict:t
102L1	13	77	num	77		n	single
102L1	14	91	num	91		t	conflict:f
102L1	15	93	num	93		o	conflict:e
102L1	16	436	num	436		us	single-segment
102L1	17	437	num	437		of	single-segment
102L1	18	343	num	343		their	conflict:of
102L1	19	411	num	411		a	single
102L1	20	31	num	31		r	conflict:a
102L1	21	54	num	54		r	agrees
102L1	22	73	num	73		i	agrees
102L1	23	8	num	8		v	conflict:i
102L1	24	26	num	26		a	single
102L1	25	55	num	55		l	agrees
102L1	26	69	num	69		l	conflict:h
102L3	0	72	num	72		w	conflict:p
102L3	1	458	num	458		hich	conflict:a
102L3	2	343	num	343		of	agrees
102L3	3	407	num	407		the	agrees
102L3	4	494	num	494		fhipps	conflict:growfonumerous
102L3	5	478	num	478		you	agrees
102L3	6	460	num	460		will	agrees
102L3	7	59	num	59		f	conflict:a
102L3	8	18	num	18		e	agrees
102L3	9	27	num	27		n	agrees
102L3	10	71	num	71		d	single
102L3	11	131	num	131		beft	single-segment
102L3	12	142	num	142		able	single-segment
102L3	13	112	num	112		to	single-segment
102L5	0	404	num	404		w	conflict:into
102L5	1	260	num	260		h	single
102L5	2	458	num	458		ich	conflict:a
102L5	3	343	num	343		of	agrees
102L5	4	409	num	409		them	conflict:i
102L5	5	460	num	460		will	agrees
102L5	6	36	num	36		b	single
102L5	7	18	num	18		e	agrees
102L5	8	205	num	205		fitt	single
102L5	9	18	num	18		e	agrees
102L5	10	25	num	25		f	conflict:e
102L5	11	6	num	6		t	agrees
102L5	12	196	num	196		for	conflict:h
102L5	13	412	num	412		th	single
102L5	14	4	num	4		i	agrees
102L5	15	18	num	18		s	conflict:e
102L5	16	142	num	142		b	conflict:able
102L5	17	25	num	25		e	agrees
102L5	18	78	num	78		b	single
102L5	19	7	num	7		e	conflict:a
102L5	20	18	num	18		f	conflict:e
102L5	21	11	num	11		t	conflict:e
102L5	22	136	num	136		fpared	conflict:l
102L5	23	478	num	478		byyou	conflict:you
102L7	0	82	num	82		t	single
102L7	1	33	num	33		h	conflict:l
102L7	2	18	num	18		e	agrees
102L7	3	23	num	23		l	conflict:s
102L7	4	25	num	25		e	agrees
102L7	5	42	num	42		f	conflict:e
102L7	6	103	num	103		fer	conflict:r
102L7	7	90	num	90		f	agrees
102L7	8	30	num	30		o	conflict:e
102L7	9	54	num	54		r	agrees
102L7	10	50	num	50		t	agrees
102L7	11	343	num	343		of	agrees
102L7	12	494	num	494		fhips	conflict:growfonumerous
102L7	13	211	num	211		frigott	single
102L7	14	23	num	23		s	agrees
102L7	15	169	num	169		wil	single
102L7	16	46	num	46		l	single
102L7	17	142	num	142		beft	conflict:able
102L9	0	236	num	236		h	single
102L9	1	51	num	51		e	single
102L9	2	99	num	99		r	single
102L9	3	394	num	394		e	single
102L9	4	39	num	39		r	conflict:g
102L9	5	10	num	10		e	single
102L9	6	320	num	320		folved	conflict:a
102L9	7	264	num	264		not	single-segment
102L9	8	253	num	253		knowing	single-segment
102L9	9	343	num	343		of	agrees
102L9	10	480	num	480		your	conflict:letter
102L11	0	298	num	298		more	single-segment
102L11	1	414	num	414		then	single-segment
102L11	2	104	num	104		your	conflict:e
102L11	3	480	num	480		letter	single-segment
102L11	4	268	num	268		repref	single
102L11	5	61	num	61		e	single
102L11	6	8	num	8		n	conflict:i
102L11	7	54	num	54		t	conflict:r
102L11	8	36	num	36		s	conflict:b
102L11	9	45	num	45		b	single
102L11	10	50	num	50		u	conflict:t
102L11	11	32	num	32		t	single
102L11	12	251	num	251		in	conflict:a
102L11	13	28	num	28		c	agrees
102L11	14	31	num	31		a	agrees
102L11	15	90	num	90		f	agrees
102L11	16	18	num	18		e	agrees
102L11	17	478	num	478		you	agrees
102L11	18	114	num	114		are	single-segment
102L13	0	164	num	164		h	single
102L13	1	344	num	344		a	single
102L13	2	254	num	254		t	single
102L13	3	233	num	233		h	single
102L13	4	42	num	42		e	agrees
102L13	5	16	num	16		m	conflict:e
102L13	6	93	num	93		e	agrees
102L13	7	73	num	73		r	conflict:i
102L13	8	20	num	20		g	single
102L13	9	42	num	42		e	agrees
102L13	10	11	num	11		d	conflict:e
102L13	11	74	num	74		o	conflict:e
102L13	12	45	num	45		u	conflict:b
102L13	13	73	num	73		r	conflict:i
102L13	14	278	num	278		l	single
102L13	15	50	num	50		e	conflict:t
102L13	16	18	num	18		t	conflict:e
102L13	17	54	num	54		t	conflict:r
102L13	18	105	num	105		e	single
102L13	19	251	num	251		r	conflict:a
102L13	20	59	num	59		a	agrees
102L13	21	50	num	50		n	conflict:t
102L13	22	12	num	12		d	conflict:e
102L13	23	269	num	269		i	single
102L13	24	50	num	50		n	conflict:t
102L13	25	96	num	96		f	conflict:h
102L13	26	345	num	345		tructio	single
102L13	27	23	num	23		n	conflict:s
102L15	0	136	num	136		l	single
102L15	1	66	num	66		l	single
102L15	2	31	num	31		o	conflict:a
102L15	3	47	num	47		y	conflict:k
102L15	4	50	num	50		d	conflict:t
102L15	5	55	num	55		w	conflict:l
102L15	6	8	num	8		h	conflict:i
102L15	7	52	num	52		i	conflict:r
102L15	8	18	num	18		c	conflict:e
102L15	9	69	num	69		h	single
102L15	10	69	num	69		t	conflict:h
102L15	11	30	num	30		h	conflict:e
102L15	12	58	num	58		e	single
102L15	13	11	num	11		f	conflict:e
102L15	14	458	num	458		e	conflict:a
102L15	15	420	num	420		o	agrees
102L15	16	344	num	344		r	conflict:a
102L15	17	80	num	80		d	single
102L15	18	93	num	93		e	agrees
102L15	19	103	num	103		r	single
102L15	20	90	num	90		s	agrees
102L15	21	460	num	460		will	agrees
102L15	22	320	num	320		not	conflict:a
102L15	23	459	num	459		well	single-segment
102L17	0	452	num	452		wee	agrees
102L17	1	33	num	33		l	agrees
102L17	2	18	num	18		e	agrees
102L17	3	31	num	31		a	agrees
102L17	4	94	num	94		v	single
102L17	5	18	num	18		e	agrees
102L17	6	96	num	96		i	conflict:h
102L17	7	50	num	50		t	agrees
102L17	8	404	num	404		to	conflict:into
102L17	9	478	num	478		you	agrees
102L17	10	452	num	452		wee	agrees
102L17	11	234	num	234		have	single-segment
102L17	12	356	num	356		herein	single-segment
102L17	13	251	num	251		w	conflict:a
102L17	14	86	num	86		r	single
102L17	15	73	num	73		i	agrees
102L17	16	49	num	49		t	conflict:g
102L17	17	50	num	50		t	agrees
102L17	18	462	num	462		wheither	single-segment
102L17	19	478	num	478		you	agrees
102L17	20	460	num	460		will	agrees
102L19	0	90	num	90			null-or-unaligned
102L19	1	56	num	56			null-or-unaligned
102L19	2	27	num	27		n	agrees
102L19	3	39	num	39			null-or-unaligned
102L19	4	420	num	420		o	agrees
102L19	5	494	num	494		t	conflict:growfonumerous
102L19	6	344	num	344		d	conflict:a
102L19	7	320	num	320		i	conflict:a
102L19	8	99	num	99		f	conflict:r
102L19	9	320	num	320		a	single
102L19	10	72	num	72		p	single
102L19	11	11	num	11		p	conflict:e
102L19	12	8	num	8		o	conflict:i
102L19	13	23	num	23		i	conflict:s
102L19	14	7	num	7		n	conflict:a
102L19	15	1	num	1		t	conflict:f
102L19	16	47	num	47		w	conflict:k
102L19	17	19	num	19		h	conflict:o
102L19	18	8	num	8		i	agrees
102L19	19	27	num	27		c	conflict:n
102L19	20	6	num	6		h	conflict:t
102L19	21	415	num	415		m	single
102L19	22	458	num	458		a	single
102L19	23	309	num	309		y	conflict:fh
102L21	0	251	num	251			null-or-unaligned
102L21	1	480	num	480			null-or-unaligned
102L21	2	186	num	186			null-or-unaligned
102L21	3	344	num	344			null-or-unaligned
102L21	4	164	num	164			null-or-unaligned
102L21	5	404	num	404			null-or-unaligned
102L21	6	4	num	4		i	agrees
102L21	7	93	num	93			null-or-unaligned
102L21	8	168	num	168		n	single
102L21	9	413	num	413		y	conflict:t
102L21	10	135	num	135		o	single
102L21	11	407	num	407		u	conflict:the
102L21	12	495	num	495		r	conflict:fleet
102L21	13	102	num	102		e	single
102L21	14	82	num	82		y	conflict:t
102L21	15	104	num	104		e	single
