line	position	sign	confidence
05801_p2_L03	79	38	M
05801_p2_L03	80	34	M
05801_p2_L04	1	82	M
05801_p2_L04	2	9	M
05801_p2_L04	3	32	M
05801_p2_L04	4	29	M
05801_p2_L04	5	81	M
05801_p2_L04	6	82	M
05801_p2_L04	7	85	M
05801_p2_L04	8	53	M
05801_p2_L04	9	24	M
05801_p2_L04	10	132	H
05801_p2_L04	11	88	M
05801_p2_L04	12	22	M
05801_p2_L04	13	81	M
05801_p2_L04	14	87	M
05801_p2_L04	15	72	M
05801_p2_L04	16	132	H
05801_p2_L04	17	125	M
05801_p2_L04	18	9	M
05801_p2_L04	19	39	M
05801_p2_L04	20	23	M
05801_p2_L04	21	26	M
05801_p2_L04	22	83	M
05801_p2_L04	23	19	L
05801_p2_L04	24	105	M
05801_p2_L04	25	32	M
05801_p2_L04	26	82	M
05801_p2_L04	27	2	M
05801_p2_L04	28	103	M
05801_p2_L04	29	22	M
05801_p2_L04	30	76	M
05801_p2_L04	31	81	M
05801_p2_L04	32	=Alemaigne	M
05801_p2_L04	33	201	L
05801_p2_L04	34	139	M
05801_p2_L04	35	126	M
05801_p2_L04	36	131	M
05801_p2_L04	37	=Ne	M
05801_p2_L04	38	=faisant	H
05801_p2_L04	39	=nul	M
05801_p2_L04	40	=doubte	M
05801_p2_L04	41	=que	H
05801_p2_L04	42	=si	H
05801_p2_L04	43	=Dieu	H
05801_p2_L04	44	=nous	H
05801_p2_L04	45	=fait	H
05801_p2_L04	46	=la	H
05801_p2_L04	47	=grace	M
05801_p2_L04	48	=du	H
05801_p2_L04	49	129	M
05801_p2_L04	50	131	M
05801_p2_L04	51	121	M
05801_p2_L04	52	80	M
05801_p2_L04	53	84	M
05801_p2_L04	54	112	M
05801_p2_L04	55	101	M
05801_p2_L04	56	38	M
05801_p2_L04	57	87	M
05801_p2_L04	58	23	M
05801_p2_L04	59	71	M
05801_p2_L04	60	81	M
05801_p2_L04	61	26	M
05801_p2_L04	62	33	M
05801_p2_L04	63	=Ville	H
05801_p2_L04	64	=nous	M
05801_p2_L04	65	312	M
05801_p2_L04	66	54	M
05801_p2_L04	67	90	M
05801_p2_L04	68	30	M
05801_p2_L04	69	35	M
05801_p2_L04	70	69	M
05801_p2_L04	71	37	M
05801_p2_L04	72	82	M
05801_p2_L04	73	22	M
05801_p2_L04	74	7	M
05801_p2_L04	75	2	M
05801_p2_L04	76	9	M
05801_p2_L04	77	49	M
05801_p2_L04	78	84	M
05801_p2_L04	79	83	M
05801_p2_L04	80	5	M
05801_p2_L04	81	87	M
05801_p2_L04	82	71	M
05801_p2_L04	83	7	M
05801_p2_L04	84	37	M
05801_p2_L04	85	39	M
05801_p2_L04	86	23	M
05801_p2_L04	87	82	M
05801_p2_L04	88	25	M
05801_p2_L05	1	56	M
05801_p2_L05	2	29	M
05801_p2_L05	3	62	M
05801_p2_L05	4	2	M
05801_p2_L05	5	132	H
05801_p2_L05	6	91	M
05801_p2_L05	7	132	H
05801_p2_L05	8	195	M
05801_p2_L05	9	74	M
05801_p2_L05	10	120	M
05801_p2_L05	11	116	M
05801_p2_L05	12	82	M
05801_p2_L05	13	78	M
05801_p2_L05	14	85	M
05801_p2_L05	15	52	M
05801_p2_L05	16	37	M
05801_p2_L05	17	88	M
05801_p2_L05	18	7	M
05801_p2_L05	19	4	M
05801_p2_L05	20	34	M
05801_p2_L05	21	117	M
05801_p2_L05	22	120	M
05801_p2_L05	23	146	M
05801_p2_L05	24	82	M
05801_p2_L05	25	88	M
05801_p2_L05	26	44	M
05801_p2_L05	27	58	M
05801_p2_L05	28	9	M
05801_p2_L05	29	28	M
05801_p2_L05	30	132	H
05801_p2_L05	31	145	M
05801_p2_L05	32	=et	M
05801_p2_L05	33	=paravant	L
05801_p2_L05	34	=pouons	L
05801_p2_L05	35	132	H
05801_p2_L05	36	145	M
05801_p2_L05	37	127	M
05801_p2_L05	38	182	L
05801_p2_L05	39	71	M
05801_p2_L05	40	132	H
05801_p2_L05	41	195	M
05801_p2_L05	42	78	M
05801_p2_L05	43	29	M
05801_p2_L05	44	132	H
05801_p2_L05	45	16	M
05801_p2_L05	46	101	M
05801_p2_L05	47	23	M
05801_p2_L05	48	83	M
05801_p2_L05	49	132	H
05801_p2_L05	50	145	M
05801_p2_L05	51	62	M
05801_p2_L05	52	72	M
05801_p2_L05	53	83	M
05801_p2_L05	54	39	M
05801_p2_L05	55	50	M
05801_p2_L05	56	83	L
05801_p2_L05	57	132	H
05801_p2_L05	58	144	M
05801_p2_L05	59	54	M
05801_p2_L05	60	90	M
05801_p2_L05	61	80	M
05801_p2_L05	62	28	M
05801_p2_L05	63	81	M
05801_p2_L05	64	9	M
05801_p2_L05	65	39	M
05801_p2_L05	66	29	M
05801_p2_L05	67	82	M
05801_p2_L05	68	69	M
05801_p2_L05	69	3	M
05801_p2_L05	70	34	M
05801_p2_L05	71	9	M
05801_p2_L05	72	9	M
05801_p2_L05	73	35	M
05801_p2_L05	74	29	M
05801_p2_L05	75	83	M
05801_p2_L05	76	9	M
05801_p2_L05	77	39	M
05801_p2_L05	78	24	M
05801_p2_L05	79	90	M
05801_p2_L05	80	124	M
05801_p2_L05	81	41	L
05801_p2_L05	82	7	M
05801_p2_L05	83	37	M
05801_p2_L05	84	73	M
05801_p2_L05	85	63	M
05801_p2_L05	86	90	M
05801_p2_L05	87	9	M
05801_p2_L05	88	2	M
05801_p2_L05	89	32	M
05801_p2_L05	90	86	L
05801_p2_L05	91	103	M
05801_p2_L05	92	23	M
05801_p2_L05	93	84	M
05801_p2_L05	94	59	M
05801_p2_L05	95	39	M
05801_p2_L05	96	29	M
05801_p2_L05	97	134	M
05801_p2_L05	98	126	M
05801_p2_L05	99	121	M
05801_p2_L06	1	90	M
05801_p2_L06	2	134	M
05801_p2_L06	3	127	M
05801_p2_L06	4	132	H
05801_p2_L06	5	55	L
05801_p2_L06	6	29	M
05801_p2_L06	7	74	M
05801_p2_L06	8	4	M
05801_p2_L06	9	27	M
05801_p2_L06	10	53	L
05801_p2_L06	11	69	M
05801_p2_L06	12	39	M
05801_p2_L06	13	23	M
05801_p2_L06	14	69	M
05801_p2_L06	15	=reine	M
05801_p2_L06	16	142	M
05801_p2_L06	17	12	M
05801_p2_L06	18	95	M
05801_p2_L06	19	28	M
05801_p2_L06	20	195	M
05801_p2_L06	21	12	M
05801_p2_L06	22	26	M
05801_p2_L06	23	11	M
05801_p2_L06	24	8	M
05801_p2_L06	25	102	M
05801_p2_L06	26	29	M
05801_p2_L06	27	12	L
05801_p2_L06	28	86	M
05801_p2_L06	29	38	M
05801_p2_L06	30	23	M
05801_p2_L06	31	53	M
05801_p2_L06	32	29	M
05801_p2_L06	33	93	M
05801_p2_L06	34	86	L
05801_p2_L06	35	4	M
05801_p2_L06	36	77	M
05801_p2_L06	37	85	M
05801_p2_L06	38	29	M
05801_p2_L06	39	22	M
05801_p2_L06	40	5	M
05801_p2_L06	41	34	M
05801_p2_L06	42	=Et	M
05801_p2_L06	43	=si	M
05801_p2_L06	44	=mand	L
05801_p2_L06	45	=feroit	M
05801_p2_L06	46	191	L
05801_p2_L06	47	126	M
05801_p2_L06	48	129	M
05801_p2_L06	49	76	M
05801_p2_L06	50	81	M
05801_p2_L06	51	67	L
05801_p2_L06	52	102	M
05801_p2_L06	53	84	M
05801_p2_L06	54	3	M
05801_p2_L06	55	131	M
05801_p2_L06	56	190	L
05801_p2_L06	57	5	M
05801_p2_L06	58	8	M
05801_p2_L06	59	90	M
05801_p2_L06	60	190	L
05801_p2_L06	61	=la	M
05801_p2_L06	62	=sinalorie	L
05801_p2_L06	63	41	L
05801_p2_L06	64	335	L
05801_p2_L06	65	83	M
05801_p2_L06	66	50	L
05801_p2_L06	67	22	M
05801_p2_L06	68	132	H
05801_p2_L06	69	195	M
05801_p2_L06	70	61	M
05801_p2_L06	71	113	M
05801_p2_L06	72	23	M
05801_p2_L06	73	81	M
05801_p2_L06	74	27	M
05801_p2_L06	75	54	M
05801_p2_L06	76	90	M
05801_p2_L06	77	26	M
05801_p2_L06	78	59	M
05801_p2_L06	79	112	M
05801_p2_L06	80	89	L
05801_p2_L06	81	101	M
05801_p2_L06	82	32	M
05801_p2_L06	83	37	M
05801_p2_L06	84	81	M
05801_p2_L06	85	83	M
05801_p2_L06	86	25	M
05801_p2_L06	87	125	M
05801_p2_L06	88	132	H
05801_p2_L06	89	199	M
05801_p2_L06	90	=Ov	L
05801_p2_L06	91	=quant	M
05801_p2_L06	92	=ainsi	L
05801_p2_L07	1	=fournir	M
05801_p2_L07	2	129	M
05801_p2_L07	3	82	M
05801_p2_L07	4	132	H
05801_p2_L07	5	82	M
05801_p2_L07	6	73	M
05801_p2_L07	7	82	M
05801_p2_L07	8	112	M
05801_p2_L07	9	82	M
05801_p2_L07	10	27	M
05801_p2_L07	11	22	M
05801_p2_L07	12	3	M
05801_p2_L07	13	27	M
05801_p2_L07	14	11	L
05801_p2_L07	15	81	M
05801_p2_L07	16	331	L
05801_p2_L07	17	124	M
05801_p2_L07	18	140	M
05801_p2_L07	19	126	M
05801_p2_L07	20	=pourvoir	L
05801_p2_L07	21	=d'advis	L
05801_p2_L07	22	=de	M
05801_p2_L07	23	130	M
05801_p2_L07	24	121	M
05801_p2_L07	25	82	M
05801_p2_L07	26	2	M
05801_p2_L07	27	75	L
05801_p2_L07	28	55	M
05801_p2_L07	29	39	M
05801_p2_L07	30	87	L
05801_p2_L07	31	112	M
05801_p2_L07	32	82	M
05801_p2_L07	33	118	L
05801_p2_L07	34	83	M
05801_p2_L07	35	29	M
05801_p2_L07	36	72	M
05801_p2_L07	37	58	M
05801_p2_L07	38	81	M
05801_p2_L07	39	80	M
05801_p2_L07	40	132	H
05801_p2_L07	41	81	M
05801_p2_L07	42	32	M
05801_p2_L07	43	9	M
05801_p2_L07	44	9	M
05801_p2_L07	45	28	M
05801_p2_L07	46	102	M
05801_p2_L07	47	78	M
05801_p2_L07	48	8	M
05801_p2_L07	49	5	M
05801_p2_L07	50	27	M
05801_p2_L07	51	82	M
05801_p2_L07	52	82	M
05801_p2_L07	53	40	M
05801_p2_L07	54	7	M
05801_p2_L07	55	9	M
05801_p2_L07	56	28	M
05801_p2_L07	57	130	M
05801_p2_L07	58	78	L
05801_p2_L07	59	55	M
05801_p2_L07	60	37	M
05801_p2_L07	61	54	M
05801_p2_L07	62	85	M
05801_p2_L07	63	5	M
05801_p2_L07	64	139	M
05801_p2_L07	65	91	L
05801_p2_L07	66	2	M
05801_p2_L07	67	27	M
05801_p2_L07	68	31	M
05801_p2_L07	69	82	M
05801_p2_L07	70	112	M
05801_p2_L07	71	115	M
05801_p2_L07	72	90	M
05801_p2_L07	73	3	M
05801_p2_L07	74	82	M
05801_p2_L07	75	77	L
05801_p2_L07	76	81	M
05801_p2_L07	77	91	L
05801_p2_L07	78	19	L
05801_p2_L07	79	27	M
05801_p2_L07	80	81	M
05801_p2_L07	81	48	M
05801_p2_L07	82	82	M
05801_p2_L07	83	29	M
05801_p2_L07	84	85	M
05801_p2_L07	85	331	L
05801_p2_L07	86	=Ov	L
05801_p2_L07	87	=guerre	L
05801_p2_L07	88	129	M
05801_p2_L07	89	132	H
05801_p2_L07	90	119	M
05801_p2_L07	91	82	M
05801_p2_L07	92	29	M
05801_p2_L07	93	134	M
05801_p2_L07	94	125	M
05801_p2_L08	1	83	M
05801_p2_L08	2	30	M
05801_p2_L08	3	31	M
05801_p2_L08	4	69	M
05801_p2_L08	5	34	M
05801_p2_L08	6	29	M
05801_p2_L08	7	15	L
05801_p2_L08	8	311	L
05801_p2_L08	9	12	L
05801_p2_L08	10	221	L
05801_p2_L08	11	13	L
05801_p2_L08	12	25	L
05801_p2_L08	13	9	M
05801_p2_L08	14	47	L
05801_p2_L08	15	31	M
05801_p2_L08	16	35	M
05801_p2_L08	17	25	M
05801_p2_L08	18	7	M
05801_p2_L08	19	9	M
05801_p2_L08	20	32	M
05801_p2_L08	21	82	M
05801_p2_L08	22	36	M
