line	position	sign	confidence	alt	why
07205_p6_L07	5	w:nous	M	A:-	gap
07205_p6_L07	6	w:se	M	B:w:faict	differ
07205_p6_L07	7	w:mont	M	B:w:me	differ
07205_p6_L07	8	w:dict	M		agree-flagged
07205_p6_L07	9	w:davoir	M		agree-flagged
07205_p6_L07	10	w:gardes	M	B:w:garde	differ
07205_p6_L07	11	w:de	M		agree-flagged
07205_p6_L07	12	w:vous	M		agree-flagged
07205_p6_L07	13	w:de	M	B:-	gap
07205_p6_L07	14	w:retourner	M		agree-flagged
07205_p6_L07	15	w:par	M	B:w:quelque	differ
07205_p6_L07	16	w:quelquesfois	M	B:w:estoit	differ
07205_p6_L07	17	w:ou	M		agree-flagged
07205_p6_L07	18	w:quatre	M	B:w:quattre	differ
07205_p6_L07	19	w:mois	M		agree-flagged
07205_p6_L07	20	w:a	M		agree-flagged
07205_p6_L07	21	w:boulongne	M		agree-flagged
07205_p6_L07	22	w:ou	M		agree-flagged
07205_p6_L07	23	w:seray	M	B:w:faictz	differ
07205_p6_L07	24	w:tenir	M		agree-flagged
07205_p6_L07	25	w:la	M	B:w:sa	differ
07205_p6_L07	26	w:correspondance	M		agree-flagged
07205_p6_L07	27	w:avecq	M	B:w:auecq	differ
07205_p6_L07	28	w:mons	M		agree-flagged
07205_p6_L07	29	w:messrs	M	B:w:mesmes	differ
07205_p6_L07	30	w:le	M		agree-flagged
07205_p6_L07	31	w:devoir	M		agree-flagged
07205_p6_L07	32	w:les	M		agree-flagged
07205_p6_L07	33	w:particuliers	M	B:w:pareilles	differ
07205_p6_L07	34	w:pour	M	B:w:quand	differ
07205_p6_L07	35	w:le	M	B:w:la	differ
07205_p6_L07	36	w:bien	M	B:w:bailliez	differ
07205_p6_L07	37	w:et	M		agree-flagged
07205_p6_L07	38	w:droict	M	B:w:dresse	differ
07205_p6_L07	39	w:maintenant	M		agree-flagged
07205_p6_L07	40	w:a	M		agree-flagged
07205_p6_L07	41	w:cest	M		agree-flagged
07205_p6_L07	42	w:effect	M		agree-flagged
07205_p6_L07	43	w:quoy	M		agree-flagged
07205_p6_L07	44	w:pour	M		agree-flagged
07205_p6_L07	45	w:mon	M		agree-flagged
07205_p6_L07	46	w:chiffre	M		agree-flagged
07205_p6_L07	47	w:mais	M		agree-flagged
07205_p6_L07	48	w:daultant	M		agree-flagged
07205_p6_L07	49	w:que	M		agree-flagged
07205_p6_L07	50	w:par	M		agree-flagged
07205_p6_L07	51	w:les	M		agree-flagged
07205_p6_L07	52	w:droits	M	B:-	gap
07205_p6_L07	53	w:mon	M		agree-flagged
07205_p6_L08	1	w:faictes	M		agree-flagged
07205_p6_L08	2	w:aulcune	M		agree-flagged
07205_p6_L08	3	w:mention	M	B:w:mencion	differ
07205_p6_L08	4	w:jan	M	B:w:man	differ
07205_p6_L08	5	w:bien	M	B:w:rien	differ
07205_p6_L08	6	w:voulu	M		agree-flagged
07205_p6_L08	7	w:adresser	M	B:w:addresser	differ
07205_p6_L08	8	w:cestes	M	B:w:cestre	differ
07205_p6_L08	9	w:escrires	M	B:w:escrire	differ
07205_p6_L08	10	w:droict	M		agree-flagged
07205_p6_L08	11	w:pour	M		agree-flagged
07205_p6_L08	12	w:escripte	M	B:w:escripto	differ
07205_p6_L08	13	w:du	M		agree-flagged
07205_p6_L08	14	w:chiffre	M		agree-flagged
07205_p6_L08	15	w:ordinaire	M		agree-flagged
07205_p6_L08	16	w:de	M	B:w:ne	differ
07205_p6_L08	17	w:mo	M	B:w:me	differ
07205_p6_L08	18	w:pourvez	M	B:w:pouuez	differ
07205_p6_L08	19	w:par	M		agree-flagged
07205_p6_L08	20	w:le	M		agree-flagged
07205_p6_L08	21	w:premier	M		agree-flagged
07205_p6_L08	22	w:commander	M		agree-flagged
07205_p6_L08	23	w:des	M		agree-flagged
07205_p6_L08	24	w:intentions	M	B:w:antenkron	differ
07205_p6_L08	25	w:je	M	B:w:te	differ
07205_p6_L08	26	w:mo	M	B:w:me	differ
07205_p6_L08	27	w:dict	M		agree-flagged
07205_p6_L08	28	w:des	M		agree-flagged
07205_p6_L08	29	w:mesmes	M		agree-flagged
07205_p6_L08	30	w:davoir	M		agree-flagged
07205_p6_L08	31	w:charge	M		agree-flagged
07205_p6_L08	32	w:de	M		agree-flagged
07205_p6_L08	33	w:vous	M		agree-flagged
07205_p6_L08	34	w:pour	M		agree-flagged
07205_p6_L08	35	w:faire	M		agree-flagged
07205_p6_L08	36	w:quelque	M		agree-flagged
07205_p6_L08	37	w:bonrage	M	B:w:bonsuge	differ
07205_p6_L08	38	w:qui	M		agree-flagged
07205_p6_L08	39	w:serviroit	M	B:w:pruiroit	differ
07205_p6_L08	40	w:desquelque	M		agree-flagged
07205_p6_L08	41	w:bon	M		agree-flagged
07205_p6_L08	42	w:effect	M		agree-flagged
07205_p6_L08	43	w:ce	M	B:w:sur	differ
07205_p6_L08	44	w:que	M		agree-flagged
07205_p6_L08	45	w:le	M		agree-flagged
07205_p6_L09	1	w:remectez	M	B:w:poursuiuez	differ
07205_p6_L09	2	w:ficelement	M	B:w:entierement	differ
07205_p6_L09	3	w:a	M		agree-flagged
07205_p6_L09	4	w:vous	M		agree-flagged
07205_p6_L09	5	w:pour	M		agree-flagged
07205_p6_L09	6	w:en	M		agree-flagged
07205_p6_L09	7	w:disposer	M		agree-flagged
07205_p6_L09	8	w:ainsi	M		agree-flagged
07205_p6_L09	9	w:qua	M	A:-	gap
07205_p6_L09	10	w:quad	M	B:w:deux	differ
07205_p6_L09	11	w:plus	M		agree-flagged
07205_p6_L09	12	w:grans	M		agree-flagged
07205_p6_L09	13	w:bien	M	B:w:biens	differ
07205_p6_L09	14	w:de	M		agree-flagged
07205_p6_L09	15	w:vos	M		agree-flagged
07205_p6_L09	16	w:affaires	M		agree-flagged
07205_p6_L09	17	w:pour	M		agree-flagged
07205_p6_L09	18	w:ce	M	A:-	gap
07205_p6_L09	19	w:vostre	M	B:w:quel	differ
07205_p6_L09	20	w:apportoir	M	B:w:appertenoir	differ
07205_p6_L09	21	901	M	B:w:et	differ
07205_p6_L09	22	w:comme	M		agree-flagged
07205_p6_L09	23	w:les	M		agree-flagged
07205_p6_L09	24	w:frs	M	B:w:sr	differ
07205_p6_L09	25	w:de	M		agree-flagged
07205_p6_L09	26	w:lumbre	M	B:w:lumbres	differ
07205_p6_L09	27	w:ma	M		agree-flagged
07205_p6_L09	28	w:demonstre	M		agree-flagged
07205_p6_L09	29	w:le	M		agree-flagged
07205_p6_L09	30	w:voir	M	B:w:peu	differ
07205_p6_L09	31	w:de	M		agree-flagged
07205_p6_L09	32	w:moiens	M		agree-flagged
07205_p6_L09	33	w:quil	M		agree-flagged
07205_p6_L09	34	w:a	M		agree-flagged
07205_p6_L09	35	w:pour	M		agree-flagged
07205_p6_L09	36	w:les	M		agree-flagged
07205_p6_L09	37	w:despenses	M		agree-flagged
07205_p6_L09	38	w:et	M		agree-flagged
07205_p6_L09	39	w:charges	M		agree-flagged
07205_p6_L09	40	w:de	M		agree-flagged
07205_p6_L09	41	w:lun	M	B:w:leur	differ
07205_p6_L09	42	w:envoyant	M	B:w:estant	differ
07205_p6_L09	43	w:portsses	M	B:w:portees	differ
07205_p6_L09	44	w:mo	M	B:w:me	differ
07205_p6_L09	45	w:priant	M		agree-flagged
07205_p6_L09	46	w:le	M		agree-flagged
07205_p6_L09	47	w:vouloir	M		agree-flagged
07205_p6_L09	48	w:en	M		agree-flagged
07205_p6_L09	49	w:cela	M		agree-flagged
07205_p6_L09	50	w:pourveoir	M	B:w:pourueoir	differ
07205_p6_L09	51	w:sy	M		agree-flagged
07205_p6_L09	52	w:vous	M	B:w:bien	differ
07205_p6_L09	53	w:et	M	B:w:que	differ
07205_p6_L09	54	w:est	M	B:w:ie	differ
07205_p6_L10	1	5	M	B:05	differ
07205_p6_L10	2	25	M		agree-flagged
07205_p6_L10	3	18	M		agree-flagged
07205_p6_L10	4	1	M		agree-flagged
07205_p6_L10	5	20	M		agree-flagged
07205_p6_L10	6	300	M	B:100	differ
07205_p6_L10	7	w:par	M		agree-flagged
07205_p6_L10	8	w:vous	M		agree-flagged
07205_p6_L10	9	w:autre	M	B:w:aultre	differ
07205_p6_L10	10	w:le	M		agree-flagged
07205_p6_L10	11	w:que	M	B:w:quel	differ
07205_p6_L10	12	w:sont	M		agree-flagged
07205_p6_L10	13	w:dorpuroy	M	B:w:recopiez	differ
07205_p6_L10	14	w:par	M		agree-flagged
07205_p6_L10	15	w:son	M	B:w:bon	differ
07205_p6_L10	16	w:moien	M		agree-flagged
07205_p6_L10	17	w:et	M		agree-flagged
07205_p6_L10	18	w:suivant	M	B:w:suyuant	differ
