line	pos	sign	conf	value	grade
f110-20	57	n		l	H
f110-21	1	q		u	H
f110-21	2	o		i	H
f110-21	3	4		?	U
f110-21	4	z		?	U
f110-21	5	z		?	U
f110-21	6	6		i|n|s	M
f110-21	7	v		?	U
f110-21	8	m		t	H
f110-21	9	t		e	H
f110-21	10	e		r	H
f110-21	11	BOX		?	U
f110-21	12	v		?	U
f110-21	13	h		e	H
f110-21	14	4		?	U
f110-21	15	t		e	H
f110-21	16	z		?	U
f110-21	17	n		l	H
f110-21	18	o		i	H
f110-21	19	h		e	H
f110-21	20	BOX		?	U
f110-21	21	e		r	H
f110-21	22	w		?	U
f110-21	23	h		e	H
f110-21	24	6		i|n|s	M
f110-21	25	t		e	H
f110-21	26	n		l	H
f110-21	27	h		e	H
f110-21	28	L		r	H
f110-21	29	o		i	H
f110-21	30	z		?	U
f110-21	31	e		r	H
f110-21	32	h		e	H
f110-21	33	f		c|u	M
f110-21	34	7		o	H
f110-21	35	z		?	U
f110-21	36	6		i|n|s	M
f110-21	37	H		o	H
f110-21	38	m		t	H
f110-21	39	h		e	H
f110-21	40	Ze		t	H
f110-21	41	w		?	U
f110-21	42	o		i	H
f110-21	43	BOX		?	U
f110-21	44	7		o	H
f110-21	45	z		?	U
f110-21	46	e		r	H
f110-21	47	n		l	H
f110-21	48	o		i	H
f110-21	49	f		c|u	M
f110-21	50	z		?	U
f110-21	51	6		i|n|s	M
f110-21	52	v		?	U
f110-21	53	f		c|u	M
f110-21	54	BOX		?	U
f110-21	55	e		r	H
f110-22	1	z		?	U
f110-22	2	e		r	H
f110-22	3	h		e	H
f110-22	4	H		o	H
f110-22	5	7		o	H
f110-22	6	6		i|n|s	M
f110-22	7	s		u	H
f110-22	8	H		o	H
f110-22	9	7		o	H
f110-22	10	z		?	U
f110-22	11	q		u	H
f110-22	12	m		t	H
f110-22	13	e		r	H
f110-22	14	S		u|c	M
f110-22	15	w		?	U
f110-22	16	BOX		?	U
f110-22	17	h		e	H
f110-22	18	n		l	H
f110-22	19	7		o	H
f110-22	20	6		i|n|s	M
f110-22	21	z		?	U
f110-22	22	z		?	U
f110-22	23	ff		n|o	M
f110-22	24	o		i	H
f110-22	25	z		?	U
f110-22	26	m		t	H
f110-22	27	S		u|c	M
f110-22	28	B		i|y	M
f110-22	29	z		?	U
f110-22	30	h		e	H
f110-22	31	4		?	U
f110-22	32	m		t	H
f110-22	33	w		?	U
f110-22	34	BOX		?	U
f110-22	35	z		?	U
f110-22	36	n		l	H
f110-22	37	q		u	H
f110-22	38	v		?	U
f110-22	39	T		?	U
f110-22	40	7		o	H
f110-22	41	z		?	U
f110-22	42	m		t	H
f110-22	43	6		i|n|s	M
f110-22	44	6		i|n|s	M
f110-22	45	z		?	U
f110-22	46	z		?	U
f110-22	47	7		o	H
f110-22	48	v		?	U
f110-22	49	q		u	H
f110-22	50	o		i	H
f110-22	51	z		?	U
f110-22	52	e		r	H
f110-22	53	7		o	H
f110-22	54	w		?	U
f110-22	55	7		o	H
f110-23	1	f		c|u	M
f110-23	2	h		e	H
f110-23	3	o		i	H
f110-23	4	m		t	H
f110-23	5	S		u|c	M
f110-23	6	m		t	H
f110-23	7	e		r	H
f110-23	8	f		c|u	M
f110-23	9	v		?	U
f110-23	10	z		?	U
f110-23	11	v		?	U
f110-23	12	T		?	U
f110-23	13	T		?	U
f110-23	14	S		u|c	M
f110-23	15	6		i|n|s	M
f110-23	16	BOX		?	U
f110-23	17	q		u	H
f110-23	18	S		u|c	M
f110-23	19	w		?	U
f110-23	20	n		l	H
f110-23	21	h		e	H
f110-23	22	H		o	H
f110-23	23	m		t	H
f110-23	24	v		?	U
f110-23	25	z		?	U
f110-23	26	4		?	U
f110-23	27	e		r	H
f110-23	28	h		e	H
f110-23	29	H		o	H
f110-23	30	7		o	H
f110-23	31	BOX		?	U
f110-23	32	e		r	H
f110-23	33	q		u	H
f110-23	34	o		i	H
f110-23	35	BOX		?	U
f110-23	36	7		o	H
f110-23	37	s		u	H
f110-23	38	v		?	U
f110-23	39	H		o	H
f110-23	40	7		o	H
f110-23	41	z		?	U
f110-23	42	BOX		?	U
f110-23	43	S		u|c	M
f110-23	44	o		i	H
f110-23	45	4		?	U
f110-23	46	7		o	H
f110-23	47	6		i|n|s	M
f110-23	48	f		c|u	M
f110-23	49	A		l	H
f110-23	50	T		?	U
f110-23	51	m		t	H
f110-23	52	s		u	H
f110-23	53	H		o	H
f110-24	1	w		?	U
f110-24	2	n		l	H
f110-24	3	z		?	U
f110-24	4	S		u|c	M
f110-24	5	e		r	H
f110-24	6	o		i	H
f110-24	7	4		?	U
f110-24	8	S		u|c	M
f110-24	9	f		c|u	M
f110-24	10	7		o	H
f110-24	11	BOX		?	U
f110-24	12	e		r	H
f110-24	13	4		?	U
f110-24	14	S		u|c	M
f110-24	15	w		?	U
f110-24	16	7		o	H
f110-24	17	6		i|n|s	M
f110-24	18	ff		n|o	M
f110-24	19	h		e	H
f110-24	20	T		?	U
f110-24	21	S		u|c	M
f110-24	22	6		i|n|s	M
f110-24	23	H		o	H
f110-24	24	h		e	H
f110-24	25	n		l	H
f110-24	26	o		i	H
f110-24	27	BOX		?	U
f110-24	28	7		o	H
f110-24	29	q		u	H
f110-24	30	m		t	H
f110-24	31	e		r	H
f110-24	32	S		u|c	M
f110-24	33	o		i	H
f110-24	34	w		?	U
f110-24	35	BOX		?	U
f110-24	36	z		?	U
f110-24	37	v		?	U
f110-24	38	o		i	H
f110-24	39	z		?	U
f110-24	40	v		?	U
f110-24	41	q		u	H
f110-25	1	h		e	H
f110-25	2	BOX		?	U
f110-25	3	7		o	H
f110-25	4	z		?	U
f110-25	5	s		u	H
f110-25	6	h		e	H
f110-25	7	A		l	H
f110-25	8	v		?	U
f110-25	9	S		u|c	M
f110-25	10	6		i|n|s	M
f110-25	11	o		i	H
f110-25	12	v		?	U
f110-25	13	v		?	U
f110-25	14	s		u	H
f110-25	15	S		u|c	M
f110-25	16	q		u	H
f110-25	17	T		?	U
f110-25	18	h		e	H
f110-25	19	4		?	U
f110-25	20	t		e	H
f110-25	21	H		o	H
f110-25	22	m		t	H
f110-25	23	o		i	H
f110-25	24	6		i|n|s	M
f110-25	25	n		l	H
f110-25	26	m		t	H
f110-25	27	4		?	U
f110-25	28	S		u|c	M
f110-25	29	v		?	U
f110-25	30	4		?	U
f110-25	31	h		e	H
f110-25	32	q		u	H
f110-25	33	o		i	H
f110-25	34	BOX		?	U
f110-25	35	z		?	U
f110-25	36	v		?	U
f110-25	37	m		t	H
f110-25	38	e		r	H
f110-25	39	S		u|c	M
f110-25	40	w		?	U
f110-25	41	z		?	U
f110-25	42	q		u	H
f110-25	43	H		o	H
f110-25	44	T		?	U
f110-25	45	S		u|c	M
f110-25	46	m		t	H
f110-26	1	o		i	H
f110-26	2	BOX		?	U
f110-26	3	7		o	H
f110-26	4	z		?	U
f110-26	5	e		r	H
f110-26	6	o		i	H
f110-26	7	BOX		?	U
f110-26	8	T		?	U
f110-26	9	7		o	H
f110-26	10	z		?	U
f110-26	11	n		l	H
f110-26	12	o		i	H
f110-26	13	f		c|u	M
f110-26	14	T		?	U
f110-26	15	S		u|c	M
f110-26	16	4		?	U
f110-26	17	h		e	H
f110-26	18	6		i|n|s	M
f110-26	19	v		?	U
f110-26	20	z		?	U
f110-26	21	7		o	H
f110-26	22	7		o	H
f110-26	23	6		i|n|s	M
f110-26	24	7		o	H
f110-26	25	s		u	H
f110-26	26	z		?	U
f110-26	27	S		u|c	M
f110-26	28	ff		n|o	M
f110-26	29	q		u	H
f110-26	30	BOX		?	U
f110-26	31	z		?	U
f110-26	32	v		?	U
f110-26	33	H		o	H
f110-26	34	o		i	H
f110-26	35	e		r	H
f110-26	36	q		u	H
f110-26	37	z		?	U
f110-26	38	n		l	H
f110-26	39	7		o	H
f110-26	40	6		i|n|s	M
f110-26	41	BOX		?	U
f110-26	42	S		u|c	M
f110-26	43	s		u	H
f110-27	1	e		r	H
f110-27	2	n		l	H
f110-27	3	S		u|c	M
f110-27	4	o		i	H
f110-27	5	m		t	H
f110-27	6	h		e	H
f110-27	7	o		i	H
f110-27	8	BOX		?	U
f110-27	9	H		o	H
f110-27	10	S		u|c	M
f110-27	11	h		e	H
f110-27	12	4		?	U
f110-27	13	m		t	H
f110-27	14	w		?	U
f110-27	15	t		e	H
f110-27	16	S		u|c	M
f110-27	17	n		l	H
f110-27	18	o		i	H
f110-27	19	h		e	H
f110-27	20	w		?	U
f110-27	21	T		?	U
f110-27	22	4		?	U
f110-27	23	4		?	U
f110-27	24	S		u|c	M
f110-27	25	BOX		?	U
f110-27	26	T		?	U
f110-27	27	h		e	H
f110-27	28	q		u	H
f110-27	29	o		i	H
f110-27	30	6		i|n|s	M
f110-27	31	v		?	U
f110-27	32	q		u	H
f110-27	33	S		u|c	M
f110-27	34	H		o	H
f110-27	35	7		o	H
f110-27	36	BOX		?	U
f110-27	37	e		r	H
f110-27	38	v		?	U
f110-27	39	z		?	U
f110-27	40	n		l	H
f110-27	41	S		u|c	M
f110-27	42	q		u	H
f110-27	43	m		t	H
f110-28	1	e		r	H
f110-28	2	H		o	H
f110-28	3	z		?	U
f110-28	4	q		u	H
f110-28	5	m		t	H
f110-28	6	q		u	H
f110-28	7	o		i	H
f110-28	8	T		?	U
f110-28	9	4		?	U
f110-28	10	z		?	U
f110-28	11	q		u	H
f110-28	12	z		?	U
f110-28	13	m		t	H
f110-28	14	w		?	U
f110-28	15	BOX		?	U
f110-28	16	z		?	U
f110-28	17	n		l	H
f110-28	18	z		?	U
f110-28	19	4		?	U
f110-28	20	z		?	U
f110-28	21	L		r	H
f110-28	22	o		i	H
f110-28	23	v		?	U
f110-28	24	q		u	H
f110-28	25	z		?	U
f110-28	26	m		t	H
f110-28	27	7		o	H
f110-28	28	v		?	U
f110-28	29	e		r	H
f110-28	30	S		u|c	M
f110-28	31	z		?	U
f110-29	1	S		u|c	M
f110-29	2	n		l	H
f110-29	3	o		i	H
f110-29	4	h		e	H
f110-29	5	f		c|u	M
f110-29	6	4		?	U
f110-29	7	e		r	H
f110-29	8	z		?	U
f110-29	9	T		?	U
f110-29	10	o		i	H
f110-29	11	m		t	H
f110-29	12	7		o	H
f110-29	13	w		?	U
f110-29	14	m		t	H
f110-29	15	S		u|c	M
f110-29	16	h		e	H
f110-29	17	6		i|n|s	M
f110-29	18	m		t	H
f110-29	19	z		?	U
f110-29	20	h		e	H
f110-29	21	e		r	H
f110-29	22	e		r	H
f110-29	23	4		?	U
f110-29	24	o		i	H
f110-29	25	BOX		?	U
f110-29	26	A		l	H
f110-29	27	o		i	H
f110-29	28	m		t	H
f110-29	29	w		?	U
f110-29	30	BOX		?	U
f110-29	31	z		?	U
f110-29	32	n		l	H
f110-29	33	q		u	H
f110-29	34	7		o	H
f110-29	35	z		?	U
f110-29	36	m		t	H
f110-29	37	v		?	U
f110-29	38	e		r	H
f110-29	39	q		u	H
f110-29	40	v		?	U
f110-29	41	S		u|c	M
f110-29	42	f		c|u	M
f110-29	43	4		?	U
f110-30	1	z		?	U
f110-30	2	4		?	U
f110-30	3	7		o	H
f110-30	4	z		?	U
f110-30	5	h		e	H
f110-30	6	o		i	H
f110-30	7	m		t	H
f110-30	8	o		i	H
f110-30	9	h		e	H
f110-30	10	m		t	H
f110-30	11	w		?	U
f110-30	12	BOX		?	U
f110-30	13	S		u|c	M
f110-30	14	n		l	H
f110-30	15	T		?	U
f110-30	16	S		u|c	M
f110-30	17	4		?	U
f110-30	18	h		e	H
f110-30	19	e		r	H
f110-30	20	o		i	H
f110-30	21	4		?	U
f110-30	22	6		i|n|s	M
f110-30	23	m		t	H
f110-30	24	z		?	U
f110-31	1	BOX		?	U
f110-31	2	7		o	H
f110-31	3	BOX		?	U
f110-31	4	n		l	H
f110-31	5	w		?	U
f110-31	6	e		r	H
f110-31	7	7		o	H
f110-31	8	z		?	U
f110-31	9	q		u	H
f110-31	10	v		?	U
f110-31	11	BOX		?	U
f110-31	12	z		?	U
f110-31	13	m		t	H
f110-31	14	BOX		?	U
f110-31	15	e		r	H
f110-31	16	f		c|u	M
f110-31	17	f		c|u	M
f110-31	18	4		?	U
f110-31	19	7		o	H
f110-31	20	n		l	H
f110-31	21	h		e	H
f110-31	22	4		?	U
f110-31	23	f		c|u	M
f110-31	24	f		c|u	M
f110-31	25	z		?	U
f110-31	26	o		i	H
f110-31	27	q		u	H
f110-31	28	m		t	H
f110-31	29	o		i	H
f110-31	30	o		i	H
f110-31	31	m		t	H
f110-31	32	w		?	U
f110-31	33	BOX		?	U
f110-31	34	z		?	U
f110-31	35	z		?	U
f110-32	1	o		i	H
f110-32	2	z		?	U
f110-32	3	h		e	H
f110-32	4	4		?	U
f110-32	5	v		?	U
f110-32	6	S		u|c	M
f110-32	7	S		u|c	M
f110-32	8	h		e	H
f110-32	9	e		r	H
f110-32	10	w		?	U
f110-32	11	T		?	U
f110-32	12	o		i	H
f110-32	13	f		c|u	M
f110-32	14	n		l	H
f110-32	15	BOX		?	U
f110-32	16	v		?	U
f110-32	17	w		?	U
f110-32	18	BOX		?	U
f110-32	19	S		u|c	M
f110-32	20	4		?	U
f110-32	21	4		?	U
f110-32	22	7		o	H
f110-32	23	z		?	U
f110-32	24	w		?	U
f110-32	25	s		u	H
f110-32	26	S		u|c	M
f110-32	27	m		t	H
f110-32	28	7		o	H
f110-32	29	BOX		?	U
f110-32	30	m		t	H
f110-32	31	z		?	U
f110-32	32	q		u	H
f110-32	33	L		r	H
f110-32	34	7		o	H
f110-32	35	z		?	U
f110-32	36	q		u	H
f110-32	37	h		e	H
f110-32	38	h		e	H
f110-32	39	4		?	U
f110-32	40	4		?	U
f110-32	41	e		r	H
f110-32	42	z		?	U
f110-32	43	m		t	H
f110-33	1	S		u|c	M
f110-33	2	f		c|u	M
f110-33	3	h		e	H
f110-33	4	BOX		?	U
f110-33	5	n		l	H
f110-33	6	m		t	H
f110-33	7	o		i	H
f110-33	8	o		i	H
f110-33	9	v		?	U
f110-33	10	S		u|c	M
f110-33	11	s		u	H
f110-33	12	e		r	H
f110-33	13	h		e	H
f110-33	14	T		?	U
f110-33	15	f		c|u	M
f110-33	16	w		?	U
f110-33	17	BOX		?	U
f110-33	18	z		?	U
f110-33	19	n		l	H
f110-33	20	6		i|n|s	M
f110-33	21	S		u|c	M
f110-33	22	q		u	H
f110-33	23	t		e	H
f110-33	24	e		r	H
f110-34	1	z		?	U
f110-34	2	4		?	U
f110-34	3	z		?	U
f110-34	4	e		r	H
f110-34	5	m		t	H
f110-34	6	m		t	H
f110-34	7	o		i	H
f110-34	8	m		t	H
f110-34	9	z		?	U
f110-34	10	e		r	H
f110-34	11	f		c|u	M
f110-34	12	m		t	H
f110-34	13	z		?	U
f110-34	14	e		r	H
f110-34	15	z		?	U
f110-34	16	n		l	H
f110-34	17	q		u	H
f110-34	18	o		i	H
f110-34	19	q		u	H
f110-34	20	h		e	H
f110-34	21	e		r	H
f110-34	22	z		?	U
f110-34	23	m		t	H
f110-35	1	f		c|u	M
f110-35	2	z		?	U
f110-35	3	w		?	U
f110-35	4	S		u|c	M
f110-35	5	n		l	H
f110-35	6	z		?	U
f110-35	7	h		e	H
f110-35	8	4		?	U
f110-35	9	o		i	H
f110-35	10	6		i|n|s	M
f110-35	11	m		t	H
f110-35	12	o		i	H
f110-35	13	h		e	H
f110-35	14	e		r	H
f110-35	15	BOX		?	U
f110-35	16	z		?	U
f110-35	17	w		?	U
f110-35	18	h		e	H
f110-35	19	f		c|u	M
f110-35	20	t		e	H
f110-35	21	e		r	H
f110-35	22	4		?	U
f110-35	23	7		o	H
f110-35	24	6		i|n|s	M
f110-35	25	ff		n|o	M
f110-35	26	h		e	H
f110-35	27	w		?	U
f110-35	28	BOX		?	U
f110-35	29	t		e	H
f110-35	30	H		o	H
f110-35	31	h		e	H
f110-35	32	4		?	U
f110-35	33	7		o	H
f110-35	34	z		?	U
f110-35	35	w		?	U
f110-35	36	BOX		?	U
f110-35	37	s		u	H
f110-35	38	4		?	U
f110-35	39	z		?	U
f110-35	40	S		u|c	M
f110-35	41	v		?	U
f110-35	42	z		?	U
f110-35	43	7		o	H
f110-35	44	m		t	H
f110-35	45	o		i	H
f110-36	1	h		e	H
f110-36	2	4		?	U
f110-36	3	m		t	H
f110-36	4	S		u|c	M
f110-36	5	e		r	H
f110-36	6	t		e	H
f110-36	7	o		i	H
f110-36	8	7		o	H
f110-36	9	n		l	H
f110-36	10	v		?	U
f110-36	11	m		t	H
f110-36	12	z		?	U
f110-36	13	7		o	H
f110-36	14	6		i|n|s	M
f110-36	15	w		?	U
f110-36	16	BOX		?	U
f110-36	17	S		u|c	M
f110-36	18	e		r	H
f110-36	19	h		e	H
f110-36	20	f		c|u	M
f110-36	21	e		r	H
f110-36	22	z		?	U
f110-36	23	z		?	U
f110-36	24	S		u|c	M
f110-36	25	o		i	H
f110-36	26	w		?	U
f110-36	27	z		?	U
f110-36	28	S		u|c	M
f110-36	29	BOX		?	U
f110-36	30	w		?	U
f110-36	31	s		u	H
f110-36	32	n		l	H
f110-36	33	4		?	U
f110-36	34	h		e	H
f110-36	35	e		r	H
f110-36	36	BOX		?	U
f110-36	37	z		?	U
f110-36	38	v		?	U
f110-36	39	S		u|c	M
f110-36	40	f		c|u	M
f110-36	41	n		l	H
f110-36	42	BOX		?	U
f110-36	43	q		u	H
f110-36	44	m		t	H
f110-37	1	o		i	H
f110-37	2	6		i|n|s	M
f110-37	3	z		?	U
f110-37	4	v		?	U
f110-37	5	z		?	U
f110-37	6	o		i	H
f110-37	7	4		?	U
f110-37	8	z		?	U
f110-37	9	q		u	H
f110-37	10	v		?	U
f110-37	11	m		t	H
f110-37	12	w		?	U
f110-37	13	m		t	H
f110-37	14	z		?	U
f110-37	15	n		l	H
f110-37	16	L		r	H
f110-37	17	7		o	H
f110-37	18	z		?	U
f110-37	19	q		u	H
f123r-1	1	4+		m	H
f123r-1	2	n		l	H
f123r-1	3	a		a	H
f123r-1	4	.v.		n	H
f123r-1	5	s		u	H
f123r-1	6	H		o	H
f123r-1	7	U		?	U
f123r-1	8	d		s	H
f123r-1	9	E		i|y	M
f123r-1	10	m		t	H
f123r-1	11	2		?	U
f123r-1	12	14		que	H
f123r-1	13	B		i|y	M
f123r-1	14	t		e	H
f123r-1	15	R		p	H
f123r-1	16	L		r	H
f123r-1	17	s		u	H
f123r-1	18	f		c|u	M
f123r-1	19	7		o	H
f123r-1	20	E		i|y	M
f123r-1	21	ff		n|o	M
f123r-1	22	x		e	H
f123r-1	23	4+		m	H
f123r-1	24	U		?	U
f123r-1	25	2		?	U
f123r-1	26	8		g	H
f123r-1	27	2		?	U
f123r-1	28	8		g	H
f123r-1	29	e		r	H
f123r-2	1	h		e	H
f123r-2	2	Ze		t	H
f123r-2	3	L		r	H
f123r-2	4	7		o	H
f123r-2	5	BOX		?	U
f123r-2	6	U		?	U
f123r-2	7	he		l	H
f123r-2	8	E		i|y	M
f123r-2	9	A		l	H
f123r-2	10	.v.		n	H
f123r-2	11	4+		m	H
f123r-2	12	18		?	U
f123r-2	13	U		?	U
f123r-2	14	d		s	H
f123r-2	15	q		u	H
f123r-2	16	L		r	H
f123r-2	17	4+		m	H
f123r-2	18	ff		n|o	M
f123r-2	19	x		e	H
f123r-2	20	4+		m	H
f123r-2	21	d		s	H
f123r-2	22	f		c|u	M
f123r-2	23	e		r	H
f123r-2	24	U		?	U
f123r-2	25	E		i|y	M
f123r-2	26	7		o	H
f123r-2	27	.v.		n	H
f123r-3	1	w-		d	H
f123r-3	2	T=		m|mm	M
f123r-3	3	H		o	H
f123r-3	4	3		e	H
f123r-3	5	B		i|y	M
f123r-3	6	Ze		t	H
f123r-3	7	A		l	H
f123r-3	8	a		a	H
f123r-3	9	W		?	U
f123r-3	10	g		u	H
f123r-3	11	h		e	H
f123r-3	12	he		l	H
f123r-3	13	U		?	U
f123r-3	14	B		i|y	M
f123r-3	15	B		i|y	M
f123r-3	16	E		i|y	M
f123r-3	17	L		r	H
f123r-3	18	7		o	H
f123r-3	19	4+		m	H
f123r-3	20	t		e	H
f123r-3	21	4+		m	H
f123r-3	22	x		e	H
f123r-3	23	3		e	H
f123r-3	24	.v.		n	H
f123r-3	25	Ze		t	H
f123r-3	26	h		e	H
f123r-3	27	ff		n|o	M
f123r-3	28	a		a	H
f123r-3	29	.v.		n	H
f123r-4	1	E		i|y	M
f123r-4	2	Bi		?	U
f123r-4	3	f		c|u	M
f123r-4	4	n		l	H
f123r-4	5	q		u	H
f123r-4	6	d		s	H
f123r-4	7	z		?	U
f123r-4	8	L		r	H
f123r-4	9	q		u	H
f123r-4	10	.v.		n	H
f123r-4	11	w-		d	H
f123r-4	12	h		e	H
f123r-4	13	14		que	H
f123r-4	14	E		i|y	M
f123r-4	15	U		?	U
f123r-4	16	4+		m	H
f123r-4	17	E		i|y	M
f123r-4	18	A		l	H
f123r-4	19	a		a	H
f123r-4	20	s		u	H
f123r-4	21	4+		m	H
f123r-4	22	B		i|y	M
f123r-4	23	4+		m	H
f123r-4	24	x		e	H
f123r-4	25	f		c|u	M
f123r-4	26	e		r	H
f123r-4	27	t		e	H
f123r-4	28	U		?	U
f123r-4	29	.v.		n	H
f123r-4	30	B		i|y	M
f123r-5	1	f		c|u	M
f123r-5	2	7		o	H
f123r-5	3	w-		d	H
f123r-5	4	q		u	H
f123r-5	5	.v.		n	H
f123r-5	6	d		s	H
f123r-5	7	a		a	H
f123r-5	8	B		i|y	M
f123r-5	9	m		t	H
f123r-5	10	1		?	U
f123r-5	11	d		s	H
f123r-5	12	7		o	H
f123r-5	13	L		r	H
f123r-5	14	Ze		t	H
f123r-5	15	E		i|y	M
f123r-5	16	e		r	H
f123r-5	17	n		l	H
f123r-5	18	f		c|u	M
f123r-5	19	4+		m	H
f123r-5	20	H		o	H
f123r-5	21	E		i|y	M
f123r-5	22	a		a	H
f123r-5	23	oo		d	H
f123r-5	24	t		e	H
f123r-5	25	q		u	H
f123r-5	26	7		o	H
f123r-5	27	8		g	H
f123r-5	28	L		r	H
f123r-5	29	m		t	H
f123r-5	30	a		a	H
f123r-6	1	q		u	H
f123r-6	2	.v.		n	H
f123r-6	3	oo		d	H
f123r-6	4	h		e	H
f123r-6	5	star		?	U
f123r-6	6	E		i|y	M
f123r-6	7	.v.		n	H
f123r-6	8	w-		d	H
f123r-6	9	U		?	U
f123r-6	10	x		e	H
f123r-6	11	4+		m	H
f123r-6	12	g		u	H
f123r-6	13	1		?	U
f123r-6	14	A		l	H
f123r-6	15	B		i|y	M
f123r-6	16	d		s	H
f123r-6	17	4+		m	H
f123r-6	18	B		i|y	M
f123r-6	19	h		e	H
f123r-6	20	.v.		n	H
f123r-6	21	d		s	H
f123r-6	22	oo		d	H
f123r-6	23	t		e	H
f123r-6	24	z		?	U
f123r-6	25	s		u	H
f123r-6	26	U		?	U
f123r-6	27	he		l	H
f123r-6	28	d		s	H
f123r-6	29	14		que	H
f123r-6	30	E		i|y	M
f123r-6	31	7		o	H
f123r-6	32	6		i|n|s	M
f123r-6	33	q		u	H
f123r-6	34	BOX		?	U
f123r-7	1	ff		n|o	M
f123r-7	2	f		c|u	M
f123r-7	3	m		t	H
f123r-7	4	Ze		t	H
f123r-7	5	4+		m	H
f123r-7	6	U		?	U
f123r-7	7	E		i|y	M
f123r-7	8	7		o	H
f123r-7	9	s		u	H
f123r-7	10	L		r	H
f123r-7	11	E		i|y	M
f123r-7	12	T=		m|mm	M
f123r-7	13	U		?	U
f123r-7	14	4+		m	H
f123r-7	15	B		i|y	M
f123r-7	16	d		s	H
f123r-7	17	q		u	H
f123r-7	18	1		?	U
f123r-7	19	a		a	H
f123r-7	20	E		i|y	M
f123r-7	21	o		i	H
f123r-7	22	a		a	H
f123r-7	23	E		i|y	M
f123r-7	24	L		r	H
f123r-7	25	U		?	U
f123r-7	26	x		e	H
f123r-7	27	d		s	H
f123r-7	28	q		u	H
f123r-8	1	Ze		t	H
f123r-8	2	o		i	H
f123r-8	3	o		i	H
f123r-8	4	T=		m|mm	M
f123r-8	5	E		i|y	M
f123r-8	6	a		a	H
f123r-8	7	16		?	U
f123r-8	8	2		?	U
f123r-8	9	s		u	H
f123r-8	10	4+		m	H
f123r-8	11	h		e	H
f123r-8	12	L		r	H
f123r-8	13	s		u	H
f123r-8	14	7		o	H
f123r-8	15	.v.		n	H
f123r-8	16	8		g	H
f123r-8	17	a		a	H
f123r-8	18	e		r	H
f123r-8	19	t		e	H
f123r-8	20	14		que	H
f123r-8	21	oo		d	H
f123r-8	22	s		u	H
f123r-8	23	f		c|u	M
f123r-8	24	n		l	H
f123r-8	25	q		u	H
f123r-8	26	d		s	H
f123r-8	27	w-		d	H
f123r-8	28	E		i|y	M
f123r-8	29	H		o	H
f123r-8	30	U		?	U
f123r-8	31	ff		n|o	M
f123r-9	1	T=		m|mm	M
f123r-9	2	E		i|y	M
f123r-9	3	o		i	H
f123r-9	4	h		e	H
f123r-9	5	z		?	U
f123r-9	6	s		u	H
f123r-9	7	B		i|y	M
f123r-9	8	d		s	H
f123r-9	9	q		u	H
f123r-9	10	o		i	H
f123r-9	11	4+		m	H
f123r-9	12	q		u	H
f123r-9	13	E		i|y	M
f123r-9	14	f		c|u	M
f123r-9	15	L		r	H
f123r-9	16	U		?	U
f123r-9	17	R		p	H
f123r-9	18	a		a	H
f123r-9	19	w-		d	H
f123r-9	20	e		r	H
f123r-9	21	7		o	H
f123r-9	22	o		i	H
f123r-9	23	f		c|u	M
f123r-9	24	m		t	H
f123r-9	25	d		s	H
f123r-9	26	ff		n|o	M
f123r-9	27	4		?	U
f123r-9	28	f		c|u	M
f123r-9	29	Ze		t	H
f123r-9	30	a		a	H
f123r-9	31	.v.		n	H
f123r-9	32	E		i|y	M
f123r-9	33	.v.		n	H
f123r-10	1	Ze		t	H
f123r-10	2	4+		m	H
f123r-10	3	o		i	H
f123r-10	4	he		l	H
f123r-10	5	x		e	H
f123r-10	6	h		e	H
f123r-10	7	z		?	U
f123r-10	8	f		c|u	M
f123r-10	9	f		c|u	M
f123r-10	10	d		s	H
f123r-10	11	13		qui	H
f123r-10	12	E		i|y	M
f123r-10	13	L		r	H
f123r-10	14	q		u	H
f123r-10	15	g		u	H
f123r-10	16	a		a	H
f123r-10	17	4+		m	H
f123r-10	18	.v.		n	H
f123r-10	19	a		a	H
f123r-10	20	q		u	H
f123r-10	21	E		i|y	M
f123r-10	22	z		?	U
f123r-10	23	24		nostre	H
f123r-10	24	f		c|u	M
f123r-10	25	q		u	H
f123r-10	26	T=		m|mm	M
f123r-10	27	L		r	H
f123r-10	28	7		o	H
f123r-10	29	f		c|u	M
f123r-10	30	Ze		t	H
f123r-10	31	.v.		n	H
f123r-11	1	q		u	H
f123r-11	2	ff		n|o	M
f123r-11	3	s1		?	U
f123r-11	4	R		p	H
f123r-11	5	q		u	H
f123r-11	6	U		?	U
f123r-11	7	L		r	H
f123r-11	8	A		l	H
f123r-11	9	U		?	U
f123r-11	10	d		s	H
f123r-11	11	f		c|u	M
f123r-11	12	q		u	H
f123r-11	13	e		r	H
f123r-11	14	L		r	H
f123r-11	15	7		o	H
f123r-11	16	a		a	H
f123r-11	17	d		s	H
f123r-11	18	o		i	H
f123r-11	19	h		e	H
f123r-11	20	H		o	H
f123r-11	21	h		e	H
f123r-11	22	E		i|y	M
f123r-11	23	U		?	U
f123r-11	24	o		i	H
f123r-11	25	4+		m	H
f123r-11	26	L		r	H
f123r-11	27	h		e	H
f123r-11	28	h		e	H
f123r-11	29	Ze		t	H
f123r-11	30	c		p	H
f123r-11	31	T=		m|mm	M
f123r-11	32	q		u	H
f123r-11	33	m		t	H
f123r-12	1	E		i|y	M
