line	box	pos	x	y	w	h	code	dist	share	cluster_code	marks
2	f55r_02_019	19	857	263	19	28	tee	3.752	1.00	tee	
2	f55r_02_020	20	872	308	10	15	_	5.444	1.00	_	
2	f55r_02_021	21	886	238	26	61	_	4.347	0.80	_	
2	f55r_02_022	22	915	270	20	16	_	6.788	0.79	_	
2	f55r_02_023	23	936	268	10	14	_	3.263	1.00	_	
2	f55r_02_024	24	944	271	24	28	S7	1.635	1.00	S7	
2	f55r_02_025	25	967	243	25	65	bh	1.755	1.00	bh	
2	f55r_02_026	26	980	273	28	30	g	4.766	1.00	g	~
2	f55r_02_027	27	1017	268	38	46	y	3.617	1.00	y	
2	f55r_02_028	28	1057	269	13	24	_	2.923	1.00	_	o
2	f55r_02_029	29	1064	269	16	24	_	2.182	1.00	_	
2	f55r_02_030	30	1072	249	31	71	bh	1.872	1.00	bh	
2	f55r_02_031	31	1100	271	32	19	]	3.527	1.00	]	o
2	f55r_02_032	32	1131	268	28	26	lam	2.613	1.00	lam	5
2	f55r_02_033	33	1175	254	36	46	phi	2.578	1.00	phi	
2	f55r_02_034	34	1214	271	18	20	a	4.452	1.00	a	7
3	f55r_03_001	1	164	357	56	49	_	5.636	0.63	nt	
3	f55r_03_002	2	221	336	74	44	_	3.393	1.00	_	
3	f55r_03_003	3	304	355	39	22	m	3.563	1.00	m	1
3	f55r_03_004	4	346	359	58	18	w	1.989	1.00	w	
3	f55r_03_005	5	412	356	33	18	]	2.699	1.00	]	o
3	f55r_03_006	6	446	350	24	27	lam	2.121	1.00	lam	5
3	f55r_03_007	7	480	344	33	34	H	4.968	1.00	H	1|5
3	f55r_03_008	8	523	336	39	54	e	3.620	1.00	e	
3	f55r_03_009	9	561	333	46	43	wd	4.574	1.00	wd	
3	f55r_03_010	10	588	352	41	53	y	3.533	1.00	y	
3	f55r_03_011	11	641	318	35	57	L	3.698	1.00	L	
3	f55r_03_012	12	684	354	30	20	w	4.795	1.00	w	
3	f55r_03_013	13	717	348	20	30	tee	3.122	1.00	tee	
3	f55r_03_014	14	742	353	23	23	o.	3.037	1.00	o.	
3	f55r_03_015	15	766	354	42	35	nt	4.184	1.00	nt	
3	f55r_03_016	16	809	327	26	64	bh	2.259	1.00	bh	
3	f55r_03_017	17	832	353	31	21	]	4.046	1.00	]	o
3	f55r_03_018	18	875	334	42	56	e	4.359	1.00	e	
3	f55r_03_019	19	917	319	49	56	_	2.514	1.00	_	
3	f55r_03_020	20	966	326	45	79	phi	3.501	1.00	phi	
3	f55r_03_021	21	1002	345	37	50	y	4.214	0.61	y	
3	f55r_03_022	22	1040	348	42	38	nt	4.480	1.00	_	
3	f55r_03_023	23	1085	349	21	24	_	2.106	1.00	_	
3	f55r_03_024	24	1115	317	22	56	_	3.554	1.00	_	
3	f55r_03_025	25	1128	353	28	33	g	3.644	1.00	g	~
3	f55r_03_026	26	1170	353	16	26	g	3.949	1.00	g	1
3	f55r_03_027	27	1198	325	50	68	g	6.145	0.60	_	
4	f55r_04_001	1	169	415	52	47	_	3.827	1.00	_	
4	f55r_04_002	2	221	419	46	51	S4	3.290	1.00	S4	
4	f55r_04_003	3	275	422	38	38	dl	2.175	1.00	dl	
4	f55r_04_004	4	307	413	37	46	y	3.794	1.00	y	
4	f55r_04_005	5	355	436	53	41	w	4.743	0.83	w	
4	f55r_04_006	6	409	412	52	49	_	3.088	0.85	_	
4	f55r_04_007	7	471	435	68	25	_	4.786	1.00	_	
4	f55r_04_008	8	541	440	16	16	_	2.821	1.00	_	
4	f55r_04_009	9	575	437	19	34	eps	4.943	1.00	g	
4	f55r_04_010	10	591	430	23	30	+	4.127	1.00	+	
4	f55r_04_011	11	623	408	40	52	y	3.753	1.00	y	
4	f55r_04_012	12	662	439	22	56	y	5.494	0.40	_	
4	f55r_04_013	13	679	434	53	56	_	6.214	0.80	_	
4	f55r_04_014	14	751	438	17	22	a	5.804	1.00	a	dot
4	f55r_04_015	15	772	413	38	45	_	3.285	1.00	_	
4	f55r_04_016	16	806	439	16	20	_	3.793	1.00	_	
4	f55r_04_017	17	836	414	45	67	_	6.124	0.42	_	
4	f55r_04_018	18	888	411	43	59	_	2.163	1.00	_	
4	f55r_04_019	19	913	425	60	58	_	4.908	1.00	_	
4	f55r_04_020	20	967	429	27	25	N	4.318	1.00	N	
4	f55r_04_021	21	1009	408	44	47	_	3.354	0.82	wd	
4	f55r_04_022	22	1044	403	28	51	_	2.305	1.00	_	
4	f55r_04_023	23	1059	432	46	21	_	5.494	0.60	_	
4	f55r_04_024	24	1107	406	72	49	_	4.052	0.82	_	
4	f55r_04_025	25	1169	432	43	27	_	3.945	1.00	_	
4	f55r_04_026	26	1209	439	38	31	_	5.223	0.43	_	
5	f55r_05_001	1	153	507	44	56	y	2.867	1.00	y	
5	f55r_05_002	2	195	516	13	17	_	6.666	1.00	_	
5	f55r_05_003	3	228	515	30	22	N	3.851	0.44	N	
5	f55r_05_004	4	285	515	12	24	_	3.159	1.00	_	
5	f55r_05_005	5	325	488	102	64	_	5.780	1.00	_	1
5	f55r_05_006	6	428	512	12	23	S	3.225	1.00	S	dot
5	f55r_05_007	7	443	514	40	22	_	4.721	0.79	_	
5	f55r_05_008	8	494	481	86	84	_	5.234	1.00	_	
5	f55r_05_009	9	599	518	28	19	_	4.272	0.83	_	
5	f55r_05_010	10	627	477	25	33	lam	2.445	0.83	S7	
5	f55r_05_011	11	651	515	16	28	S	4.029	1.00	S	
5	f55r_05_012	12	698	482	49	60	_	5.177	0.63	_	
5	f55r_05_013	13	739	500	49	65	phi	4.205	1.00	_	
5	f55r_05_014	14	795	516	20	21	a	4.687	1.00	a	7
5	f55r_05_015	15	813	518	29	35	g	2.381	1.00	g	7
5	f55r_05_016	16	855	517	18	20	a	4.557	1.00	a	1
5	f55r_05_017	17	878	518	23	22	S7	2.996	1.00	S7	
5	f55r_05_018	18	903	519	46	44	_	8.806	0.61	_	dot|+
5	f55r_05_019	19	958	508	36	74	_	5.766	1.00	_	
5	f55r_05_020	20	997	518	26	28	S7	1.635	1.00	S7	
5	f55r_05_021	21	1026	513	18	28	S	3.854	1.00	S	
5	f55r_05_022	22	1046	521	62	48	w	4.631	1.00	w	
5	f55r_05_023	23	1113	514	23	24	_	1.912	1.00	_	
5	f55r_05_024	24	1139	512	44	20	rz	2.777	1.00	rz	
5	f55r_05_025	25	1184	513	31	27	lam	2.351	1.00	lam	5
6	f55r_06_001	1	170	563	37	55	Z	5.962	0.61	Z	
6	f55r_06_002	2	199	594	29	41	psi	3.138	1.00	psi	
6	f55r_06_003	3	231	589	26	29	lam	2.010	1.00	lam	5
6	f55r_06_004	4	279	594	17	29	eps	3.765	1.00	eps	5
6	f55r_06_005	5	298	595	55	48	nt	4.562	1.00	nt	
6	f55r_06_006	6	357	591	23	25	[	4.564	1.00	[	
6	f55r_06_007	7	382	592	48	22	rz	2.157	1.00	rz	
6	f55r_06_008	8	421	600	29	34	g	2.124	1.00	g	~
6	f55r_06_009	9	470	576	49	46	Z	4.166	1.00	Z	
6	f55r_06_010	10	524	596	31	20	]	3.726	1.00	]	o
6	f55r_06_011	11	559	599	25	25	S7	2.245	1.00	S7	
6	f55r_06_012	12	588	598	45	30	e	3.455	1.00	e	#
6	f55r_06_013	13	650	597	20	27	eps	4.686	1.00	eps	5
6	f55r_06_014	14	670	601	24	24	_	1.143	1.00	_	
6	f55r_06_015	15	699	595	26	26	lam	1.836	1.00	lam	
6	f55r_06_016	16	720	562	12	27	S	5.247	0.62	S	
6	f55r_06_017	17	728	566	28	55	_	2.444	1.00	_	
6	f55r_06_018	18	751	592	46	24	rz	3.234	1.00	rz	
6	f55r_06_019	19	805	595	31	20	]	3.980	1.00	]	ot
6	f55r_06_020	20	843	599	33	35	g	3.188	0.78	g	
6	f55r_06_021	21	869	565	42	74	g	2.674	1.00	g	7
6	f55r_06_022	22	908	594	37	19	]	3.036	1.00	]	o
6	f55r_06_023	23	950	591	25	26	lam	2.213	1.00	lam	
6	f55r_06_024	24	979	565	28	69	bh	1.612	1.00	bh	
6	f55r_06_025	25	1005	601	26	26	S7	2.745	1.00	S7	#
6	f55r_06_026	26	1045	581	36	44	Lx	5.230	0.60	f	
6	f55r_06_027	27	1089	585	43	33	dl	2.878	1.00	dl	
6	f55r_06_028	28	1127	582	48	45	y	3.741	0.61	y	
6	f55r_06_029	29	1162	573	78	53	_	4.843	1.00	_	
6	f55r_06_030	30	1231	611	20	21	_	3.791	0.80	lam	
7	f55r_07_001	1	168	657	84	51	_	3.449	1.00	_	
7	f55r_07_002	2	247	682	14	21	_	3.719	1.00	_	
7	f55r_07_003	3	289	681	13	27	S	4.759	1.00	S	
7	f55r_07_004	4	328	681	17	25	S	4.999	1.00	S	#
7	f55r_07_005	5	373	660	43	49	ch	3.738	1.00	ch	
7	f55r_07_006	6	424	686	36	35	e	2.457	1.00	e	
7	f55r_07_007	7	443	659	101	73	_	5.763	1.00	_	
7	f55r_07_008	8	548	670	46	69	_	4.859	0.80	_	
7	f55r_07_009	9	601	666	43	42	dl	3.488	1.00	dl	
7	f55r_07_010	10	630	684	48	42	L	5.395	0.41	w	
7	f55r_07_011	11	686	688	46	30	nt	3.570	1.00	nt	
7	f55r_07_012	12	736	692	26	29	S7	2.372	1.00	S7	+
7	f55r_07_013	13	773	655	23	79	bh	2.081	1.00	bh	
7	f55r_07_014	14	802	687	55	38	nt	2.096	1.00	nt	
7	f55r_07_015	15	844	687	42	46	y	2.368	1.00	y	
7	f55r_07_016	16	876	650	40	81	g	2.795	1.00	g	
7	f55r_07_017	17	908	657	26	76	bh	1.485	1.00	bh	
7	f55r_07_018	18	932	690	29	29	S7	3.759	1.00	S7	
7	f55r_07_019	19	952	660	35	64	_	3.766	0.82	_	
7	f55r_07_020	20	983	687	25	33	g	2.190	1.00	g	1
7	f55r_07_021	21	1012	690	51	41	w	3.788	1.00	w	
7	f55r_07_022	22	1059	686	30	39	g	4.791	0.41	y	
7	f55r_07_023	23	1104	653	21	61	_	3.213	1.00	_	
7	f55r_07_024	24	1124	690	23	25	S7	2.305	1.00	S7	
7	f55r_07_025	25	1159	685	35	20	]	4.201	1.00	]	o
7	f55r_07_026	26	1200	680	41	26	]	4.218	0.77	]	?
8	f55r_08_001	1	170	740	43	43	Z	3.796	1.00	Z	
8	f55r_08_002	2	213	724	37	60	_	4.139	1.00	_	
8	f55r_08_003	3	246	736	27	70	bh	1.645	1.00	bh	
8	f55r_08_004	4	279	762	28	26	sq	4.362	0.63	sq	o
8	f55r_08_005	5	308	771	51	15	w	3.788	1.00	w	#
8	f55r_08_006	6	368	760	43	21	rz	3.379	1.00	rz	
8	f55r_08_007	7	412	760	28	27	lam	1.771	1.00	lam	
8	f55r_08_008	8	434	767	31	37	g	2.512	1.00	g	1|~
8	f55r_08_009	9	489	763	37	20	]	3.084	1.00	]	
8	f55r_08_010	10	520	761	35	42	y	3.268	1.00	y	ot
8	f55r_08_011	11	550	753	30	34	lam	2.197	1.00	lam	
8	f55r_08_012	12	580	758	30	29	lam	1.625	1.00	lam	
8	f55r_08_013	13	605	728	48	88	g	4.874	1.00	g	
8	f55r_08_014	14	640	742	28	67	bh	1.702	1.00	bh	
8	f55r_08_015	15	659	750	48	59	phi	3.195	0.82	phi	
8	f55r_08_016	16	709	743	40	57	e	4.288	1.00	e	
8	f55r_08_017	17	734	739	45	74	g	2.391	1.00	g	
8	f55r_08_018	18	771	746	22	65	bh	2.694	1.00	bh	
8	f55r_08_019	19	790	760	30	27	[	4.561	1.00	[	
8	f55r_08_020	20	840	761	23	24	_	2.154	1.00	_	
8	f55r_08_021	21	864	764	17	20	_	4.762	0.63	_	
8	f55r_08_022	22	886	766	35	18	m	4.744	1.00	m	~
8	f55r_08_023	23	925	773	56	15	w	1.660	1.00	w	
8	f55r_08_024	24	983	766	38	19	m	3.343	1.00	m	~
8	f55r_08_025	25	1024	761	29	28	lam	2.189	1.00	lam	
8	f55r_08_026	26	1051	746	31	66	bh	1.921	1.00	bh	7
8	f55r_08_027	27	1076	750	35	56	phi	2.145	1.00	phi	
8	f55r_08_028	28	1097	766	35	41	y	4.343	1.00	y	
8	f55r_08_029	29	1133	765	18	35	g	4.449	1.00	g	
8	f55r_08_030	30	1155	755	40	38	Z	4.200	1.00	Z	
8	f55r_08_031	31	1186	774	23	32	g	3.132	1.00	g	
8	f55r_08_032	32	1205	757	34	15	Z	3.877	1.00	Z	
9	f55r_09_001	1	165	848	36	20	m	4.236	1.00	m	~
9	f55r_09_002	2	204	853	48	14	w	0.921	1.00	w	
9	f55r_09_003	3	244	847	41	50	y	2.682	1.00	y	
9	f55r_09_004	4	290	846	18	20	a	5.211	1.00	a	7
9	f55r_09_005	5	315	845	17	49	_	5.946	1.00	_	5
9	f55r_09_006	6	335	832	50	78	_	5.890	1.00	_	
9	f55r_09_007	7	376	822	36	48	L	3.248	0.81	L	
9	f55r_09_008	8	419	850	31	18	w	3.612	1.00	w	
9	f55r_09_009	9	454	845	18	27	tee	3.609	1.00	tee	
9	f55r_09_010	10	478	846	22	24	_	2.410	1.00	_	
9	f55r_09_011	11	501	847	43	37	nt	3.225	1.00	nt	
9	f55r_09_012	12	542	822	27	71	bh	1.460	1.00	bh	
9	f55r_09_013	13	572	850	34	19	]	3.603	1.00	]	ot
9	f55r_09_014	14	619	849	50	33	nt	3.570	1.00	nt	
9	f55r_09_015	15	673	854	24	20	_	4.368	1.00	_	
9	f55r_09_016	16	703	845	30	45	H	5.991	0.60	H	
9	f55r_09_017	17	731	856	57	15	w	1.818	1.00	w	
9	f55r_09_018	18	791	852	27	25	o.	5.209	1.00	o.	
9	f55r_09_019	19	819	858	26	24	S7	3.285	1.00	S7	
9	f55r_09_020	20	851	853	20	28	eps	4.582	1.00	eps	7
9	f55r_09_021	21	873	856	36	19	m	2.797	1.00	m	~
9	f55r_09_022	22	925	848	53	22	rz	2.504	1.00	rz	
9	f55r_09_023	23	983	847	22	29	tee	4.569	0.81	tee	
9	f55r_09_024	24	1016	852	19	21	a	4.452	1.00	a	1
9	f55r_09_025	25	1037	819	51	58	_	5.462	1.00	_	
9	f55r_09_026	26	1087	829	22	65	bh	2.080	1.00	bh	
9	f55r_09_027	27	1104	860	25	37	g	2.576	1.00	g	
9	f55r_09_028	28	1117	839	32	16	Z	3.877	1.00	Z	
9	f55r_09_029	29	1149	836	43	52	phi	2.355	1.00	phi	
9	f55r_09_030	30	1188	858	31	25	[	5.391	0.41	sq	
10	f55r_10_001	1	170	897	25	54	y	5.808	0.40	_	
10	f55r_10_002	2	195	932	30	18	w	3.258	1.00	w	
10	f55r_10_003	3	230	923	17	29	tee	2.977	1.00	tee	
10	f55r_10_004	4	253	929	22	25	o.	3.610	1.00	o.	
10	f55r_10_005	5	275	901	21	72	bh	1.663	1.00	bh	
10	f55r_10_006	6	286	931	28	41	g	2.604	1.00	g	~
10	f55r_10_007	7	339	917	42	38	H	3.483	1.00	H	
10	f55r_10_008	8	392	900	38	51	L	4.563	1.00	L	
10	f55r_10_009	9	430	927	48	44	Lx	4.222	0.42	_	
10	f55r_10_010	10	481	929	23	23	o.	4.403	0.82	o.	
10	f55r_10_011	11	520	929	22	21	a	5.405	1.00	a	1
10	f55r_10_012	12	544	927	22	28	o.	4.413	1.00	o.	
10	f55r_10_013	13	580	907	40	56	e	4.330	1.00	e	
10	f55r_10_014	14	614	928	44	32	nt	4.325	1.00	nt	
10	f55r_10_015	15	660	933	23	23	S7	2.712	1.00	S7	
10	f55r_10_016	16	752	899	23	30	lam	5.764	0.38	lam	dot
10	f55r_10_017	17	777	893	122	63	_	6.794	1.00	_	dot
10	f55r_10_018	18	895	926	15	27	eps	3.517	1.00	eps	5
10	f55r_10_019	19	916	924	21	27	tee	4.046	1.00	tee	
10	f55r_10_020	20	955	925	26	26	sq	6.614	0.60	sq	?
10	f55r_10_021	21	986	932	33	18	]	3.365	1.00	]	ot
10	f55r_10_022	22	1035	915	39	48	y	2.813	0.34	Lx	
10	f55r_10_023	23	1081	914	44	38	dl	4.096	1.00	dl	
10	f55r_10_024	24	1139	905	32	55	p	3.927	1.00	p	
10	f55r_10_025	25	1174	930	33	32	H	4.805	0.40	H	
10	f55r_10_026	26	1200	940	17	20	_	4.025	0.63	_	
10	f55r_10_027	27	1221	933	11	19	_	3.023	1.00	_	1|dot
11	f55r_11_001	1	167	979	17	51	_	5.879	1.00	_	
11	f55r_11_002	2	186	1008	6	22	_	3.107	1.00	_	dot
11	f55r_11_003	3	197	1009	10	26	S	4.554	1.00	S	
11	f55r_11_004	4	202	1005	109	59	_	4.827	1.00	_	
11	f55r_11_005	5	307	1008	41	19	_	4.831	0.44	m	
11	f55r_11_006	6	355	1004	65	61	_	5.672	0.81	_	
11	f55r_11_007	7	441	990	36	51	_	5.095	1.00	_	
11	f55r_11_008	8	478	1002	24	23	_	3.235	1.00	_	
11	f55r_11_009	9	510	993	41	55	phi	3.595	1.00	phi	
11	f55r_11_010	10	550	1010	28	27	S7	1.631	1.00	S7	#
11	f55r_11_011	11	592	976	40	55	_	4.083	1.00	_	
11	f55r_11_012	12	631	989	33	58	f	2.654	1.00	f	
11	f55r_11_013	13	659	1015	51	38	w	4.099	1.00	w	
11	f55r_11_014	14	771	1043	11	21	_	3.511	1.00	_	
11	f55r_11_015	15	801	1010	39	18	m	4.674	1.00	m	
11	f55r_11_016	16	841	1004	20	30	_	6.950	0.60	g	
11	f55r_11_017	17	856	1012	32	33	_	12.497	0.60	_	
11	f55r_11_018	18	891	1006	48	21	rz	2.269	1.00	rz	
11	f55r_11_019	19	948	999	42	39	H	2.903	1.00	H	1
11	f55r_11_020	20	1002	1007	43	31	e	3.482	1.00	e	dot|+
11	f55r_11_021	21	1049	980	35	47	L	4.041	1.00	L	
11	f55r_11_022	22	1093	1009	28	18	w	3.258	1.00	w	
11	f55r_11_023	23	1125	1002	18	28	tee	3.571	1.00	tee	
11	f55r_11_024	24	1146	1009	21	24	_	2.226	1.00	_	
11	f55r_11_025	25	1169	1009	46	39	nt	3.225	1.00	nt	
12	f55r_12_001	1	164	1069	46	42	Z	3.715	1.00	Z	dot
12	f55r_12_002	2	203	1075	32	55	phi	3.212	0.82	phi	
12	f55r_12_003	3	227	1063	55	93	_	5.806	1.00	_	
12	f55r_12_004	4	288	1066	42	41	dl	2.943	1.00	dl	
12	f55r_12_005	5	329	1082	22	40	eps	4.967	1.00	eps	
12	f55r_12_006	6	345	1078	32	70	_	4.924	0.81	_	
12	f55r_12_007	7	382	1087	35	58	_	6.689	1.00	_	
12	f55r_12_008	8	412	1063	75	46	_	4.336	1.00	_	dot
12	f55r_12_009	9	478	1084	51	67	_	6.130	0.60	_	
12	f55r_12_010	10	524	1089	31	22	_	6.199	0.59	_	
12	f55r_12_011	11	583	1090	17	21	a	4.148	1.00	a	
12	f55r_12_012	12	604	1057	33	55	p	4.454	0.60	_	
12	f55r_12_013	13	632	1084	44	30	#	5.657	0.61	#	dot
12	f55r_12_014	14	698	1088	22	64	_	5.309	1.00	_	
12	f55r_12_015	15	719	1092	15	16	_	3.576	1.00	_	
12	f55r_12_016	16	739	1086	11	21	_	5.234	0.79	_	?
12	f55r_12_017	17	751	1086	46	23	_	5.849	1.00	_	
12	f55r_12_018	18	794	1064	22	46	_	4.806	1.00	_	dot
12	f55r_12_019	19	812	1092	25	19	_	5.201	1.00	_	
12	f55r_12_020	20	837	1092	21	28	g	6.179	0.60	g	dot
12	f55r_12_021	21	882	1057	26	57	_	2.009	1.00	_	
12	f55r_12_022	22	901	1090	16	23	tee	4.652	1.00	tee	
12	f55r_12_023	23	918	1073	19	39	_	2.483	1.00	_	
12	f55r_12_024	24	929	1082	34	31	tee	7.694	0.40	Z	dot
12	f55r_12_025	25	972	1098	16	17	_	6.014	1.00	_	
12	f55r_12_026	26	987	1065	25	52	_	2.520	1.00	_	
12	f55r_12_027	27	1004	1093	39	26	Lx	4.900	0.41	_	
12	f55r_12_028	28	1042	1092	28	28	N	4.526	1.00	N	
12	f55r_12_029	29	1084	1094	14	30	eps	5.458	1.00	eps	
12	f55r_12_030	30	1101	1088	21	29	+	4.127	0.82	+	
12	f55r_12_031	31	1122	1088	29	60	p	2.199	1.00	p	
12	f55r_12_032	32	1154	1095	39	23	m	4.671	0.81	m	
12	f55r_12_033	33	1196	1099	12	20	_	4.239	1.00	_	
12	f55r_12_034	34	1207	1099	15	20	_	3.936	1.00	_	
12	f55r_12_035	35	1218	1075	22	64	bh	3.250	1.00	bh	
13	f55r_13_001	1	162	1173	31	31	e	5.424	0.58	e	#
13	f55r_13_002	2	187	1164	20	40	eps	6.123	0.61	g	
13	f55r_13_003	3	214	1164	21	26	lam	2.391	1.00	lam	
13	f55r_13_004	4	237	1172	54	17	w	2.535	1.00	w	
13	f55r_13_005	5	300	1169	19	23	eps	4.553	1.00	eps	5
13	f55r_13_006	6	335	1157	35	34	H	3.684	1.00	H	
13	f55r_13_007	7	382	1165	19	28	eps	3.802	1.00	eps	
13	f55r_13_008	8	408	1174	50	15	w	1.699	1.00	w	
13	f55r_13_009	9	459	1165	26	28	lam	2.670	1.00	lam	
13	f55r_13_010	10	494	1143	30	44	L	2.160	0.82	L	7
13	f55r_13_011	11	536	1170	20	26	eps	4.319	1.00	eps	5
13	f55r_13_012	12	563	1168	19	27	tee	5.557	0.60	tee	
13	f55r_13_013	13	576	1133	18	27	g	5.734	0.40	g	
13	f55r_13_014	14	598	1162	40	35	H	3.493	1.00	H	1|o
13	f55r_13_015	15	646	1164	20	32	tee	3.122	1.00	tee	
13	f55r_13_016	16	667	1142	22	73	bh	1.670	1.00	bh	
13	f55r_13_017	17	695	1160	27	43	K	3.535	1.00	K	
13	f55r_13_018	18	725	1168	43	23	v	5.392	1.00	v	#|1
13	f55r_13_019	19	775	1177	35	19	m	3.291	1.00	m	1
13	f55r_13_020	20	812	1183	48	14	w	0.921	1.00	w	
13	f55r_13_021	21	866	1177	34	18	]	3.095	1.00	]	o
13	f55r_13_022	22	908	1156	46	50	Z	3.978	1.00	Z	
13	f55r_13_023	23	947	1179	39	17	m	4.156	1.00	m	~
13	f55r_13_024	24	990	1180	24	21	_	2.003	1.00	_	
13	f55r_13_025	25	1003	1145	38	77	g	2.795	1.00	g	
13	f55r_13_026	26	1040	1177	22	22	o.	3.282	1.00	o.	
13	f55r_13_027	27	1064	1182	21	23	S7	3.376	1.00	S7	
13	f55r_13_028	28	1082	1178	36	44	y	3.984	1.00	y	
13	f55r_13_029	29	1119	1176	17	26	tee	3.571	1.00	tee	
13	f55r_13_030	30	1134	1167	33	45	f	4.455	1.00	f	
13	f55r_13_031	31	1153	1183	29	36	g	3.558	0.61	y	
13	f55r_13_032	32	1175	1158	16	21	S	5.290	1.00	S	
13	f55r_13_033	33	1193	1160	37	44	y	4.872	0.59	_	
14	f55r_14_001	1	158	1256	44	34	nt	4.753	1.00	nt	
14	f55r_14_002	2	211	1249	33	32	H	2.954	1.00	H	1|o
14	f55r_14_003	3	250	1257	22	25	o.	3.003	1.00	o.	
14	f55r_14_004	4	273	1261	24	29	S7	1.979	1.00	S7	
14	f55r_14_005	5	308	1255	32	25	U	4.982	0.62	_	ot
14	f55r_14_006	6	335	1256	31	50	psi	3.152	1.00	psi	
14	f55r_14_007	7	367	1251	22	28	lam	2.161	1.00	lam	
14	f55r_14_008	8	390	1236	45	46	S4	3.180	1.00	S4	5
14	f55r_14_009	9	430	1237	42	65	phi	3.155	1.00	phi	
14	f55r_14_010	10	464	1236	50	47	S4	3.062	1.00	S4	
14	f55r_14_011	11	536	1244	21	41	S	3.675	0.83	S	
14	f55r_14_012	12	551	1258	17	55	_	5.010	1.00	_	
14	f55r_14_013	13	566	1248	36	47	y	4.646	0.36	y	
14	f55r_14_014	14	598	1252	28	27	N	3.392	1.00	N	
14	f55r_14_015	15	633	1255	52	21	_	4.583	1.00	_	
14	f55r_14_016	16	684	1224	29	54	_	2.500	1.00	_	
14	f55r_14_017	17	728	1232	46	49	_	5.437	1.00	_	
14	f55r_14_018	18	776	1228	36	54	_	3.111	1.00	_	
14	f55r_14_019	19	806	1257	32	25	_	3.428	1.00	_	
14	f55r_14_020	20	832	1252	28	31	N	2.935	1.00	N	
14	f55r_14_021	21	869	1258	49	49	w	4.223	0.82	w	
14	f55r_14_022	22	919	1258	43	33	nt	3.590	0.82	nt	
14	f55r_14_023	23	962	1257	49	21	rz	2.862	1.00	rz	
14	f55r_14_024	24	1000	1263	34	33	g	2.362	1.00	g	~
