line	tomo	inv_no	shelfmark	date	place	sender	recipient	class	index_wording	key_route
73669	A	4880	A-34, f.31.	1525.01.07	Venecia	Alonso Sánchez	Carlos V	P	cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
73681	A	4881	A-34, f.33.	1525.01.07	Venecia	Alonso Sánchez	Carlos V	D	cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
73701	A	4882	A-34, f.35.	1525.01.07	Venecia	Alonso Sánchez		D	Texto descifrado de las dos cartas anteriores (4880 y 4881), de Alonso Sánchez, embajador de	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
73714	A	4883	A-34, f.37 a 39.	1525.01.11	Venecia	Alonso Sánchez	Carlos V	P	Original, con algunos párrafos en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
73742	A	4885	A-34, f.45.	1525.01.11	Venecia	Alonso Sánchez		D	Texto descifrado de los párrafos en cifra de las dos cartas anteriores (4883 y 4884), del	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
73755	A	4886	A-34, f.47 a 50. V	1525.01.15	Génova	Lope de Soria	Carlos V	P	Original, con algunos párrafos en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
73794	A	4888	A-34, f.53 a 55.	1525.01.23	Venecia	Alonso Sánchez	Carlos V	P	Original, con algunos párrafos en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
73824	A	4890	A-34, f.61.	1525.01.23	Venecia	Alonso Sánchez		D	Texto descifrado de los párrafos en cifra de las dos cartas anteriores (4888 y 4889), del	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
74041	A	4902	A-34, f.91 a 93.	1525.01.30	Venecia	Alonso Sánchez	Carlos V	D	Original, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
74054	A	4903	A-34, f.95 y 96.	1525.01.30	Venecia	Marino Caracciolo	Carlos V	D	Texto descifrado de la carta anterior (4902), del protonotario Marino Caracciolo y de Alonso	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
74099	A	4906	A-34, f.101 a 103.	1525.02.02	Génova	Lope de Soria	Carlos V	P	Original, con algunas frases en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
74204	A	4914	A-34, f.118 a 123.	1525.02.13	Génova	Lope de Soria	Carlos V	D	Original, con algunos párrafos en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
74221	A	4915	A-34, f.125.	1525.02.13	Génova	Lope de Soria	Carlos V	D	Texto descifrado de los párrafos en cifra de la carta anterior(4914), de Lope de Soria, embajador	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
74327	A	4923	A-34, f.135 a 137.	1525.02.21	Venecia	Alonso Sánchez	Carlos V	P	Original, en gran parte en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
74361	A	4925	A-34, f.143 y 144.	1525.02.21	Venecia	Alonso Sánchez		D	Texto descifrado de los párrafos en cifra de las dos cartas anteriores (4923 y 4924), del	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
74374	A	4926	A-34, f.145.	1525.02.21	Venecia	Alonso Sánchez	Carlos V	P	Original, con algunas frases en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
74404	A	4928	A-34, f.149.	1525.02.21	Venecia			D	Texto descifrado de las frases en cifra de las dos cartas anteriores (4926 y 4927), de Alonso	none known
74416	A	4929	A-34, f.150 a 156.	1525.02.24	Roma	Duke of Sessa (Luis Fernández)	Carlos V	P	Original, con algunas frases en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
74449	A	4931	A-34, f.160 a 163.	1525.02.25	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Texto descifrado de los párrafos en cifra de la carta anterior (4930), de Luis Fernández de	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
74521	A	4936	A-34, f.172 a 174.	1525.02.25	Génova	Lope de Soria	Carlos V	P	Original, con algunas frases en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
74600	A	4940	A-34, f.189 y 190.	1525.03.02	Génova	Lope de Soria	Carlos V	P	Original, con algunos párrafos en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
74617	A	4941	A-34, f.194.	1525.03.10	Roma	Duke of Sessa (Luis Fernández)	Carlos V	P	Original, con algunos párrafos en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
74634	A	4942	A-34, f.196.	1525.03.10	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Texto descifrado de los párrafos en cifra de la carta anterior (4941), de Luis Fernández de	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
74651	A	4943	A-34, f.198.	1525.03.16	Venecia	Alonso Sánchez	Carlos V	P	Original, en su mayor parte en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
74666	A	4944	A-34, f.200.	1525.03.16	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de los párrafos en cifra de la carta anterior (4943), del protonotario Marino	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
74688	A	4945	A-34, f.202 y 203.	1525.03.24	Venecia	Alonso Sánchez	Carlos V	P	dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
74702	A	4946	A-34, f.205 y 206.	1525.03.29	Venecia	Alonso Sánchez	Carlos V	P	Original, con algunas frases en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
74716	A	4947	A-34, f.208.	1525.03.29	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de los párrafos en cifra de la carta anterior (4946), del protonotario Marino	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
74767	A	4950	A-34, f.214 a 216.	1525.04.04	Venecia	Alonso Sánchez	Carlos V	D	Original, con algunas frases en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
74785	A	4951	A-34, f.218.	1525.04.04	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de las frases en cifra de la carta anterior (4950), de Alonso Sánchez, embajador	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
74797	A	4952	A-34, f.220 a 224.	1525.04.05	Génova	Lope de Soria	Carlos V	P	Original, con algunas frases en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
74812	A	4953	A-34, f.226.	1525.04.05	Génova	Lope de Soria	Carlos V	D	Texto descifrado de las frases en cifra de la carta anterior (4952), de Lope de Soria, embajador de	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
74840	A	4955	A-34, f.229 y 230.	1525.04.18	Venecia	Alonso Sánchez	Carlos V	P	Original, con algunas frases en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
74858	A	4956	A-34, f.233.	1525.04.18	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de las frases en cifra de la carta anterior (4955), de Alonso Sánchez, embajador	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
74889	A	4958	A-34, f.239 a 241.	1525.04.23	Venecia	Alonso Sánchez		P	Copia manuscrita en letra de la época, con algunos párrafos en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
74907	A	4959	A-34, f.241 y 242.	1525.04.29	Venecia	Alonso Sánchez		P	Copia manuscrita en la misma letra que la anterior, con algunas frases en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
74920	A	4960	A-34, f.242 v. a 244.	1525.04.30	Venecia	Alonso Sánchez		P	Copia manuscrita en la misma letra que las anteriores, casi toda en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
74932	A	4961	A-34, f.245 y 246.	1525.05.02	Venecia	Alonso Sánchez		D	Copia manuscrita en la misma letra que las anteriores, con frases en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
74952	A	4962	A-34, f.247 a 249.			Charles de Lannoy		D	Texto descifrado de los párrafos en cifra de las cuatro cartas anteriores (4958 a 4961), de Alonso	Ko.5 (Kolosova)
75001	A	4966	A-34, f.257 y 258.	1525.04.27	Génova	Lope de Soria	Carlos V	P	Original, con un párrafo en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
75122	A	4973	A-34, f.271.	1525.05.04	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Original, en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
75135	A	4974	A-34, f.272.	1525.05.04	Roma	Duke of Sessa (Luis Fernández)		D	Texto descifrado de la carta anterior (4974), de Luis Fernández de Córdoba, duque de Sesa, a	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
75147	A	4975	A-34, f.274.	1525.05.06	Venecia	Alonso Sánchez		D	Copia manuscrita en letra de la época, rota, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
75160	A	4976	A-34, f.276.	1525.05.06	Venecia	Alonso Sánchez		D	Texto descifrado de la carta anterior (4975), de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
75190	A	4978	A-34, f.280.	1525.05.07	Pizzighettone	Abbot of Nájera (Fernando Marín)	Carlos V	P	Original, con un párrafo en cifra.	Ko.3 (Kolosova)
75208	A	4979	A-34, f.282.	1525.05.07	Pizzighettone	Abbot of Nájera (Fernando Marín)	Carlos V	D	Texto descifrado del párrafo en cifra de la carta anterior (4978), de Fernando Marín, abad de	Ko.3 (Kolosova)
75224	A	4980	A-34, f.283 y 284.	1525.05.12	Génova	Lope de Soria	Carlos V	P	Original, con un párrafo en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
75239	A	4981	A-34, f.285.	1525.05.12	Génova	Lope de Soria	Carlos V	D	Texto descifrado del párrafo en cifra de la carta anterior (4980), de Lope de Soria, embajador de	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
75255	A	4982	A-34, f.287.	1525.05.12	Pizzighettone	Abbot of Nájera (Fernando Marín)	Carlos V	P	Autógrafa, con algunas frases en cifra.	Ko.3 (Kolosova)
75275	A	4983	A-34, f.289.	1525.05.12	Pizzighettone	Abbot of Nájera (Fernando Marín)	Carlos V	D	Texto descifrado del párrafo en cifra de la carta anterior (4982), de Fernando Marín, abad de	Ko.3 (Kolosova)
75291	A	4984	A-34, f.291.	1525.05.13	Venecia	Alonso Sánchez	Carlos V	D	Original, con algunas frases en cifra, roto y mutilado su texto.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
75304	A	4985	A-34, f.293.	1525.05.13	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de las frases en cifra de la carta anterior (4984), de Alonso Sánchez, embajador	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
75316	A	4986	A-34, f.295 a 297.	1525.05.13	Venecia	Alonso Sánchez		D	Copia manuscrita en letra de la época, con algunas frases en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
75329	A	4987	A-34, f.298.	1525.05.13	Venecia	Alonso Sánchez		D	Texto descifrado de las frases en cifra de la carta anterior (4986), de Alonso Sánchez, embajador	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
75362	A	4989	A-34, f.304.	1525.05.20	Venecia	Alonso Sánchez	Carlos V	D	Original, con algunas frases en cifra, roto y mutilado de esta carta.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
75379	A	4990	A-34, f.306.	1525.05.20	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de las frases en cifra de la carta anterior (4989), de Alonso Sánchez, embajador	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
75391	A	4991	A-34, f.308 y 309.	1525.05.20	Venecia	Alonso Sánchez		D	Copia manuscrita en letra de la época, con un párrafo en cifra, roto y mutilado su texto.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
75404	A	4992	A-34, f.310.	1525.05.20	Venecia	Alonso Sánchez		D	Texto descifrado del párrafo en cifra de la carta anterior (4991), de Alonso Sánchez, embajador de	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
75464	A	4996	A-34, f.318 y 319.	1525.05.28	Venecia	Alonso Sánchez		D	Copia manuscrita en letra de la época, con algunas frases en cifra; mutilado su texto.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
75476	A	4997	A-34, f.321.	1525.05.28	Venecia	Alonso Sánchez		D	Texto descifrado de los párrafos en cifra de la carta anterior (4996), de Alonso Sánchez,	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
75488	A	4998	A-34, f.323 y 324.	1525.05.29	Venecia	Alonso Sánchez		D	Copia manuscrita en letra de la época, con algunos párrafos en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
75500	A	4999	A-34, f.325.	1525.05.29	Venecia	Alonso Sánchez		D	Texto descifrado de los párrafos en cifra de la carta anterior (4998), de Alonso Sánchez,	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
75899	A	5026	A-34, f.351.	1525.06.08	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Carta de Luis Fernández de Córdoba, duque de Sesa, a Carlos V, en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
75909	A	5027	A-34, f.353 y 354.	1525.06.08	Roma	Duke of Sessa (Luis Fernández)		D	Texto descifrado de la carta anterior (5026), de Luis Fernández de Córdoba, duque de Sesa, a	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
75936	A	5029	A-34, f.356 a 358.	1525.06.09	Milán	Marino Caracciolo	Carlos V	P	Original, en italiano, con párrafos en cifra.	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
76135	A	5042	A-34, f.379 a 381.	1525.06.19	Roma	Duke of Sessa (Luis Fernández)	Carlos V	P	Original, con algunos párrafos en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
76167	A	5044	A-34, f.387 y 388.	1525.06.19	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Texto descifrado de los párrafos en cifra de las dos cartas anteriores (5042 y 5043), de Luis	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
76309	A	5054	A-35, f.3 y 4.	1525.07.05	Milán	Marino Caracciolo	Carlos V	D	Original en italiano, con un párrafo en cifra.	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
76323	A	5055	A-35, f.6.	1525.07.05	Milán	Marino Caracciolo	Carlos V	D	Texto descifrado del párrafo en cifra de la carta anterior (5054):	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
76340	A	5056	A-35, f.7 y 8.	1525.07.05	Milán	Marino Caracciolo	Carlos V	D	Original en italiano,con un párrafo en cifra.	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
76356	A	5057	A-35, f.9.	1525.07.05	Milán	Marino Caracciolo	Carlos V	D	Texto descifrado del párrafo en cifra de la carta anterior (5056), del protonotario Marino Caracciolo	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
76496	A	5066	A-35, f.25.	1525.07.08	Milán	Abbot of Nájera (Fernando Marín)	Carlos V	P	Original, en cifra.	Ko.3 (Kolosova)
76512	A	5067	A-35, f.29 y 30.	1525.07.08	Milán	Abbot of Nájera (Fernando Marín)	Carlos V	P	Original, en cifra.	Ko.3 (Kolosova)
76536	A	5068	A-35, f.34.	1525.07.12	Roma	Duke of Sessa (Luis Fernández)	Carlos V	P	Original, en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
76557	A	5069	A-35, f.35.	1525.07.12	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Original, en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
76574	A	5070	A-35, f.37.	1525.07.12	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Texto descifrado del párrafo en cifra de la carta anterior (5068 y 5069), de Luis Fernández de	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
76645	A	5075	A-35, f.44 y 45.	1525.07.14	Roma	Duke of Sessa (Luis Fernández)	Carlos V	P	Carta de Luis Fernández de Córdoba, duque de Sesa, a Carlos V, en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
76655	A	5076	A-35, f.46.	1525.07.14	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Original, en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
76667	A	5077	A-35, f.48 y 49.	1525.07.14	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Texto descifrado de las dos cartas anteriores (5075 y 5076), de Luis Fernández de Córdoba, duque	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
76681	A	5078	A-35, f.50 y 51	1525.07.14	Sestri de Poniente	Lope de Soria	Carlos V	P	Original, con un párrafo en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
76698	A	5079	A-35, f.52.	1525.07.14	Sestri de Poniente	Lope de Soria	Carlos V	D	Texto descifrado del párrafo en cifra de la carta anterior (5078), de Lope de Soria, embajador de	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
76798		5085		1525.07.17	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
76808	A	5086	A-35, f.69 a 72.	1525.07.17	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de la carta anterior (5086), de Alonso Sánchez, embajador de Carlos Y en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
76824	A	5087	A-35, f.73.	1525.07.17	Milán	Marino Caracciolo	Carlos V	D	Original en italiano, con frases en cifra.	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
76838	A	5088	A-35, f.75.	1525.07.17	Milán	Marino Caracciolo	Carlos V	D	Texto descifrado del párrafo en cifra de la carta anterior (5087), del protonotario Marino Caracciolo	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
76883		5091		1525.07.21	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
76893	A	5092	A-35, f.85 a 87.	1525.07.21	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de la carta anterior (5091), de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
76908		5093		1525.07.21	Milán	Abbot of Nájera (Fernando Marín)	Carlos V	D	Original, con un párrafo en cifra.	Ko.3 (Kolosova)
76923	A	5094	A-35, f.93.	1525.07.21	Milán	Abbot of Nájera (Fernando Marín)	Carlos V	D	Texto descifrado del párrafo en cifra de la carta anterior (5093), de Fernando Marín, abad de	Ko.3 (Kolosova)
76936	A	5095	A-35, f.95 a 97.	1525.07.24	Roma	Duke of Sessa (Luis Fernández)	Carlos V	P	Carta de Luis Fernández de Córdoba, duque de Sesa, a Carlos V, en su mayor parte en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
76946	A	5096	A-35, f.98	1525.07.24	Roma	Duke of Sessa (Luis Fernández)		D	Texto descifrado de la carta anterior (5095), de Luis Fernández de Córdoba, duque de Sesa, a	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
77025	A	5101	A-35, f.109 y 110.	1525.07.27	Sestri de Poniente	Lope de Soria	Carlos V	P	Original, con algunas frases en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
77047	A	5102	A-35, f.114 a 116.	1525.07.28	Milán	Marino Caracciolo		P	Original en italiano, con algunas frases en cifra.	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
77088	A	5105	A-35, f.121 a 124.	1525.08.01	Roma	Duke of Sessa (Luis Fernández)	Carlos V	P	Original, con algunos párrafos en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
77122	A	5107	A-35, f.129 y 130.	1525.08.01	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Texto descifrado de los párrafos en cifra de las dos cartas anteriores (5105 y 5106), de Luis	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
77173	A	5111	A-35, f.138.	1525.08.04	Roma	Duke of Sessa (Luis Fernández)	Carlos V	P	Original, con algunas frases en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
77211	A	5113	A-35, f.142.	1525.08.04	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Texto descifrado de los párrafos en cifra de las dos cartas anteriores (5111 y 5112), de Luis	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
77223	A	5114	A-35, f.145 a 147.	1525.08.06	Sestri de Poniente	Lope de Soria	Carlos V	P	Original, con un párrafo en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
77269	A	5116	A-35, f.152.	1525.08.06	Sestri de Poniente	Lope de Soria		D	Texto descifrado del párrafo en cifra de las dos cartas anteriores (5114 y 5115), de Lope de Soria,	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
77306	A	5119	A-35, f.158 y 159.	1525.08.08	Venecia	Alonso Sánchez	Carlos V	P	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
77316		5120		1525.08.08	Venecia	Alonso Sánchez	Carlos V	D	Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
77326	A	5121	A-35, f.164 y 165.	1525.08.08	Venecia	Alonso Sánchez		D	Texto descifrado de las dos cartas anteriores (5119 y 5120), de Alonso Sánchez, embajador de	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
77382	A	5124	A-35, f.170.	1525.08.13	Roma	Duke of Sessa (Luis Fernández)	Carlos V	P	resto de la carta en cifra, sin que esté descifrada a continuación como ocurre en la mayor parte de	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
77397	A	5125	A-35, f.172.	1525.08.13	Roma	Duke of Sessa (Luis Fernández)	Carlos V	P	resto de la carta en cifra, sin que esté descifrada a continuación como ocurre en la mayor parte de	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
77425	A	5126	A-35, f.174 a 176.	1525.08.18	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
77435	A	5127	A-35, f.177 y 178.	1525.08.18	Venecia			D	Texto descifrado de la carta anterior (5126), comunicándole las negociaciones que hay entre	none known
77463	A	5129	A-35, f.185.	1525.08.26	Carta del embajador del duque de Milán en Venecia al secretario de dicho duque, Jerónimo Morón,			D	en cifra.	none known
77475	A	5130	A-35, f.186.	1525.08.26	Texto descifrado de la carta anterior (5129), del embajador del duque de Milán en Venecia al			D	Texto descifrado de la carta anterior (5129), del embajador del duque de Milán en Venecia al	none known
77489	A	5131	A-35, f.188 a 194.	1525.08.20	Milán	Abbot of Nájera (Fernando Marín)	Carlos V	P	Carta de Fernando Marín, abad de Nájera, a Carlos V, en cifra.	Ko.3 (Kolosova)
77504	A	5132	A-35, f.196 a 199.	1525.08.20	Milán	Abbot of Nájera (Fernando Marín)	Carlos V	D	Texto descifrado de la carta anterior (5131), de Fernando Marín, abad de Nájera, a Carlos V,	Ko.3 (Kolosova)
77537	A	5134	A-35, f.203 a 205.	1525.08.21	Sestri de Poniente	Lope de Soria	Carlos V	P	Original, con algunos párrafos en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
77553	A	5135	A-35, f.207.	1525.08.21	Sestri de Poniente	Lope de Soria	Carlos V	D	Texto descifrado de los párrafos en cifra de la carta anterior (5134), de Lope de Soria, embajador	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
77696	A	5144	A-35, f.228 y 229.	1525.08.26	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
77704	A	5145	A-35, f.230 y 231.	1525.08.26	Venecia			D	Texto descifrado de la carta anterior (5144) comunicándole los tratos que existen entre Francisco	none known
77777	A	5150	A-35, f.240 a 243.	1525.09.09	Berzil	Lope Hurtado de Mendoza	Carlos V	D	Original, en gran parte en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
77792	A	5151	A-35, f.245 a 247.	1525.09.09	Berzil	Lope Hurtado de Mendoza	Carlos V	D	Texto descifrado de los párrafos en cifra de la carta anterior (5150), de Lope Hurtado de Mendoza	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
77823	A	5153	A-35, f.251 a 253.	1525.09.10	Roma	Duke of Sessa (Luis Fernández)	Carlos V	P	Original, con postdata y algunas frases en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
77864	A	5155	A-35, f.259.	1525.09.10	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Texto descifrado de las frases en cifra de las dos cartas anteriores (5153 y 5154), de Luis	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
77876	A	5156	A-35, f.261 y 262.	1525.09.11	Roma	Duke of Sessa (Luis Fernández)	Carlos V	P	Carta de Luis Fernández de Córdoba, duque de Sesa, a Carlos V, en su mayor parte en cifra, sin	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
77933	A	5160	A-35, f.269 a 271.	1525.09.14	Sestri de Poniente, cerca de Génova	Lope de Soria	Carlos V	P	Original, con algunas frases en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
77971	A	5162	A-35, f.275.	1525.09.14	Sestri de Poniente, cerca de Génova			D	Texto descifrado de las frases en cifra de las dos cartas anteriores (5160 y 5161), de Lope de	none known
