line	tomo	inv_no	shelfmark	date	place	sender	recipient	class	index_wording	key_route
77989	A	5163	A-35, f.277 y 278.	1525.09.14	Venecia	Marino Caracciolo	Carlos V	D	Original en italiano, con una frase en cifra.	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
78002	A	5164	A-35, f.280.	1525.09.14	Venecia	Marino Caracciolo	Carlos V	D	Texto descifrado de la frase en cifra de la carta anterior (5163), del protonotario Marino Caracciolo	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
78014	A	5165	A-35, f.282.	1525.09.13	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78024	A	5166	A-35, f.284.	1525.09.13	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de la carta anterior (5165), de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78035	A	5167	A-35, f.286 y 286	1525.09.14	Venecia	Alonso Sánchez	Carlos V	P	Original, con algunos párrafos en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78071	A	5169	A-35, f.290 y 291.	1525.09.14	Venecia	Alonso Sánchez		D	Texto descifrado de los párrafos en cifra de las dos cartas anteriores (5167 y 5168), del	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78097	A	5171	A-35, f.294 y 295.	1525.09.15	Venecia	Marino Caracciolo	Carlos V	D	Carta del protonotario Marino Caracciolo a Carlos V, en cifra.	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
78107	A	5172	A-35, f.296.	1525.09.15	Venecia	Marino Caracciolo	Carlos V	D	Texto descifrado de la carta anterior (5171), del protonotario Marino Caracciolo a Carlos V,	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
78119	A	5173	A-35, f.298.	1525.09.16	Venecia	Alonso Sánchez	Carlos V	P	dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78131	A	5174	A-35, f.300.	1525.09.16	Venecia	Marino Caracciolo	Carlos V	D	Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
78149	A	5175	A-35, f.302.	1525.09.16	Venecia	Alonso Sánchez		D	Texto descifrado de las dos cartas anteriores (5173 y 5174), del protonotario Marino Caracciolo y	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78174	A	5177	A-35, f.305.	1525.09.19	Roma	Alonso Sánchez	Carlos V	P	Original, con algunas frases en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78204	A	5179	A-35, f.309.	1525.09.19	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Texto descifrado de las frases en cifra de las dos cartas anteriores (5177 y 5178), de Luis	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
78216	A	5180	A-35, f.310 a 312.	1525.09.21	Génova	Lope de Soria	Carlos V	U	Original, con algunas frases en cifra, que no están descifradas a continuación.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
78375	A	5189	A-35, f.331.	1525.09.27	Novara	Lope Hurtado de Mendoza	Carlos V	D	Carta de Lope Hurtado de Mendoza a a Carlos V, en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
78389	A	5190	A-35, f.333.	1525.09.27	Novara	Lope Hurtado de Mendoza	Carlos V	D	Texto descifrado de la carta anterior (5189), de Lope Hurtado de Mendoza a Carlos V,	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
78407	A	5191	A-35, f.335 y 336.	1525.09.28	Venecia	Alonso Sánchez	Carlos V	D	dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78419	A	5192	A-35, f.338.	1525.09.28	Venecia	Marino Caracciolo	Carlos V	D	Texto descifrado de la carta anterior (5191), del protonotario Marino Caracciolo y de Alonso	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
78453	A	5194	A-36, f.3.	1525.10.01	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de los párrafos en cifra de la carta anterior (5193), de Alonso Sánchez,	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78465	A	5195	A-36, f.5.	Sin fecha	Traslado cifrado por Alonso Sánchez, y enviado por éste a Carlos V, de una carta del obispo de	Alonso Sánchez	Carlos V	P	Traslado cifrado por Alonso Sánchez, y enviado por éste a Carlos V, de una carta del obispo de	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78478	A	5196	A-36, f.5 v.	Sin fecha	Traslado cifrado por Alonso Sánchez, y enviado por éste a Carlos V, de la respuesta que el mismo	Alonso Sánchez	Carlos V	D	Traslado cifrado por Alonso Sánchez, y enviado por éste a Carlos V, de la respuesta que el mismo	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78491	A	5197	A-36, f.6.	1525.09.25	Coyra			D	Texto descifrado de la carta reseñada en el n£ 5195, en la que el obispo de Lodi comunica noticias	none known
78505	A	5198	A-36, f.6.	1525.10.03	Venecia	Alonso Sánchez		D	Texto descifrado de la carta reseñada en el n2 5196 de Alonso Sánchez, en la que responde, por	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78538	A	5200	A-36, f.10 a 14.	1525.10.04	Venecia	Alonso Sánchez	Carlos V	D	Original muy interesante, casi todo en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78552	A	5201	A-36, f.15 a 17.	1525.10.04	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de la carta anterior (5200), de Alonso Sánchez, embajador de Carlos Y en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78564	A	5202	A-36, f.19 a 22.	1525.10.05	Roma	Duke of Sessa (Luis Fernández)	Carlos V	P	Carta de Luis Fernández de Córdoba, duque de Sesa, a Carlos V, en cifra en su mayor parte.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
78574	A	5203	A-36, f.24 a 27.	1525.10.05	Roma	Duke of Sessa (Luis Fernández)		D	Carlos V, en cifra en su mayor parte.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
78586	A	5204	A-36, f.29 y 30.	1525.10.05	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Texto descifrado de las dos cartas anteriores (5202 y 5203), de Luis Fernández de Córdoba, duque	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
78600	A	5205	A-36, f.31 a 34.	1525.10.08	Venecia	Alonso Sánchez	Carlos V	D	Original, en cifra en su segunda mitad.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78620	A	5206	A-36, f.35 y 36.	1525.10.08	Venecia	Alonso Sánchez		D	Texto descifrado de las dos cartas anteriores (5204 y 5205), del protonotario Marino Caracciolo y	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78632	A	5207	A-36, f.37 y 38.	1525.10.11	Venecia	Alonso Sánchez	Carlos V	D	dirigida a éste, en su mayor parte en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78644	A	5208	A-36, f.39.	1525.10.11	Venecia			D	Texto descifrado de la carta anterior (5207), comunicándole el estado de sus negociaciones con la	none known
78657	A	5209	A-36, f.41 y 42.	1525.10.15	Novara	Lope Hurtado de Mendoza	Carlos V	P	Original, con algunas frases en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
78672	A	5210	A-36, f.43.	1525.10.15	Novara	Lope Hurtado de Mendoza	Carlos V	D	Texto descifrado de los párrafos en cifra de la carta anterior (5209), de Lope Hurtado de Mendoza	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
78744	A	5214	A-36, f.49 y 50.	1525.10.20	Carta del obispo de Lodi, Jerónimo Sansovino, al protonotario Marino Caracciolo, en cifra.	Marino Caracciolo		P	Carta del obispo de Lodi, Jerónimo Sansovino, al protonotario Marino Caracciolo, en cifra.	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
78754	A	5215	A-36, f.51 y 52.	1525.10.20	Ejemplar duplicado de la carta anterior (5214), del obispo de Lodi, Jerónimo Sansovino, al	Marino Caracciolo		D	protonotario Marino Caracciolo, en cifra.	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
78766	A	5216	A-36, f.53 y 54.	1525.10.20	Texto descifrado de las dos cartas anteriores (5214 y 5215), del obispo de Lodi, Jerónimo	Marino Caracciolo		D	Texto descifrado de las dos cartas anteriores (5214 y 5215), del obispo de Lodi, Jerónimo	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
78787	A	5217	A-36, f.55 a 58.	1525.10.31	Venecia	Alonso Sánchez		D	Copia autógrafa de Alonso Sánchez, con párrafos en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78800	A	5218	A-36, f.59.	1525.10.31	Venecia	Alonso Sánchez		D	Texto descifrado de los párrafos en cifra de la copia de la carta anterior (5217), del protonotario	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78827	A	5220	A-36, f.63 a 65.	1525.10.31	Venecia	Alonso Sánchez		P	Copia manuscrita, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78900	A	5225	A-36, f.81 y 82.	1525.10.27	Venecia	Alonso Sánchez	Carlos V	P	Original, cifrada en su segunda mitad.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
78945	A	5228	A-36, f.93 a 96.	1525.10.31	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Carta de Luis Fernández de Córdoba, duque de Sesa, a Carlos V, en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
78955	A	5229	A-36, f.98 a 100.	1525.10.31	Roma	Duke of Sessa (Luis Fernández)		D	Texto descifrado de la carta anterior (5228), de Luis Fernández de Córdoba, duque de Sesa, a	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
78971	A	5230	A-36, f.102 a 103.	1525.11.01	Venecia	Marino Caracciolo	Mercurino de Gattinara	P	Original en italiano, cifrado en su mayor parte.	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
78983	A	5231	A-36, f.105.	1525.11.01	Venecia	Marino Caracciolo	Carlos V	D	Original en italiano, en cifra.	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
78996	A	5232	A-36, f.107.	1525.11.01	Venecia	Marino Caracciolo	Carlos V	D	Texto descifrado de la carta anterior (5231), del protonotario Marino Caracciolo a Carlos V.	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
79006	A	5233	A-36, f.109 a 111.	1525.11.04	Venecia	Alonso Sánchez	Carlos V	P	dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
79036		5235		1525.11.04	Venecia	Alonso Sánchez		D	Texto descifrado de las dos cartas anteriores (5233 y 5234), del protonotario Marino Caracciolo y	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
79049	A	5236	A-36, f.121.	1525.11.04	Venecia	Alonso Sánchez	Carlos V	P	Original, con frases en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
79074	A	5238	A-36, f.125.	1525.11.04	Venecia			D	Texto descifrado de los párrafos en cifra de las dos cartas anteriores (5236 y 5237), de Alonso	none known
79131	A	5242	A-36, f.135 a 140.	1525.11.05	Milán	Lope Hurtado de Mendoza	Carlos V	P	Carta de Lope Hurtado de Mendoza a Carlos V, en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
79141	A	5243	A-36, f.141 a 146.	1525.11.05	Milán	Lope Hurtado de Mendoza	Carlos V	D	Texto descifrado de la carta anterior (5242), de Lope Hurtado de Mendoza a Carlos V,	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
79159	A	5244	A-36, f.147 a 149.	1525.11.06	Venecia	Alonso Sánchez		D	Copia manuscrita del amanuense de Alonso Sánchez, con algunos pasajes en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
79179	A	5245	A-36, f.150.	1525.11.06	Venecia	Alonso Sánchez		D	Texto descifrado de los pasajes en cifra de la carta anterior (5244), del protonotario Marino	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
79192	A	5246	A-36, f.152 y 153.	1525.11.10	Venecia	Marino Caracciolo	Carlos V	D	Original, descifrada entre líneas.	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
79204	A	5247	A-36, f.154,	1525.11.10	Venecia	Marino Caracciolo	Carlos V	D	Texto descifrado de la carta anterior (5246), del protonotario Marino Caracciolo a Carlos V,	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
79220	A	5248	A-36, f.156 a 158.	1525.11.10	Venecia	Alonso Sánchez	Carlos V	D	dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
79232	A	5249	A-36, f.159 y 160.	1525.11.10	Venecia	Marino Caracciolo	Carlos V	D	Texto descifrado de la carta anterior (5248), del protonotario Marino Caracciolo y de Alonso	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
79263	A	5251	A-36, f.162 a 164.	1525.11.12	Roma	Duke of Sessa (Luis Fernández)	Carlos V	P	Carta de Luis Fernández de Córdoba, duque de Sesa, a Carlos V, en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
79273	A	5252	A-36, f.166 a 169.	1525.11.12	Roma	Duke of Sessa (Luis Fernández)		D	Carlos Y, en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
79285	A	5253	A-36, f.170 a 172.	1525.11.12	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Texto descifrado de las dos cartas anteriores (5251 y 5252), de Luis Fernández de Córdoba, duque	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
79328	A	5256	A-36, f.176 y 177.	1525.11.13	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Carta de Luis Fernández de Córdoba, duque de Sesa, a Carlos V, en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
79344	A	5257	A-36, f.178.	1525.11.13	Roma	Duke of Sessa (Luis Fernández)		D	Texto descifrado de la carta anterior (5256), de Luis Fernández de Córdoba, duque de Sesa, a	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
79396		5261		1525.11.16	Milán	Lope Hurtado de Mendoza	Carlos V	D	Carta de Lope Hurtado de Mendoza a Carlos V, en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
79406	A	5262	A-36, f.190.	1525.11.16	Milán	Lope Hurtado de Mendoza	Carlos V	D	Texto descifrado de la carta anterior (5261), de Lope Hurtado de Mendoza a Carlos V,	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
79441	A	5264	A-36, f.194.	1525.11.18	Roma	Duke of Sessa (Luis Fernández)	Carlos V	P	Original, con algunas frases en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
79469	A	5266	A-36, f.198.	1525.11.18	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Texto descifrado de los párrafos en cifra de las dos cartas anteriores (5264 y 5265), de Luis	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
79481	A	5267	A-36, f.200 a 203.	1525.11.20	Venecia	Alonso Sánchez	Carlos V	P	Original, en su mayor parte en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
79517	A	5269	A-36, f.210 y 211.	1525.11.20	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de la mayor parte de la carta anterior (5267), del protonotario Marino Caracciolo	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
79556	A	5272	A-36, f.220 y 221.	1525.11.23	Génova	Lope de Soria	Carlos V	P	Original, con algunas frases en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
79586	A	5274	A-36, f.224.	1525.11.23	Génova			D	Texto descifrado de las frases en cifra de las dos cartas anteriores (5272 y 5273), de Lope de	none known
79618	A	5276	A-36, f.228 y 229.	1525.11.23	, 1525.11.25. Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Carta de Luis Fernández de Córdoba, duque de Sesa, a Carlos V, en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
79628	A	5277	A-36, f.230 y 231.	1525.11.23	, 1525.11.25. Roma	Duke of Sessa (Luis Fernández)		D	Texto descifrado de la carta anterior (5276), de Luis Fernández de Córdoba, duque de Sesa, a	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
79642	A	5278	A-36, f.233 y 234.	1525.11.25	Roma	Duke of Sessa (Luis Fernández)	Carlos V	P	Carta de Luis Fernández de Córdoba, duque de Sesa, a Carlos V, en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
79656	A	5279	A-36, f.236 y 237.	1525.11.25	Roma	Duke of Sessa (Luis Fernández)		D	Carlos Y, en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
79668	A	5280	A-36, f.238 a 240.	1525.11.25	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Texto descifrado de las dos cartas anteriores (5278 y 5279), de Luis Fernández de Córdoba, duque	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
79714	A	5282	A-36, f.244 y 245.	1525.11.27	Venecia	Alonso Sánchez	Carlos V	P	Original, en gran parte en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
79742	A	5284	A-36, f.248.	1525.11.27	Venecia	Alonso Sánchez		D	Texto descifrado de los pasajes en cifra de las dos cartas anteriores (5282 y 5283), del	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
79761	A	5285	A-36, f.250 y 251.	1525.11.29	Venecia	Alonso Sánchez	Carlos V	P	dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
79773	A	5286	A-36, f.253 y 254.	1525.11.29	Venecia	Marino Caracciolo	Carlos V	D	Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
79785	A	5287	A-36, f.255.	1525.11.29	Venecia	Alonso Sánchez		D	Texto descifrado de las dos cartas anteriores (5285 y 5286), del protonotario Marino Caracciolo y	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
79811	A	5289	A-36, f.261 a 263.	1525.11.30	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Carta de Luis Fernández de Córdoba, duque de Sesa, a Carlos V, en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
79821	A	5290	A-36, f.265 a 268.	1525.11.30	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Texto descifrado de los párrafos en cifra de la carta anterior (5289), de Luis Fernández de	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
79935	A	5298	A-36, f.288 a 290.	1525.12.01	Milán	Lope Hurtado de Mendoza	Carlos V	P	Original, con algunas frases en cifra, y con postdata.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
79950	A	5299	A-36, f.292.	1525.12.01	Milán	Lope Hurtado de Mendoza		D	Texto descifrado de las frases en cifra de la carta anterior (5298), de Lope Hurtado de Mendoza a	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
79966	A	5300	A-36, f.294 y 295.	1525.12.03	Génova	Lope de Soria	Carlos V	P	Original, con algunas frases en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
80035	A	5303	A-36, f.300.	1525.12.03	Génova	Lope de Soria		D	Texto descifrado de los párrafos en cifra de las tres cartas anteriores (5300, 5301 y 5302), de	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
80065	A	5305	A-36, f.303.	1525.12.05	Génova	Lope de Soria	Carlos V	P	Original, con algunas frases en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
80079	A	5306	A-36, f.305.	1525.12.05	Génova	Lope de Soria	Carlos V	D	Original, con algunas frases en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
80099	A	5307	A-36, f.307.	1525.12.05	Génova			D	Texto descifrado de los párrafos en cifra de las dos cartas anteriores (5305 y 5306), de Lope de	none known
80111	A	5308	A-36, f.308 y 309.	1525.12.06	Milán	Lope Hurtado de Mendoza	Carlos V	P	Original, con diversos párrafos en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
80126	A	5309	A-36, f.310.	1525.12.06	Milán	Lope Hurtado de Mendoza		D	Texto descifrado de los pasajes en cifra de la carta anterior (5308), de Lope Hurtado de Mendoza a	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
80148	A	5310	A-36, f.312 a 314.	1525.12.07	Venecia	Alonso Sánchez	Carlos V	P	Original, con algunos pasajes en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
80162	A	5311	A-36, f.316 a 318.	1525.12.07	Venecia	Alonso Sánchez	Carlos V	D	Original, con algunos pasajes en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
80178	A	5312	A-36, f.320 y 321.	1525.12.07	Venecia	Alonso Sánchez		D	Texto descifrado de los pasajes en cifra de las dos cartas anteriores (5310 y 5311), del	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
