target	query	requested	status	hits
ciphers/clair1067-brienne-poland-1646	"reine de Pologne" AND Brienne AND 1646 AND (Nivernois OR Nivernais OR Nevers)	2026-09-24	done 2026-09-24	Bibliographie de la littérature française (XVIe-XXe siècles). Année 2010 | Éric Férey | Revue d'Histoire littéraire de la France | 2011 | 7-790 | https://www.jstor.org/stable/41291744 ; A propos du titre d'historiographe sous l'Ancien Régime | François Fossier | Revue d'histoire moderne et contemporaine (1954-) | 1985 | 361-417 | https://www.jstor.org/stable/20529160 ; Les "comptes bleus" du cardinal Mazarin | Claude Dulong | Revue d'histoire moderne et contemporaine (1954-) | 1989 | 537-558 | https://www.jstor.org/stable/20529622 ; Les supercheries littéraires dévoilées, Tome II (Quérard) | Quérard, J.-M., Brunet, Gustave, Jannet, Pierre | (1870), community collection | 1870 | - | https://www.jstor.org/stable/community.35016154 ; Les supercheries littéraires dévoilées, Tome III (Quérard) | Quérard, J.-M., Brunet, Gustave, Jannet, Pierre | (1870), community collection | 1870 | - | https://www.jstor.org/stable/community.35016155 ; Souveraineté et souverains: la question du cérémonial dans les relations internationales à l'époque moderne | Lucien Bély | Annuaire-Bulletin de la Société de l'histoire de France | 1993 | 27-43 | https://www.jstor.org/stable/23407658 ; Un mariage politique au XVIIe siècle: Marie de Gonzague à Varsovie | Albert Vandal | Revue des Deux Mondes (1829-1971) | 1883 | 671-694 | https://www.jstor.org/stable/44753034 ; La jeunesse de Madame de Longueville. I. Mademoiselle de Bourbon aux Carmélites | Victor Cousin | Revue des Deux Mondes (1829-1971) | 1852 | 609-640 | https://www.jstor.org/stable/44693794 ; Trois princes de Condé à Chantilly (suite) | A. de Boislisle | Annuaire-Bulletin de la Société de l'histoire de France | 1903 | 200-269 | https://www.jstor.org/stable/23410577 ; note: Vandal 1883 covers Marie de Gonzague's 1645-46 journey to Warsaw
ciphers/clair1067-brienne-poland-1646	Grell "Louise Marie de Gonzague" reine de Pologne -- read for a Brienne letter of 19 May 1646 or the government of Nivernais (doi 10.19195/2658-2082.80.3.9)	2026-09-24	done 2026-09-24	Bibliographie de la littérature française (XVIe-XXe siècles). Année 2010 | Éric Férey | Revue d'Histoire littéraire de la France | 2011 | 7-790 | https://www.jstor.org/stable/41291744 ; Bibliographie de la littérature française (XVIe-XXe siècles). Année 1988 | René Rancoeur | Revue d'Histoire littéraire de la France | 1989 | 355-631 | https://www.jstor.org/stable/40529664 ; query run: Grell AND "Louise Marie de Gonzague" AND Pologne, Grell's article (doi 10.19195/2658-2082.80.3.9, Śląski Kwartalnik Historyczny Sobótka) is not hosted on JSTOR
ciphers/huntington-luzerne-destouches-1781	"Luzerne" AND "Destouches" AND 1781 AND (chiffre OR cipher OR code)	2026-09-24	done 2026-09-24	Letters from Lafayette to Luzerne, 1780-1782 | Waldo G. Leland | The American Historical Review | 1915 | 577-612 | https://www.jstor.org/stable/1835861 ; The London Magazine and Review, New series, January to April 1825, Vol. I | - | (1825), community collection | 1825 | - | https://www.jstor.org/stable/community.35016321 ; Index of the American Catholic Historical Researches, Volumes I-XXIX, July 1884-July 1912 | - | The American Catholic Historical Researches | 1912 | 1-320 | https://www.jstor.org/stable/44375060 ; Bibliographie de la littérature française (XVIe-XXe siècles). Année 1992 | René Rancoeur | Revue d'Histoire littéraire de la France | 1993 | 323-633 | https://www.jstor.org/stable/40530999 ; Rhode Island in British Strategy, 1780-1781 | William B. Willcox | The Journal of Modern History | 1945 | 304-331 | https://www.jstor.org/stable/1879815 ; Bibliographie de la littérature française (XVIe-XXe siècles). Année 1993 | René Rancoeur | Revue d'Histoire littéraire de la France | 1994 | 405-731 | https://www.jstor.org/stable/40531390 ; Appletons' cyclopaedia of American biography, Vol. III Grinnell-Lockwood | Wilson, James G. and Fiske, John (eds.) | (1887), community collection | 1887 | - | https://www.jstor.org/stable/community.35014926 ; note: Leland 1915 prints Lafayette-Luzerne letters of the Destouches/Arnold months
ciphers/huntington-luzerne-destouches-1781	"Luzerne" AND "Destouches" AND "Arnold" AND Chesapeake AND January 1781	2026-09-24	done 2026-09-24	Itinerary of General Washington from June 15, 1775, to December 23, 1783 (continued) | William S. Baker | The Pennsylvania Magazine of History and Biography | 1891 | 143-190 | https://www.jstor.org/stable/20083416 ; The Chevalier de la Luzerne and the Ratification of the Articles of Confederation by Maryland, 1780-1781: With Accompanying Documents | George L. Sioussat | The Pennsylvania Magazine of History and Biography | 1936 | 391-418 | https://www.jstor.org/stable/20087009 ; Letters from Lafayette to Luzerne, 1780-1782 | Waldo G. Leland | The American Historical Review | 1915 | 577-612 | https://www.jstor.org/stable/1835861 ; Catholics and the American Revolution | - | The American Catholic Historical Researches | 1907 | 1-34 | https://www.jstor.org/stable/44374621 ; General Washington and the French Engineers Duportail and Companions | Elizabeth S. Kite | Records of the American Catholic Historical Society of Philadelphia | 1933 | 118-150 | https://www.jstor.org/stable/44209140 ; Rhode Island in British Strategy, 1780-1781 | William B. Willcox | The Journal of Modern History | 1945 | 304-331 | https://www.jstor.org/stable/1879815 ; The Doehla Journal | Robert J. Tilden | The William and Mary College Quarterly Historical Magazine | 1942 | 229-274 | https://www.jstor.org/stable/1917269 ; Index of the American Catholic Historical Researches, Volumes I-XXIX, July 1884-July 1912 | - | The American Catholic Historical Researches | 1912 | 1-320 | https://www.jstor.org/stable/44375060 ; Appletons' cyclopaedia of American biography, Vol. III Grinnell-Lockwood | Wilson, James G. and Fiske, John (eds.) | (1887), community collection | 1887 | - | https://www.jstor.org/stable/community.35014926 ; note: Sioussat 1936 prints Luzerne documents of 1780-81, Leland 1915 prints Lafayette-Luzerne letters
ciphers/huntington-blathwayt-madrid-1728	"Port St Mary" OR "Port Ste Marie" AND 1729 AND (Keene OR Marchmont) AND (intelligence OR cipher)	2026-09-24	done 2026-09-24	The universal chronologist, and Historical Register. Part II, 1700-1825 | Boyle, Henry (pseud.) [Ireland, W. H.] | (1826), community collection | 1826 | - | https://www.jstor.org/stable/community.35014982 ; Slater's Manchester, Salford & Suburban Directory, 1903 [Part 3] | - | community collection | - | - | https://www.jstor.org/stable/community.30135958 ; Post Office London Directory, 1915 [Part 6] | - | community collection | - | - | https://www.jstor.org/stable/community.30136516 ; Post Office Directory of Hampshire, Wiltshire & Dorset, 1875 | - | community collection | - | - | https://www.jstor.org/stable/community.30136274 ; Directory of Hampshire and the Isle of Wight, 1859 | - | community collection | - | - | https://www.jstor.org/stable/community.30136015 ; Mémoires de Jean-Joseph de Laborde, fermier général et banquier de la cour | Yves-René Durand (ed.) | Annuaire-Bulletin de la Société de l'histoire de France | 1969 | 73-162 | https://www.jstor.org/stable/23406504 ; Kelly's Directory of Wiltshire, 1895 | - | community collection | - | - | https://www.jstor.org/stable/community.30136099 ; Kelly's Directory of Wiltshire, 1911 | - | community collection | - | - | https://www.jstor.org/stable/community.30136379 ; Kelly's Directory of Wiltshire, 1915 | - | community collection | - | - | https://www.jstor.org/stable/community.30136325 ; Kelly's Directory of Wiltshire, 1907 | - | community collection | - | - | https://www.jstor.org/stable/community.30136323 ; Kelly's Directory of Wiltshire, 1898 | - | community collection | - | - | https://www.jstor.org/stable/community.30136324 ; Post Office London Directory, 1841 [Part 2] | - | community collection | - | - | https://www.jstor.org/stable/community.30136501 ; Kelly's Directory of Bristol, 1902 | - | community collection | - | - | https://www.jstor.org/stable/community.30135900 ; Post Office London Directory, 1882 [Part 4] | - | community collection | - | - | https://www.jstor.org/stable/community.30136527 ; General Index: Volumes I-XL 1921-1962 | - | Journal of the Society for Army Historical Research | 1962 | 1-452 | https://www.jstor.org/stable/44228983 ; Macpherson, History, vol. 2 | - | community collection | - | - | https://www.jstor.org/stable/community.34337779 ; Post Office London Directory, 1915 [Part 1] | - | community collection | - | - | https://www.jstor.org/stable/community.30136511 ; Post Office London Directory, 1910 [Vol. I Part 1] | - | community collection | - | - | https://www.jstor.org/stable/community.30136484 ; The Gentleman's Magazine, and Historical Chronicle, Vol. LI (1781) | Urban, Sylvanus | (1781), community collection | 1781 | - | https://www.jstor.org/stable/community.35014908 ; query run: ("Port St Mary" OR "Port Ste Marie") AND 1729 AND (Keene OR Marchmont) AND (intelligence OR cipher) [parenthesised the OR] ; note: 19 results, directories and chronologies, nothing on Keene/Marchmont 1729
ciphers/huntington-blathwayt-madrid-1728	"Ripperda" AND Segovia AND 1728 AND (letter OR intelligence) AND Madrid	2026-09-24	done 2026-09-24	Letters concerning the Spanish nation: written at Madrid during the years 1760 and 1761 | - | community collection | - | - | https://www.jstor.org/stable/community.29825738 ; Savary, Universal Dictionary, vol. 1 | - | community collection | - | - | https://www.jstor.org/stable/community.34337172 ; Encyclopaedia Britannica, Vol. XVIII | - | community collection | - | - | https://www.jstor.org/stable/community.29825300
ciphers/huntington-blathwayt-madrid-1728	"Blathwayt" AND Huntington AND (Spain OR Spanish) AND 1728	2026-09-24	done 2026-09-24	56 results, first page: Cartography, collecting and the construction of empire at Dyrham Park (chapter, pp. 355-380) | Rupert Goulding, Louis P. Nelson | book chapter | - | - | https://www.jstor.org/stable/jj.3508397.34 ; William Blathwayt, Imperial Fixer: Muddling Through to Empire, 1689-1717 | Stephen Saunders Webb | The William and Mary Quarterly | 1969 | 373-415 | https://www.jstor.org/stable/1918576 ; Index to the Third Series of the Proceedings of the Massachusetts Historical Society, Volumes 41-60, 1907-1928 | - | Proceedings of the Massachusetts Historical Society | 1928 | 1-454 | https://www.jstor.org/stable/25080207 ; From the North Riding to Morocco: The Early Years of Governor Francis Nicholson, 1655-1686 | Bruce T. McCully | The William and Mary Quarterly | 1962 | 534-556 | https://www.jstor.org/stable/1920162 ; Pope, John Rackett, and the Slave Trade | Jonathan Pritchard | Studies in English Literature, 1500-1900 | 2005 | 579-601 | https://www.jstor.org/stable/3844603 ; Volume Information | - | The Virginia Magazine of History and Biography | 1915 | 449-499 | https://www.jstor.org/stable/4243466 ; Index to Vertue MSS. Volumes I-V | - | The Volume of the Walpole Society | 1942 | ix-xvi, 1-298 | https://www.jstor.org/stable/41830732 ; A Scandalous Minister in a Divided Community: Ulster County in Leisler's Rebellion, 1689-1691 | Evan Haefeli | New York History | 2007 | 357-389 | https://www.jstor.org/stable/23185822 ; General Index to Volumes I-X, 1895-1905 | - | The American Historical Review | 1905 | 1-164 | https://www.jstor.org/stable/24019964 ; Volume Information | - | The Virginia Magazine of History and Biography | 1982 | 525-vii | https://www.jstor.org/stable/4248585 ; Back Matter | - | Proceedings of the Massachusetts Historical Society | 1912 | - | https://www.jstor.org/stable/25080009 ; Chronicle for 1985 | Tony Campbell | Imago Mundi | 1986 | 95-105 | https://www.jstor.org/stable/1150872 ; Chronicle for 2001-2002 | Tony Campbell | Imago Mundi | 2002 | 171-185 | https://www.jstor.org/stable/1151551 ; Front Matter | - | Proceedings of the Massachusetts Historical Society | 1947 | - | https://www.jstor.org/stable/25080369 ; Chronicle | - | Imago Mundi | 1963 | 99-114 | https://www.jstor.org/stable/1150362 ; Medicine, metals and empire: the survival of a chymical projector in early eighteenth-century London | Koji Yamamoto | The British Journal for the History of Science | 2015 | 607-637 | https://www.jstor.org/stable/43820624 ; "To the common Good of my Country": "The Travels of Richard Traunter" and the Carolina Silver Project | Sandra L. Dahlberg | Early American Studies | 2019 | 315-342 | https://www.jstor.org/stable/26898665 ; Notable Materials Added to American Libraries, 1940-1941 | Robert B. Downs | The Library Quarterly: Information, Community, Policy | 1942 | 175-220 | https://www.jstor.org/stable/4302932 ; Kelly's Directory of Essex, Herts & Middx, 1894 [Herts & Middx only] | - | community collection | - | - | https://www.jstor.org/stable/community.30136181 ; General Index to Volumes I to X, 1928-1937 | - | The New England Quarterly | 1937 | 1-224 | https://www.jstor.org/stable/23800151 ; General Index: Volumes I-XL 1921-1962 | - | Journal of the Society for Army Historical Research | 1962 | 1-452 | https://www.jstor.org/stable/44228983 ; Index to the Second Series of the Proceedings of the Massachusetts Historical Society, 1884-1907 | - | Proceedings of the Massachusetts Historical Society | 1907 | 1-490 | https://www.jstor.org/stable/25079933 ; Index to Volumes Thirteen to Twenty-Five [1916-1928] | - | The Scottish Historical Review | 1928 | 1-149 | https://www.jstor.org/stable/25525906 ; Index to the Proceedings of the Massachusetts Historical Society, Volumes 61-80 (1927-1968) | Marjorie F. Gutheim | Proceedings of the Massachusetts Historical Society | 1968 | 1-356 | https://www.jstor.org/stable/20699911 ; One Hundred Second Critical Bibliography of the History of Science (to January 1977) | John Neu | Isis | 1977 | 5-202 | https://www.jstor.org/stable/230556 ; note: 56 results, Webb 1969 covers the older William Blathwayt to 1717, not the 1728 Madrid papers, rest are indexes
ciphers/august-van-saksen-1561-64	"Oranien" AND "August" AND Sachsen AND 1564 AND (Chiffre OR Zeitung)	2026-09-24	done 2026-09-24	11 results, first page: Etwas über jüdische Kunst und ältere jüdische Künstler | Albert Wolf | Mitteilungen der Gesellschaft für jüdische Volkskunde | 1902 | 12-74 | https://www.jstor.org/stable/41449377 ; Erscheinungen zur Geschichte der Juden in Deutschland in den Jahren 1911 und 1912 | G. Herlitz | Mitteilungen des Gesamtarchivs der deutschen Juden | 1913 | 132-185 | https://www.jstor.org/stable/23006927 ; Nicolaus Ficke ... Biographische Notizen zum Kepler-Briefpartner Nicolaus von Vicken | Nils Lenke, Nicolas Roudet | Sudhoffs Archiv | 2012 | 197-238 | https://www.jstor.org/stable/43694446 ; Leopold der Große? Diskurse, Autoren, Gattungen und die Rolle der Hofhistoriographie (chapter, pp. 97-138) | Stefan Benz | book chapter | - | - | https://www.jstor.org/stable/j.ctv1q698m7.7 ; Theological and Semitic Literature for the Year 1901 | W. Muss-Arnolt | The American Journal of Theology | 1902 | 1-112 | https://www.jstor.org/stable/3154231 ; Bibliographia Historiae Pontificiae | Paulus Arató | Archivum Historiae Pontificiae | 1984 | 441-710 | https://www.jstor.org/stable/23564125 ; Literature of the Renaissance in 1959 | - | Studies in Philology | 1960 | 221-461 | https://www.jstor.org/stable/4173311 ; Theologische Zeitschrift aus der Schweiz | - | (1908-1910), community collection | 1910 | - | https://www.jstor.org/stable/community.39578606 ; Gottorffische Kunst-Kammer (Olearius) | Olearius, Adam | (1674), community collection | 1674 | - | https://www.jstor.org/stable/community.35013404 ; Walerische Reise in Süd- und Nordamerika (d'Orbigny, transl. Diezmann) | d'Orbigny, Alcide Dessalines | community collection | - | - | https://www.jstor.org/stable/community.38767374 ; note: 11 results, none on Orange/August correspondence
ciphers/august-van-saksen-1561-64	"Anna von Sachsen" AND Oranien AND Kurfürst AND Briefwechsel	2026-09-24	done 2026-09-24	Allemagne (bulletin historique) | M. Philippson | Revue Historique | 1908 | 144-168 | https://www.jstor.org/stable/40941620
ciphers/clair1108-duvergier	"Vergier" AND (Pontchartrain OR Middleton) AND 1696	2026-09-24	done 2026-09-24	Deux corsaires et une ville: III: Jean Bart | Roger Vercel | Revue des Deux Mondes (1829-1971) | 1943 | 63-75 | https://www.jstor.org/stable/44849843 ; Gallican Vision, Anglican Perspectives: The Reception of the Works of Louis Ellies Du Pin into England (dissertation) | Di Mauro, Dennis Robert | (2012), community collection | 2012 | - | https://www.jstor.org/stable/community.38761075 ; Fénelon et la définition du vrai thomisme: de la condamnation du Cas de conscience (1704) à la bulle Unigenitus (1713) | Sylvio Hermann De Franceschi | Revue des Sciences philosophiques et théologiques | 2008 | 33-76 | https://www.jstor.org/stable/44626543 ; Recently Published Articles | - | The American Historical Review | 1971 | 882-956 | https://www.jstor.org/stable/1851771 ; 1957 Annual Bibliography | Paul A. Brown | PMLA | 1958 | 95-364 | https://www.jstor.org/stable/2699032 ; 1964 MLA International Bibliography | Paul A. Brown, Harrison T. Meserole | PMLA | 1965 | 43-387 | https://www.jstor.org/stable/1261272 ; 1963 MLA International Bibliography | - | PMLA | 1964 | 89-375 | https://www.jstor.org/stable/2699242 ; Bibliographia Historiae Pontificiae | Paulus Arató | Archivum Historiae Pontificiae | 1972 | 385-714 | https://www.jstor.org/stable/23564088 ; Individual Works | Harrison T. Meserole, John B. Smith | Shakespeare Quarterly | 1981 | 513-623 | https://www.jstor.org/stable/2870001 ; Shakespeare: Annotated World Bibliography for 1991 | Harrison T. Meserole et al. | Shakespeare Quarterly | 1992 | 516-885 | https://www.jstor.org/stable/44991483 ; Bibliographia Historiae Pontificiae | Paulus Arató | Archivum Historiae Pontificiae | 1983 | 345-588 | https://www.jstor.org/stable/23564172 ; World Shakespeare Bibliography 1994 | James L. Harner et al. | Shakespeare Quarterly | 1995 | 505-877 | https://www.jstor.org/stable/44990748 ; Bibliographie de la littérature française. Année 2009 | - | Revue d'Histoire littéraire de la France | 2010 | 7-798 | https://www.jstor.org/stable/40927429 ; Shakespeare: Annotated World Bibliography for 1986 | Harrison T. Meserole et al. | Shakespeare Quarterly | 1987 | 550-915 | https://www.jstor.org/stable/44990244 ; Shakespeare: Annotated World Bibliography for 1990 | Harrison T. Meserole et al. | Shakespeare Quarterly | 1991 | 520-1010 | https://www.jstor.org/stable/44990256 ; Shakespeare: Annotated World Bibliography for 1985 | Harrison T. Meserole et al. | Shakespeare Quarterly | 1986 | 550-898 | https://www.jstor.org/stable/44990808 ; American Bibliography for 1939 | - | PMLA | 1939 | 1199-1313 | https://www.jstor.org/stable/458752 ; Indexes | Harrison T. Meserole, John B. Smith | Shakespeare Quarterly | 1981 | 624-684 | https://www.jstor.org/stable/2870002 ; Ranking Artists: An Internet-Era Analysis | Alan B. Oppenheimer | Leonardo | 2019 | 135-145 | https://www.jstor.org/stable/26808735 ; Bulletin de la Société de l'Histoire du Protestantisme Français: table générale des matières de la première série (tomes I à XIV) | - | Bulletin de la Société de l'Histoire du Protestantisme Français (1852-1865) | 1865 | I-CLXXIII | https://www.jstor.org/stable/24281829 ; 1958 Research in Progress in the Modern Languages and Literatures | Louise Lindemann | PMLA | 1958 | 45-93 | https://www.jstor.org/stable/2699031 ; Name Index (World Shakespeare Bibliography 1996) | - | Shakespeare Quarterly | 1997 | 784-839 | https://www.jstor.org/stable/2871373 ; 1952 Research in Progress in the Modern Languages and Literatures | Robert E. Taylor | PMLA | 1952 | 115-336 | https://www.jstor.org/stable/2699117 ; Les supercheries littéraires dévoilées, Tome I (Quérard) | Quérard, J.-M., Brunet, Gustave, Jannet, Pierre | (1869), community collection | 1869 | - | https://www.jstor.org/stable/community.35016153 ; note: 24 results, bibliographies and name collisions (du Vergier), nothing on Clairambault 1108
ciphers/clair1108-duvergier	"Clairambault 1108"	2026-09-24	queued	
ciphers/lodewijk-van-nassau-1573-74	"Lodewijk van Nassau" OR "Louis de Nassau" AND (chiffre OR cipher OR cijfer OR geheimschrift) AND 1574	2026-09-24	done 2026-09-24	Recueils périodiques et sociétés savantes | - | Revue Historique | 1900 | 201-229 | https://www.jstor.org/stable/40941276 ; Een document over het verblijf van François Bauduin in de Zuidelijke Nederlanden in 1563 | Michael Erbe | Nederlands archief voor kerkgeschiedenis / Dutch Review of Church History | 1977 | 38-48 | https://www.jstor.org/stable/24039738 ; Het Geuzenschaaltje: een glazen album amicorum | H. M. Zijlstra-Zweens, P. C. Ritsema van Eck | Bulletin van het Rijksmuseum | 1995 | 135-145 | https://www.jstor.org/stable/40382958 ; query run: ("Lodewijk van Nassau" OR "Louis de Nassau") AND (chiffre OR cipher OR cijfer OR geheimschrift) AND 1574 [parenthesised the OR]
ciphers/lodewijk-van-nassau-1573-74	"Louis of Nassau" AND Mookerheyde AND letters AND 1574	2026-09-24	done 2026-09-24	Sancho Dávila: the champion of Catholic Spain (chapter, pp. 115-197, in Fagel, Protagonists of War) | Raymond Fagel | book chapter | - | - | https://www.jstor.org/stable/j.ctv1xtwqc7.7 ; Captain Julián: the hero of the battlefield (chapter, pp. 27-113, in Fagel, Protagonists of War) | Raymond Fagel | book chapter | - | - | https://www.jstor.org/stable/j.ctv1xtwqc7.6
ciphers/lodewijk-van-nassau-1573-74	("Willem van Oranje" OR "William of Orange") AND (cryptografie OR geheimschrift OR cipher) AND Nassau AND 1573	2026-09-24	done 2026-09-24	Appletons' cyclopaedia of American biography, Vol. VI Sunderland-Zurita | Wilson, James G. and Fiske, John (eds.) | (1889), community collection | 1889 | - | https://www.jstor.org/stable/community.35014929 ; The universal biographical dictionary | - | community collection | - | - | https://www.jstor.org/stable/community.29824052 ; Captain Julián: the hero of the battlefield (chapter, pp. 27-113, in Fagel, Protagonists of War) | Raymond Fagel | book chapter | - | - | https://www.jstor.org/stable/j.ctv1xtwqc7.6 ; Sancho Dávila: the champion of Catholic Spain (chapter, pp. 115-197, in Fagel, Protagonists of War) | Raymond Fagel | book chapter | - | - | https://www.jstor.org/stable/j.ctv1xtwqc7.7 ; Appletons' cyclopaedia of American biography, Vol. III Grinnell-Lockwood | Wilson, James G. and Fiske, John (eds.) | (1887), community collection | 1887 | - | https://www.jstor.org/stable/community.35014926 ; Review: The Rise of the Dutch Republic by John Lothrop Motley | - | The North American Review | 1856 | 182-217 | https://www.jstor.org/stable/25104746 ; The Catholic Standard and Times, Vol. 31, No. 29, 22 May 1926 | - | community collection | - | - | https://www.jstor.org/stable/community.35616577 ; Appletons' cyclopaedia of American biography, Vol. I Aaron-Crandall | Wilson, James G. and Fiske, John (eds.) | (1887), community collection | 1887 | - | https://www.jstor.org/stable/community.35014924 ; The Gallery of Portraits: with memoirs | Society for the Diffusion of Useful Knowledge | community collection | - | - | https://www.jstor.org/stable/community.29825316 ; The new Catholic dictionary | - | community collection | - | - | https://www.jstor.org/stable/community.29825497 ; note: 10 results, reference works and Fagel's chapters, nothing on Nassau ciphers 1573
ciphers/august-van-saksen-1561-64	"Kurfürst August" AND Oranien AND 1561 AND (Maximilian OR "römischen König") AND (Chiffre OR Ziffer)	2026-09-24	done 2026-09-24	no hits
ciphers/august-van-saksen-1561-64	"Don Carlos" AND Oranien AND Sachsen AND 1561 AND (Vendôme OR Navarra)	2026-09-24	done 2026-09-24	no hits
ciphers/huntington-blathwayt-madrid-1728	"Pareti" AND (Marchmont OR Polwarth) AND (1728 OR 1729)	2026-09-24	done 2026-09-24	no hits
ciphers/huntington-blathwayt-madrid-1728	"Polwarth" AND "Historical Manuscripts" AND (1961 OR "vol. V") AND review	2026-09-24	done 2026-09-24	Index to The Scottish Historical Review 1903/4-1996 | Alison E. Grant | The Scottish Historical Review | 1996 | 1-126 | https://www.jstor.org/stable/25530730 ; Volume Information | - | Transactions of the Royal Historical Society | 1990 | 354-413 | https://www.jstor.org/stable/3679158 ; The Diplomats of Peter the Great | Dan Altbauer | Jahrbücher für Geschichte Osteuropas | 1980 | 1-16 | https://www.jstor.org/stable/41046088 ; Historical News | - | The American Historical Review | 1933 | 612-658 | https://www.jstor.org/stable/1837532 ; Bibliography | - | The Journal of Modern History | 1942 | 560-592 | https://www.jstor.org/stable/1876300 ; General Index: Volumes I-XL 1921-1962 | - | Journal of the Society for Army Historical Research | 1962 | 1-452 | https://www.jstor.org/stable/44228983 ; The Lord Clerk Register | Athol L. Murray | The Scottish Historical Review | 1974 | 124-156 | https://www.jstor.org/stable/25529087 ; Report on the manuscripts of J.B. Fortescue, Esq., preserved at Dropmore | - | community collection | - | - | https://www.jstor.org/stable/community.29825598 ; note: no review of HMC Polwarth vol. V (1961) on the first page
ciphers/huntington-blathwayt-madrid-1728	Storrs AND "Spanish Resurgence" AND (Blathwayt OR Huntington OR Pareti)	2026-09-24	done 2026-09-24	no hits
ciphers/lodewijk-van-nassau-1573-74	"Daussy" "Louis de Nassau et le parti huguenot" 2007 (Entre calvinistes et catholiques pp.31-43): any mention of cipher letters 1573-74	2026-09-24	done 2026-09-24	Recueils périodiques et sociétés savantes | - | Revue Historique | 1910 | 192-228 | https://www.jstor.org/stable/40943197 ; Les progrès du luthéranisme et du calvinisme dans le monde commercial d'Anvers et l'espionnage politique du marchand Philippe Dauxy, agent secret de Marguerite de Parme, en 1566-1567 | L. van der Essen | Vierteljahrschrift für Sozial- und Wirtschaftsgeschichte | 1914 | 152-234 | https://www.jstor.org/stable/20724798 ; query run: Daussy AND "Louis de Nassau" AND (huguenot OR calvinistes), the 2007 chapter (Entre calvinistes et catholiques) is not hosted on JSTOR
ciphers/fr5160-letellier-1653	"Servien" AND (Turin OR Savoie) AND 1659 AND ("Madame Royale" OR "Christine de France") AND (Brienne OR dépêche)	2026-09-24	queued	
ciphers/fr5160-letellier-1653	"Revue d'histoire diplomatique" 2009 Servien Turin "duc de Savoie" mariage Mademoiselle 1659 (Google Books 1yFDAQAAIAAJ)	2026-09-24	queued	
ciphers/august-van-saksen-1561-64	"Oranien" AND "Kurfürst August" AND 1561 AND (Vendôme OR Navarra) AND ("Don Carlos" OR Juana)	2026-09-24	done 2026-09-24	no hits
ciphers/august-van-saksen-1561-64	"Maximilian" AND "römischen König" AND 1561 AND "Kurfürst August" AND (Oranien OR Torgau) AND (Zettel OR Chiffre)	2026-09-24	done 2026-09-24	no hits
ciphers/jan-van-nassau-1572-75	("Johann" OR "Jan") AND "Nassau" AND 1573 AND (Chiffre OR Ziffer OR cijferschrift) AND (Groen OR Dillenburg) AND (entziffert OR ontcijferd OR "deciphered")	2026-09-24	queued	
ciphers/trew-posthius-1614-18	"Posthius" AND ("Eisenmenger" OR "Eysenmenger")	2026-09-24	queued	
ciphers/trew-posthius-1614-18	"Trew" AND "Geheimschrift" AND (Posthius OR Heidelberg) AND 1614	2026-09-24	queued	
ciphers/fr2980-gramont	READ: https://www.jstor.org/stable/44728935 (Mignet, Rivalité de Charles-Quint et de François Ier, RDM 1867; search Gramont, Tarbes, Villandry, 20 mai 1530)	2026-09-24	done 24 Sept 2026	read 24 Sept 2026: Mignet 1er mars 1867 (pp. 99-136) covers 1527-28 only, Gramont's Spanish embassy (Valladolid 4 July 1527, Burgos letter to Duprat, instructions of 11 Nov 1527, Dupuy 495 f.26); Villandry 0, 1530 0; does not print, calendar or discuss the 20 May [1530] letter or its cipher
ciphers/fr20140-danzay-1557	READ: https://www.jstor.org/stable/40944190 (Hauser, Histoire de France bulletin, Revue Historique 1923; search Danzay, 1557, chiffre, Lorraine)	2026-09-24	done 24 Sept 2026	read 24 Sept 2026: Hauser 1923 (pp. 233-256), one Danzay mention, fn. 3 p. 238 in the notice of Romier 1922 (Bricka's edition should be cited beside Richard); Lorraine 0, chiffre only numerals, 1557 only the Spanish bankruptcy; does not print, calendar or discuss the letter
ciphers/august-van-saksen-1561-64	READ: https://www.jstor.org/stable/40941620 (Philippson, Allemagne bulletin, Revue Historique 1908; search Oranien, Anna, August, Briefwechsel, Chiffre; note any edition of the Orange-Saxony letters it reviews)	2026-09-24	done 24 Sept 2026	read 24 Sept 2026: Philippson 1908 (pp. 144-168), Saxony hit is the notice of Sturmhövel, Kurfürstin Anna von Sachsen (1905), pp. 148-149, a biography, no letters; Oranien hits are 17th-century (Keller, Kleinschmidt); Briefwechsel hits 19th-century; no Orange-Saxony edition reviewed, no cipher; does not print, calendar or discuss the 1561-64 letters
ciphers/antt-linhares-chave	"Linhares" AND "cifra" AND ("dicionário" OR Vieyra)	2026-09-25	queued	
ciphers/antt-linhares-chave	"Sousa Coutinho" AND ("chave de uma cifra" OR "Diccionario")	2026-09-25	queued	
ciphers/antt-linhares-chave	"Rodrigo de Sousa Coutinho" AND ("Rio de Janeiro") AND cifra AND correspondência	2026-09-25	queued	
ciphers/vanbeuningen-dewitt-1657	"Van Beuningen" AND "De Witt" AND (cijfer OR cipher OR sleutel) AND (Noordse OR Denemarken OR 1657)	2026-09-25	queued	
ciphers/jan-van-nassau-1572-75	"Johann VI" OR "Jean de Nassau" AND ("Mookerheide" OR "Mookerheyde") AND 1574 AND (Koln OR Cologne OR Keulen)	2026-09-25	queued	
ciphers/jan-van-nassau-1572-75	"Glawischnig" AND "Nassau-Dillenburg" AND ("Johann VI" OR Mookerheide) AND ("Koln" OR "Cologne" OR "17. April 1574")	2026-09-25	queued	
