line	position	sign	confidence	alt	why
04614_p1_L04_d	10	86	M	A:-	gap
04614_p1_L04_d	11	85	M	B:105	differ
04614_p1_L04_d	12	4	M	B:71	differ
04614_p1_L04_d	13	65	M	B:74	differ
04614_p1_L04_d	14	37	H		agree
04614_p1_L04_d	15	113	M	A:-	gap
04614_p1_L04_d	16	33	M	A:-	gap
04614_p1_L04_d	17	81	M	A:-	gap
04614_p1_L04_d	18	74	M	A:-	gap
04614_p1_L04_d	19	8	M	B:6	differ
04614_p1_L04_d	20	2	M	B:118	differ
04614_p1_L04_d	21	37	M	B:120	differ
04614_p1_L04_d	22	87	M	B:85	differ
04614_p1_L05_a	1	71	H		agree
04614_p1_L05_a	2	61	H		agree
04614_p1_L05_a	3	21	H		agree
04614_p1_L05_a	4	62	H		agree
04614_p1_L05_a	5	36	H		agree
04614_p1_L05_a	6	27	H		agree
04614_p1_L05_a	7	103	H		agree
04614_p1_L05_a	8	67	M		agree-flagged
04614_p1_L05_a	9	104	H		agree
04614_p1_L05_a	10	82	H		agree
04614_p1_L05_a	11	3	H		agree
04614_p1_L05_a	12	4	H		agree
04614_p1_L05_a	13	6	H		agree
04614_p1_L05_a	14	36	H		agree
04614_p1_L05_a	15	26	H		agree
04614_p1_L05_a	16	86	M		agree-flagged
04614_p1_L05_a	17	65	M		agree-flagged
04614_p1_L05_a	18	90	M	B:40	differ
04614_p1_L05_a	19	32	H		agree
04614_p1_L05_a	20	103	H		agree
04614_p1_L05_a	21	103	H		agree
04614_p1_L05_b	1	61	H		agree
04614_p1_L05_b	2	31	H		agree
04614_p1_L05_b	3	33	M		agree-flagged
04614_p1_L05_b	4	64	H		agree
04614_p1_L05_b	5	5	M		agree-flagged
04614_p1_L05_b	6	67	M		agree-flagged
04614_p1_L05_b	7	21	H		agree
04614_p1_L05_b	8	33	M		agree-flagged
04614_p1_L05_b	9	114	H		agree
04614_p1_L05_b	10	82	H		agree
04614_p1_L05_b	11	29	H		agree
04614_p1_L05_b	12	90	M		agree-flagged
04614_p1_L05_b	13	22	H		agree
04614_p1_L05_b	14	63	H		agree
04614_p1_L05_b	15	3	H		agree
04614_p1_L05_b	16	72	H		agree
04614_p1_L05_b	17	8	H		agree
04614_p1_L05_b	18	102	H		agree
04614_p1_L05_b	19	24	H		agree
04614_p1_L05_b	20	114	H		agree
04614_p1_L05_b	21	84	H		agree
04614_p1_L05_c	1	18	H		agree
04614_p1_L05_c	2	40	H		agree
04614_p1_L05_c	3	85	H		agree
04614_p1_L05_c	4	112	H		agree
04614_p1_L05_c	5	56	M		agree-flagged
04614_p1_L05_c	6	1	M		agree-flagged
04614_p1_L05_c	7	6	H		agree
04614_p1_L05_c	8	40	H		agree
04614_p1_L05_c	9	30	H		agree
04614_p1_L05_c	10	80	M		agree-flagged
04614_p1_L05_c	11	7	M		agree-flagged
04614_p1_L05_c	12	40	H		agree
04614_p1_L05_c	13	5	M		agree-flagged
04614_p1_L05_c	14	31	H		agree
04614_p1_L05_c	15	91	M		agree-flagged
04614_p1_L05_c	16	22	H		agree
04614_p1_L05_c	17	62	H		agree
04614_p1_L05_c	18	2	H		agree
04614_p1_L05_c	19	32	H		agree
04614_p1_L05_c	20	8	H		agree
04614_p1_L05_c	21	24	H		agree
04614_p1_L05_c	22	35	H		agree
04614_p1_L05_c	23	76	M		agree-flagged
04614_p1_L05_c	24	81	H		agree
04614_p1_L05_d	1	77	M	B:-	gap
04614_p1_L05_d	2	85	M	B:-	gap
04614_p1_L05_d	3	107	M	B:-	gap
04614_p1_L05_d	4	6	M	B:-	gap
04614_p1_L05_d	5	23	M	B:-	gap
04614_p1_L05_d	6	81	M	B:-	gap
04614_p1_L05_d	7	21	M	B:-	gap
04614_p1_L05_d	8	26	M	B:-	gap
04614_p1_L05_d	9	101	M	B:-	gap
04614_p1_L05_d	10	112	M	B:-	gap
04614_p1_L05_d	11	7	M	B:-	gap
04614_p1_L06_a	1	w:cnuoys	M	B:w:entendu	differ
04614_p1_L06_a	2	76	H		agree
04614_p1_L06_a	3	39	H		agree
04614_p1_L06_a	4	82	H		agree
04614_p1_L06_a	5	46	H		agree
04614_p1_L06_a	6	100	H		agree
04614_p1_L06_a	7	80	H		agree
04614_p1_L06_a	8	7	M	B:-	gap
04614_p1_L06_a	9	31	H		agree
04614_p1_L06_a	10	96	H		agree
04614_p1_L06_a	11	102	H		agree
04614_p1_L06_a	12	113	H		agree
04614_p1_L06_a	13	26	H		agree
04614_p1_L06_a	14	97	M		agree-flagged
04614_p1_L06_a	15	6	H		agree
04614_p1_L06_a	16	117	M		agree-flagged
04614_p1_L06_a	17	82	H		agree
04614_p1_L06_a	18	28	H		agree
04614_p1_L06_a	19	12	H		agree
04614_p1_L06_a	20	6	H		agree
04614_p1_L06_a	21	36	H		agree
04614_p1_L06_a	22	21	H		agree
04614_p1_L06_b	1	113	H		agree
04614_p1_L06_b	2	84	H		agree
04614_p1_L06_b	3	88	H		agree
04614_p1_L06_b	4	61	M		agree-flagged
04614_p1_L06_b	5	102	H		agree
04614_p1_L06_b	6	23	H		agree
04614_p1_L06_b	7	84	H		agree
04614_p1_L06_b	8	96	H		agree
04614_p1_L06_b	9	62	H		agree
04614_p1_L06_b	10	27	H		agree
04614_p1_L06_b	11	34	H		agree
04614_p1_L06_b	12	85	H		agree
04614_p1_L06_b	13	25	H		agree
04614_p1_L06_b	14	w:de	M	B:-	gap
04614_p1_L06_b	15	w:facon	M	B:-	gap
04614_p1_L06_b	16	w:que	M	B:-	gap
04614_p1_L06_b	17	w:je	M	B:-	gap
04614_p1_L06_b	18	w:pere	M	B:-	gap
04614_p1_L06_b	19	w:que	M	B:-	gap
04614_p1_L06_c	1	63	H		agree
04614_p1_L06_c	2	40	H		agree
04614_p1_L06_c	3	24	H		agree
04614_p1_L06_c	4	7	H		agree
04614_p1_L06_c	5	3	H		agree
04614_p1_L06_c	6	28	H		agree
04614_p1_L06_c	7	4	H		agree
04614_p1_L06_c	8	8	H		agree
04614_p1_L06_c	9	39	H		agree
04614_p1_L06_c	10	81	H		agree
04614_p1_L06_c	11	111	M		agree-flagged
04614_p1_L06_c	12	114	H		agree
04614_p1_L06_c	13	84	H		agree
04614_p1_L06_c	14	28	H		agree
04614_p1_L06_c	15	77	H		agree
04614_p1_L06_c	16	83	H		agree
04614_p1_L06_c	17	w:de	M	A:-	gap
04614_p1_L06_c	18	w:facon	M	A:-	gap
04614_p1_L06_c	19	118	M	B:w:que	differ
04614_p1_L06_c	20	81	M	B:w:je	differ
04614_p1_L06_c	21	38	M	B:w:espere	differ
04614_p1_L06_c	22	24	M	B:w:que	differ
04614_p1_L06_c	23	38	M	B:2	differ
04614_p1_L06_d	1	82	H		agree
04614_p1_L06_d	2	2	H		agree
04614_p1_L06_d	3	40	H		agree
04614_p1_L06_d	4	83	H		agree
04614_p1_L06_d	5	76	M		agree-flagged
04614_p1_L06_d	6	81	H		agree
04614_p1_L06_d	7	96	H		agree
04614_p1_L06_d	8	83	H		agree
04614_p1_L06_d	9	30	H		agree
04614_p1_L06_d	10	22	H		agree
04614_p1_L06_d	11	61	M		agree-flagged
04614_p1_L06_d	12	64	M	A:-	gap
04614_p1_L07_a	1	85	H		agree
04614_p1_L07_a	2	28	H		agree
04614_p1_L07_a	3	72	H		agree
04614_p1_L07_a	4	24	H		agree
04614_p1_L07_a	5	102	H		agree
04614_p1_L07_a	6	12	H		agree
04614_p1_L07_a	7	31	H		agree
04614_p1_L07_a	8	77	H		agree
04614_p1_L07_a	9	85	H		agree
04614_p1_L07_a	10	5	H		agree
04614_p1_L07_a	11	6	H		agree
04614_p1_L07_a	12	40	H		agree
04614_p1_L07_a	13	4	H		agree
04614_p1_L07_a	14	7	H		agree
04614_p1_L07_a	15	39	H		agree
04614_p1_L07_a	16	20	H		agree
04614_p1_L07_b	1	66	H		agree
04614_p1_L07_b	2	113	H		agree
04614_p1_L07_b	3	85	H		agree
04614_p1_L07_b	4	4	H		agree
04614_p1_L07_b	5	34	H		agree
04614_p1_L07_b	6	17	M		agree-flagged
04614_p1_L07_b	7	70	H		agree
04614_p1_L07_b	8	82	H		agree
04614_p1_L07_b	9	8	H		agree
04614_p1_L07_b	10	1	M		agree-flagged
04614_p1_L07_b	11	62	H		agree
04614_p1_L07_b	12	2	H		agree
04614_p1_L07_b	13	32	H		agree
04614_p1_L07_b	14	63	H		agree
04614_p1_L07_b	15	3	H		agree
04614_p1_L07_b	16	79	H		agree
04614_p1_L07_b	17	84	H		agree
04614_p1_L07_b	18	15	M		agree-flagged
04614_p1_L07_b	19	115	H		agree
04614_p1_L07_b	20	39	H		agree
04614_p1_L07_b	21	29	H		agree
04614_p1_L07_c	1	18	H		agree
04614_p1_L07_c	2	37	H		agree
04614_p1_L07_c	3	81	H		agree
04614_p1_L07_c	4	114	H		agree
04614_p1_L07_c	5	64	H		agree
04614_p1_L07_c	6	72	H		agree
04614_p1_L07_c	7	6	H		agree
04614_p1_L07_c	8	120	H		agree
04614_p1_L07_c	9	13	H		agree
04614_p1_L07_c	10	65	H		agree
04614_p1_L07_c	11	91	M		agree-flagged
04614_p1_L07_c	12	2	H		agree
04614_p1_L07_c	13	103	H		agree
04614_p1_L07_c	14	84	H		agree
04614_p1_L07_c	15	73	M		agree-flagged
04614_p1_L07_c	16	8	H		agree
04614_p1_L07_c	17	21	H		agree
04614_p1_L07_c	18	9	H		agree
04614_p1_L07_c	19	4	H		agree
04614_p1_L07_c	20	81	H		agree
04614_p1_L07_c	21	111	M		agree-flagged
04614_p1_L07_d	1	16	H		agree
04614_p1_L07_d	2	36	H		agree
04614_p1_L07_d	3	82	H		agree
04614_p1_L07_d	4	112	H		agree
04614_p1_L07_d	5	61	M		agree-flagged
04614_p1_L07_d	6	21	H		agree
04614_p1_L07_d	7	83	H		agree
04614_p1_L07_d	8	26	H		agree
04614_p1_L07_d	9	31	H		agree
04614_p1_L07_d	10	84	H		agree
04614_p1_L07_d	11	83	H		agree
04614_p1_L07_d	12	29	H		agree
04614_p1_L07_d	13	33	H		agree
04614_p1_L07_d	14	7	H		agree
04614_p1_L07_d	15	102	M		agree-flagged
04614_p1_L07_d	16	24	M	A:-	gap
04614_p1_L08_a	1	39	H		agree
04614_p1_L08_a	2	83	H		agree
04614_p1_L08_a	3	118	H		agree
04614_p1_L08_a	4	6	H		agree
04614_p1_L08_a	5	1	M		agree-flagged
04614_p1_L08_a	6	26	H		agree
04614_p1_L08_a	7	32	H		agree
04614_p1_L08_a	8	61	M		agree-flagged
04614_p1_L08_a	9	2	H		agree
04614_p1_L08_a	10	34	H		agree
04614_p1_L08_a	11	63	H		agree
04614_p1_L08_a	12	38	H		agree
04614_p1_L08_a	13	114	H		agree
04614_p1_L08_a	14	10	H		agree
04614_p1_L08_a	15	5	H		agree
04614_p1_L08_a	16	91	M		agree-flagged
04614_p1_L08_a	17	87	H		agree
04614_p1_L08_a	18	81	H		agree
04614_p1_L08_a	19	80	H		agree
04614_p1_L08_a	20	38	H		agree
04614_p1_L08_a	21	81	H		agree
04614_p1_L08_a	22	5	M	A:-	gap
04614_p1_L08_b	1	120	H		agree
04614_p1_L08_b	2	101	H		agree
04614_p1_L08_b	3	111	H		agree
04614_p1_L08_b	4	115	H		agree
04614_p1_L08_b	5	85	H		agree
04614_p1_L08_b	6	122	H		agree
04614_p1_L08_b	7	131	H		agree
04614_p1_L08_b	8	142	H		agree
04614_p1_L08_b	9	150	M		agree-flagged
04614_p1_L08_b	10	20	H		agree
04614_p1_L08_b	11	40	H		agree
04614_p1_L08_b	12	61	M		agree-flagged
04614_p1_L08_b	13	2	H		agree
04614_p1_L08_b	14	31	H		agree
04614_p1_L08_b	15	62	H		agree
04614_p1_L08_b	16	3	H		agree
04614_p1_L08_b	17	6	H		agree
04614_p1_L08_b	18	39	H		agree
04614_p1_L08_b	19	29	H		agree
04614_p1_L08_b	20	25	H		agree
04614_p1_L08_c	1	83	H		agree
04614_p1_L08_c	2	38	H		agree
04614_p1_L08_c	3	32	H		agree
04614_p1_L08_c	4	96	H		agree
04614_p1_L08_c	5	84	H		agree
04614_p1_L08_c	6	24	H		agree
04614_p1_L08_c	7	27	H		agree
04614_p1_L08_c	8	61	M		agree-flagged
04614_p1_L08_c	9	37	H		agree
04614_p1_L08_c	10	8	H		agree
04614_p1_L08_c	11	3	H		agree
04614_p1_L08_c	12	27	H		agree
04614_p1_L08_c	13	31	H		agree
04614_p1_L08_c	14	21	H		agree
04614_p1_L08_c	15	64	M		agree-flagged
04614_p1_L08_c	16	102	H		agree
04614_p1_L08_c	17	33	H		agree
04614_p1_L08_c	18	82	H		agree
04614_p1_L08_c	19	63	H		agree
04614_p1_L08_c	20	40	H		agree
04614_p1_L08_c	21	81	H		agree
04614_p1_L08_c	22	71	M		agree-flagged
04614_p1_L08_d	1	17	H		agree
04614_p1_L08_d	2	37	H		agree
04614_p1_L08_d	3	84	H		agree
04614_p1_L08_d	4	28	H		agree
