line	position	sign	confidence	alt	why
04614_p2_L03_d	7	118	H		agree
04614_p2_L03_d	8	9	H		agree
04614_p2_L03_d	9	104	H		agree
04614_p2_L03_d	10	29	H		agree
04614_p2_L03_d	11	65	H		agree
04614_p2_L03_d	12	40	H		agree
04614_p2_L03_d	13	64	H		agree
04614_p2_L03_d	14	2	H		agree
04614_p2_L03_d	15	33	H		agree
04614_p2_L03_d	16	115	M		agree-flagged
04614_p2_L03_d	17	63	H		agree
04614_p2_L03_d	18	85	M	B:86	differ
04614_p2_L03_d	19	102	H		agree
04614_p2_L03_d	20	3	H		agree
04614_p2_L03_d	21	79	H		agree
04614_p2_L03_d	22	101	H		agree
04614_p2_L04_a	1	72	H		agree
04614_p2_L04_a	2	83	H		agree
04614_p2_L04_a	3	114	H		agree
04614_p2_L04_a	4	40	H		agree
04614_p2_L04_a	5	52	H		agree
04614_p2_L04_a	6	81	H		agree
04614_p2_L04_a	7	31	H		agree
04614_p2_L04_a	8	72	H		agree
04614_p2_L04_a	9	84	H		agree
04614_p2_L04_a	10	21	H		agree
04614_p2_L04_a	11	8	H		agree
04614_p2_L04_a	12	1	H		agree
04614_p2_L04_a	13	31	H		agree
04614_p2_L04_a	14	10	H		agree
04614_p2_L04_a	15	69	H		agree
04614_p2_L04_a	16	112	H		agree
04614_p2_L04_a	17	101	H		agree
04614_p2_L04_a	18	92	M		agree-flagged
04614_p2_L04_a	19	84	H		agree
04614_p2_L04_a	20	26	H		agree
04614_p2_L04_a	21	77	H		agree
04614_p2_L04_a	22	81	H		agree
04614_p2_L04_a	23	113	H		agree
04614_p2_L04_a	24	83	H		agree
04614_p2_L04_b	1	116	H		agree
04614_p2_L04_b	2	81	H		agree
04614_p2_L04_b	3	27	H		agree
04614_p2_L04_b	4	6	M		agree-flagged
04614_p2_L04_b	5	21	H		agree
04614_p2_L04_b	6	85	H		agree
04614_p2_L04_b	7	30	H		agree
04614_p2_L04_b	8	40	H		agree
04614_p2_L04_b	9	25	H		agree
04614_p2_L04_b	10	32	H		agree
04614_p2_L04_b	11	82	H		agree
04614_p2_L04_b	12	21	H		agree
04614_p2_L04_b	13	23	H		agree
04614_p2_L04_b	14	84	H		agree
04614_p2_L04_b	15	78	H		agree
04614_p2_L04_b	16	82	H		agree
04614_p2_L04_b	17	114	H	B:124	settled on page image (AX-COMP)
04614_p2_L04_b	18	85	H		agree
04614_p2_L04_b	19	117	H		agree
04614_p2_L04_b	20	13	H		agree
04614_p2_L04_b	21	101	H		agree
04614_p2_L04_b	22	22	H		agree
04614_p2_L04_b	23	84	H		agree
04614_p2_L04_b	24	w:et	M	B:6	differ
04614_p2_L04_c	1	112	H		agree
04614_p2_L04_c	2	63	H		agree
04614_p2_L04_c	3	10	H		agree
04614_p2_L04_c	4	40	H		agree
04614_p2_L04_c	5	102	H		agree
04614_p2_L04_c	6	113	H		agree
04614_p2_L04_c	7	56	H		agree
04614_p2_L04_c	8	61	H		agree
04614_p2_L04_c	9	39	H		agree
04614_p2_L04_c	10	23	H		agree
04614_p2_L04_c	11	9	H		agree
04614_p2_L04_c	12	2	H		agree
04614_p2_L04_c	13	31	H		agree
04614_p2_L04_c	14	63	H		agree
04614_p2_L04_c	15	86	H		agree
04614_p2_L04_c	16	90	M		agree-flagged
04614_p2_L04_c	17	62	H		agree
04614_p2_L04_c	18	102	H		agree
04614_p2_L04_c	19	24	H		agree
04614_p2_L04_c	20	82	H		agree
04614_p2_L04_c	21	14	H		agree
04614_p2_L04_c	22	111	M	B:112	differ
04614_p2_L04_c	23	40	H		agree
04614_p2_L04_c	24	26	H		agree
04614_p2_L04_d	1	113	H		agree
04614_p2_L04_d	2	10	H		agree
04614_p2_L04_d	3	3	H		agree
04614_p2_L04_d	4	91	M		agree-flagged
04614_p2_L04_d	5	36	H		agree
04614_p2_L04_d	6	81	H		agree
04614_p2_L04_d	7	127	M	B:227	differ
04614_p2_L04_d	8	83	H		agree
04614_p2_L04_d	9	2	H		agree
04614_p2_L04_d	10	31	H		agree
04614_p2_L04_d	11	77	H		agree
04614_p2_L04_d	12	81	H		agree
04614_p2_L04_d	13	111	H		agree
04614_p2_L04_d	14	82	H		agree
04614_p2_L04_d	15	40	H		agree
04614_p2_L04_d	16	25	H		agree
04614_p2_L04_d	17	26	H		agree
04614_p2_L04_d	18	32	H		agree
04614_p2_L04_d	19	21	H		agree
04614_p2_L04_d	20	37	H		agree
04614_p2_L04_d	21	101	H		agree
04614_p2_L04_d	22	72	H		agree
04614_p2_L04_d	23	83	H		agree
04614_p2_L05_a	1	16	H		agree
04614_p2_L05_a	2	38	H		agree
04614_p2_L05_a	3	82	H		agree
04614_p2_L05_a	4	112	H		agree
04614_p2_L05_a	5	83	H		agree
04614_p2_L05_a	6	26	H		agree
04614_p2_L05_a	7	337	M		agree-flagged
04614_p2_L05_a	8	27	H		agree
04614_p2_L05_a	9	81	H		agree
04614_p2_L05_a	10	22	H		agree
04614_p2_L05_a	11	8	H		agree
04614_p2_L05_a	12	2	H		agree
04614_p2_L05_a	13	32	M	B:37	differ
04614_p2_L05_a	14	9	H		agree
04614_p2_L05_a	15	67	H		agree
04614_p2_L05_a	16	111	H		agree
04614_p2_L05_a	17	101	H		agree
04614_p2_L05_a	18	93	M		agree-flagged
04614_p2_L05_a	19	84	H		agree
04614_p2_L05_a	20	77	H		agree
04614_p2_L05_a	21	81	H		agree
04614_p2_L05_a	22	111	H		agree
04614_p2_L05_a	23	85	H		agree
04614_p2_L05_b	1	40	H		agree
04614_p2_L05_b	2	22	M	B:27	differ
04614_p2_L05_b	3	30	H		agree
04614_p2_L05_b	4	84	H		agree
04614_p2_L05_b	5	23	H		agree
04614_p2_L05_b	6	40	H		agree
04614_p2_L05_b	7	103	H		agree
04614_p2_L05_b	8	22	H		agree
04614_p2_L05_b	9	70	H		agree
04614_p2_L05_b	10	104	H		agree
04614_p2_L05_b	11	84	H		agree
04614_p2_L05_b	12	5	H		agree
04614_p2_L05_b	13	84	H		agree
04614_p2_L05_b	14	1	H		agree
04614_p2_L05_b	15	32	H		agree
04614_p2_L05_b	16	81	H		agree
04614_p2_L05_b	17	3	H		agree
04614_p2_L05_b	18	78	H		agree
04614_p2_L05_b	19	38	H		agree
04614_p2_L05_b	20	17	M		agree-flagged
04614_p2_L05_b	21	39	H		agree
04614_p2_L05_b	22	84	H		agree
04614_p2_L05_b	23	63	H		agree
04614_p2_L05_c	1	115	H		agree
04614_p2_L05_c	2	10	H		agree
04614_p2_L05_c	3	25	H		agree
04614_p2_L05_c	4	29	H		agree
04614_p2_L05_c	5	40	H		agree
04614_p2_L05_c	6	1	H		agree
04614_p2_L05_c	7	114	H		agree
04614_p2_L05_c	8	82	H		agree
04614_p2_L05_c	9	13	H		agree
04614_p2_L05_c	10	62	H		agree
04614_p2_L05_c	11	52	H		agree
04614_p2_L05_c	12	83	H		agree
04614_p2_L05_c	13	21	H		agree
04614_p2_L05_c	14	61	H		agree
04614_p2_L05_c	15	39	H		agree
04614_p2_L05_c	16	4	M	B:9	differ
04614_p2_L05_c	17	127	M		agree-flagged
04614_p2_L05_c	18	9	M		agree-flagged
04614_p2_L05_c	19	102	H		agree
04614_p2_L05_c	20	27	H		agree
04614_p2_L05_c	21	81	H		agree
04614_p2_L05_c	22	2	H		agree
04614_p2_L05_d	1	31	H		agree
04614_p2_L05_d	2	102	H		agree
04614_p2_L05_d	3	82	H		agree
04614_p2_L05_d	4	21	H		agree
04614_p2_L05_d	5	15	H		agree
04614_p2_L05_d	6	10	H		agree
04614_p2_L05_d	7	40	H		agree
04614_p2_L05_d	8	22	H		agree
04614_p2_L05_d	9	113	H		agree
04614_p2_L05_d	10	83	H		agree
04614_p2_L05_d	11	39	H		agree
04614_p2_L05_d	12	22	H		agree
04614_p2_L05_d	13	102	H		agree
04614_p2_L05_d	14	92	M		agree-flagged
04614_p2_L05_d	15	26	H		agree
04614_p2_L05_d	16	31	H		agree
04614_p2_L05_d	17	104	H		agree
04614_p2_L05_d	18	118	H		agree
04614_p2_L05_d	19	82	H		agree
04614_p2_L05_d	20	17	H		agree
04614_p2_L05_d	21	40	H		agree
04614_p2_L05_d	22	82	H		agree
04614_p2_L05_d	23	18	M	B:-	gap
04614_p2_L06_a	1	71	H		agree
04614_p2_L06_a	2	82	H		agree
04614_p2_L06_a	3	74	H		agree
04614_p2_L06_a	4	10	H		agree
04614_p2_L06_a	5	2	H		agree
04614_p2_L06_a	6	32	H		agree
04614_p2_L06_a	7	83	H		agree
04614_p2_L06_a	8	3	H		agree
04614_p2_L06_a	9	33	H		agree
04614_p2_L06_a	10	87	H		agree
04614_p2_L06_a	11	28	H		agree
04614_p2_L06_a	12	9	H		agree
04614_p2_L06_a	13	4	M	B:9	differ
04614_p2_L06_a	14	35	H		agree
04614_p2_L06_a	15	76	H		agree
04614_p2_L06_a	16	81	H		agree
04614_p2_L06_a	17	72	H		agree
04614_p2_L06_a	18	82	H		agree
04614_p2_L06_a	19	111	H		agree
04614_p2_L06_a	20	112	H		agree
04614_p2_L06_a	21	61	H		agree
04614_p2_L06_a	22	12	H		agree
04614_p2_L06_a	23	10	H		agree
04614_p2_L06_a	24	40	H		agree
04614_p2_L06_a	25	21	H		agree
04614_p2_L06_b	1	w:autant	H		agree
04614_p2_L06_b	2	w:sera	H		agree
04614_p2_L06_b	3	w:requis	M	B:w:recquis	differ
04614_p2_L06_b	4	w:que	H		agree
04614_p2_L06_b	5	w:nous	H		agree
04614_p2_L06_b	6	w:aions	M	B:w:aiyons	differ
04614_p2_L06_b	7	w:quelque	H		agree
04614_p2_L06_b	8	10	H		agree
04614_p2_L06_b	9	68	M		agree-flagged
04614_p2_L06_b	10	111	H		agree
04614_p2_L06_b	11	102	H		agree
04614_p2_L06_b	12	91	M		agree-flagged
04614_p2_L06_b	13	61	H		agree
04614_p2_L06_b	14	33	H		agree
04614_p2_L06_b	15	103	H		agree
04614_p2_L06_b	16	9	H		agree
04614_p2_L06_b	17	4	H		agree
04614_p2_L06_b	18	77	H		agree
04614_p2_L06_b	19	82	H		agree
04614_p2_L06_c	1	40	H		agree
04614_p2_L06_c	2	10	H		agree
04614_p2_L06_c	3	36	H		agree
04614_p2_L06_c	4	30	H		agree
04614_p2_L06_c	5	81	H		agree
04614_p2_L06_c	6	31	H		agree
04614_p2_L06_c	7	77	H		agree
04614_p2_L06_c	8	84	H		agree
04614_p2_L06_c	9	79	M		agree-flagged
04614_p2_L06_c	10	101	M	B:104	differ
04614_p2_L06_c	11	71	H		agree
04614_p2_L06_c	12	34	M	B:32	differ
04614_p2_L06_c	13	26	M	B:28	differ
04614_p2_L06_c	14	82	H		agree
04614_p2_L06_c	15	27	H		agree
04614_p2_L06_c	16	32	H		agree
04614_p2_L06_c	17	63	H		agree
04614_p2_L06_c	18	39	H		agree
04614_p2_L06_c	19	29	H		agree
04614_p2_L06_c	20	112	H		agree
04614_p2_L06_c	21	65	H		agree
04614_p2_L06_c	22	28	H		agree
04614_p2_L06_c	23	9	H		agree
04614_p2_L06_c	24	118	H		agree
04614_p2_L06_d	1	H	M	A:-	gap
04614_p2_L06_d	2	11	M		agree-flagged
04614_p2_L06_d	3	62	H		agree
04614_p2_L06_d	4	21	H		agree
04614_p2_L06_d	5	119	H		agree
04614_p2_L06_d	6	82	H		agree
04614_p2_L06_d	7	13	H		agree
04614_p2_L06_d	8	10	H		agree
04614_p2_L06_d	9	40	H		agree
04614_p2_L06_d	10	25	H		agree
04614_p2_L06_d	11	H	M	A:-	gap
04614_p2_L06_d	12	14	H		agree
04614_p2_L06_d	13	61	H		agree
04614_p2_L06_d	14	53	M		agree-flagged
04614_p2_L06_d	15	83	H		agree
04614_p2_L06_d	16	29	M	B:24	differ
04614_p2_L06_d	17	113	H		agree
04614_p2_L06_d	18	81	H		agree
04614_p2_L06_d	19	12	H		agree
04614_p2_L06_d	20	21	H		agree
04614_p2_L06_d	21	82	H		agree
04614_p2_L06_d	22	120	H		agree
04614_p2_L06_d	23	101	H		agree
04614_p2_L06_d	24	83	H		agree
04614_p2_L06_d	25	22	H		agree
04614_p2_L06_d	26	120	H		agree
04614_p2_L06_d	27	6	H		agree
04614_p2_L06_d	28	101	H		agree
04614_p2_L06_d	29	27	H		agree
04614_p2_L07_a	1	1	H		agree
04614_p2_L07_a	2	82	H		agree
04614_p2_L07_a	3	30	H		agree
04614_p2_L07_a	4	71	M	B:72	differ
04614_p2_L07_a	5	61	H		agree
04614_p2_L07_a	6	36	H		agree
04614_p2_L07_a	7	22	H		agree
04614_p2_L07_a	8	6	H		agree
04614_p2_L07_a	9	116	H		agree
04614_p2_L07_a	10	10	H		agree
04614_p2_L07_a	11	5	H		agree
04614_p2_L07_a	12	26	H		agree
04614_p2_L07_a	13	35	H		agree
04614_p2_L07_a	14	84	H		agree
04614_p2_L07_a	15	23	H		agree
04614_p2_L07_a	16	12	H		agree
04614_p2_L07_a	17	111	H		agree
04614_p2_L07_a	18	40	M	B:90	differ
04614_p2_L07_a	19	26	H		agree
04614_p2_L07_a	20	100	M		agree-flagged
04614_p2_L07_a	21	9	H		agree
04614_p2_L07_a	22	27	H		agree
04614_p2_L07_a	23	33	H		agree
04614_p2_L07_a	24	76	H		agree
04614_p2_L07_a	25	82	H		agree
04614_p2_L07_b	1	2	M	A:-	gap
04614_p2_L07_b	2	116	H		agree
04614_p2_L07_b	3	40	H		agree
04614_p2_L07_b	4	102	H		agree
04614_p2_L07_b	5	2	H		agree
04614_p2_L07_b	6	56	H		agree
04614_p2_L07_b	7	81	H		agree
04614_p2_L07_b	8	129	M		agree-flagged
04614_p2_L07_b	9	103	H		agree
04614_p2_L07_b	10	111	H		agree
04614_p2_L07_b	11	113	H		agree
04614_p2_L07_b	12	82	H		agree
04614_p2_L07_b	13	86	H		agree
04614_p2_L07_b	14	112	H		agree
04614_p2_L07_b	15	10	H		agree
04614_p2_L07_b	16	21	H		agree
04614_p2_L07_b	17	85	H		agree
04614_p2_L07_b	18	104	H		agree
04614_p2_L07_b	19	1	H		agree
04614_p2_L07_b	20	77	H		agree
04614_p2_L07_b	21	61	H		agree
04614_p2_L07_b	22	111	H		agree
04614_p2_L07_b	23	117	H		agree
04614_p2_L07_b	24	64	H		agree
04614_p2_L07_c	1	91	M		agree-flagged
04614_p2_L07_c	2	2	H		agree
04614_p2_L07_c	3	103	H		agree
04614_p2_L07_c	4	81	H		agree
04614_p2_L07_c	5	12	H		agree
04614_p2_L07_c	6	61	M	B:62	differ
04614_p2_L07_c	7	22	H		agree
04614_p2_L07_c	8	62	H		agree
04614_p2_L07_c	9	101	H		agree
04614_p2_L07_c	10	2	H		agree
04614_p2_L07_c	11	26	H		agree
04614_p2_L07_c	12	102	H		agree
04614_p2_L07_c	13	103	H		agree
04614_p2_L07_c	14	82	H		agree
04614_p2_L07_c	15	26	H		agree
04614_p2_L07_c	16	12	H		agree
04614_p2_L07_c	17	83	H		agree
04614_p2_L07_c	18	23	H		agree
04614_p2_L07_c	19	84	H		agree
04614_p2_L07_c	20	16	M		agree-flagged
04614_p2_L07_c	21	40	H		agree
04614_p2_L07_c	22	85	H		agree
04614_p2_L07_c	23	112	H		agree
04614_p2_L07_c	24	81	H		agree
04614_p2_L07_c	25	28	H		agree
04614_p2_L07_d	1	85	H		agree
04614_p2_L07_d	2	27	H		agree
04614_p2_L07_d	3	31	M	B:32	differ
04614_p2_L07_d	4	62	H		agree
04614_p2_L07_d	5	28	H		agree
04614_p2_L07_d	6	32	H		agree
04614_p2_L07_d	7	29	H		agree
04614_p2_L07_d	8	9	H		agree
04614_p2_L07_d	9	82	H		agree
04614_p2_L07_d	10	86	H		agree
04614_p2_L07_d	11	81	H		agree
04614_p2_L07_d	12	22	H		agree
04614_p2_L07_d	13	10	H		agree
04614_p2_L07_d	14	2	H		agree
04614_p2_L07_d	15	33	H		agree
04614_p2_L07_d	16	61	H		agree
04614_p2_L07_d	17	40	H		agree
04614_p2_L07_d	18	111	H		agree
04614_p2_L07_d	19	72	H		agree
04614_p2_L07_d	20	37	H		agree
04614_p2_L07_d	21	4	H		agree
04614_p2_L07_d	22	81	H		agree
04614_p2_L07_d	23	77	H		agree
04614_p2_L07_d	24	101	H		agree
04614_p2_L07_d	25	9	M	B:90	differ
04614_p2_L08_a	1	88	H		agree
04614_p2_L08_a	2	102	H		agree
04614_p2_L08_a	3	71	H		agree
04614_p2_L08_a	4	75	H		agree
04614_p2_L08_a	5	40	H		agree
04614_p2_L08_a	6	112	H		agree
04614_p2_L08_a	7	32	H		agree
04614_p2_L08_a	8	83	H		agree
04614_p2_L08_a	9	121	H		agree
04614_p2_L08_a	10	142	M		agree-flagged
