line	box	pos	x	y	w	h	code	dist	share	cluster_code	marks
2	c1_02_003	3	83	122	23	22	PCT	5.181	1.00	PCT	
2	c1_02_004	4	114	122	13	20	MISC-17	5.425	0.43	PCT	
2	c1_02_005	5	144	120	16	23	DELTA-TAIL	6.233	0.23	MISC-33	
2	c1_02_006	6	165	119	11	21	MISC-21	6.574	0.41	MISC-87	
2	c1_02_007	7	183	121	16	29	TRIPOD	3.759	0.65	TRIPOD	M-RING
2	c1_02_008	8	204	125	21	20	X	7.093	1.00	X	
2	c1_02_009	9	220	119	10	13	X	6.528	0.44	CIRC-TAIL	
2	c1_02_010	10	238	117	30	26	MISC-31	4.731	0.80	MISC-31	
2	c1_02_011	11	274	125	26	18	WAVE	6.642	0.22	MISC-20	
2	c1_02_012	12	317	132	16	14	X	3.869	0.81	X	M-TILDE
2	c1_02_013	13	340	123	22	24	MISC-05	2.283	1.00	MISC-05	
2	c1_02_014	14	368	123	25	24	MISC-67	6.096	0.40	MISC-13	
2	c1_02_015	15	396	122	22	23	Y-CURL	5.676	0.41	Y-CURL	
2	c1_02_016	16	429	118	70	26	MISC-29	5.659	0.61	MISC-29	
2	c1_02_017	17	510	123	16	21	X	5.078	1.00	X	
2	c1_02_018	18	531	125	22	19	PCT	4.344	0.60	PCT	
2	c1_02_019	19	562	127	18	24	MISC-05	3.762	1.00	MISC-05	
2	c1_02_020	20	590	122	20	25	MISC-13	6.829	0.60	CRESCENT	
2	c1_02_021	21	619	132	16	14	X	4.720	0.41	MISC-17	MISC-M16
3	c1_03_001	1	0	187	2	16	BAR-THIN	1.988	1.00	BAR-THIN	
3	c1_03_002	2	5	187	14	18	X	4.421	1.00	X	
3	c1_03_003	3	22	197	6	7	BAR-SOLID	3.243	0.41	MISC-55	
3	c1_03_004	4	29	178	17	26	DELTA-TAIL	4.721	0.82	DELTA-TAIL	
3	c1_03_005	5	51	180	23	22	WAVE	6.439	0.60	WAVE	
3	c1_03_006	6	68	187	30	21	_	7.000	0.41	MISC-00	
3	c1_03_007	7	103	183	13	24	X	4.736	0.60	X	
3	c1_03_008	8	113	194	10	11	MISC-80	7.220	0.60	MISC-80	M-SLASH-SM
3	c1_03_009	9	125	187	14	13	EYE-DOT	4.080	0.62	GEAR-DOT	
3	c1_03_010	10	145	186	14	28	X	6.060	0.81	X	
3	c1_03_011	11	164	187	13	19	LOOP-TAIL	5.537	0.61	LOOP-TAIL	
3	c1_03_012	12	183	185	15	23	Y-CURL	4.821	0.40	PCT	
3	c1_03_013	13	196	197	6	7	BAR-SOLID	3.755	0.80	BAR-SOLID	
3	c1_03_014	14	206	185	26	19	_	5.260	0.43	TRIDENT	M-RING
3	c1_03_015	15	240	183	21	22	MISC-41	6.018	0.21	PCT	
3	c1_03_016	16	268	179	18	27	MISC-21	5.959	0.42	MISC-71	
3	c1_03_017	17	295	167	22	43	PHI	5.956	0.81	MISC-35	
3	c1_03_018	18	317	192	11	12	_	3.654	0.42	EYE-DOT	M-DOT-FLAG
3	c1_03_019	19	334	180	25	26	MISC-31	5.467	0.81	MISC-31	
3	c1_03_020	20	368	181	17	23	TRIPOD	4.533	0.41	TRIPOD	M-LOOP-SM
3	c1_03_021	21	395	191	23	9	DASH-H	4.841	0.54	DASH-H	M-TILDE
3	c1_03_022	22	425	179	21	27	MISC-82	6.062	0.21	MISC-21	
3	c1_03_023	23	439	181	42	53	_	5.790	0.40	MISC-79	
3	c1_03_024	24	483	186	19	18	_	6.647	0.39	MISC-46	
3	c1_03_025	25	505	179	13	25	NOTE	4.538	0.62	NOTE	
3	c1_03_026	26	524	168	20	38	PHI	4.180	0.63	PHI	
3	c1_03_027	27	541	197	6	8	BAR-SOLID	3.537	0.82	BAR-SOLID	
3	c1_03_028	28	558	183	21	23	PCT	5.664	0.58	PCT	
3	c1_03_029	29	588	184	27	22	MISC-36	6.186	0.21	MISC-31	
4	c1_04_001	1	0	239	19	26	MISC-30	7.836	0.21	MISC-67	
4	c1_04_002	2	24	234	24	35	MISC-36	7.270	0.41	MISC-06	
4	c1_04_003	3	51	238	14	27	DELTA-TAIL	5.853	0.60	DELTA-TAIL	
4	c1_04_004	4	68	261	10	14	_	4.640	0.63	CIRC-TAIL	
4	c1_04_005	5	79	244	12	22	LOOP-TAIL	5.400	0.61	LOOP-TAIL	
4	c1_04_006	6	99	242	7	23	BAR-THIN	3.234	1.00	BAR-THIN	
4	c1_04_007	7	115	246	21	30	VENUS	6.026	0.42	RHO	
4	c1_04_008	8	141	240	20	27	VEE	5.712	0.59	VEE	
4	c1_04_009	9	168	222	28	46	PHI	6.220	0.61	MISC-83	
4	c1_04_010	10	202	241	19	27	HOOK-L	5.054	1.00	HOOK-L	
4	c1_04_011	11	220	252	18	4	DASH-H	5.500	0.59	DASH-H	
4	c1_04_012	12	242	243	14	28	VENUS	6.172	0.22	MISC-03	
4	c1_04_013	13	263	242	26	27	PCT	4.284	1.00	PCT	
4	c1_04_014	14	300	241	31	26	WAVE	5.126	0.59	WAVE	
4	c1_04_015	15	335	242	30	28	MISC-67	7.055	0.40	MISC-67	
4	c1_04_016	16	370	236	17	32	MISC-87	6.592	0.21	MISC-87	
4	c1_04_017	17	391	242	23	27	_	6.917	0.40	MISC-36	
4	c1_04_018	18	417	245	21	25	X	6.271	0.58	X	
4	c1_04_019	19	445	240	32	27	MISC-24	5.463	0.41	MISC-30	
4	c1_04_020	20	484	236	23	34	MISC-36	6.491	0.21	VENUS	
4	c1_04_021	21	515	239	29	33	MISC-13	6.686	0.22	MISC-43	
4	c1_04_022	22	550	241	20	29	TRIPOD	4.165	0.83	TRIPOD	MISC-M12
4	c1_04_023	23	584	249	30	21	MISC-31	6.243	0.81	MISC-31	
5	c1_05_001	1	0	304	26	28	PCT	6.109	1.00	PCT	
5	c1_05_002	2	35	322	5	10	BAR-SERIF	4.491	1.00	BAR-SERIF	M-DASH-H
5	c1_05_003	3	44	321	4	10	BAR-SERIF	5.183	0.81	BAR-SERIF	
5	c1_05_004	4	62	305	15	29	X	6.261	0.40	Y-CURL	
5	c1_05_005	5	80	306	17	28	TRIPOD	4.233	0.81	TRIPOD	M-RING
5	c1_05_006	6	106	302	23	31	MISC-30	5.822	0.40	MISC-30	
5	c1_05_007	7	142	306	17	27	_	3.669	0.53	X	M-TICK-V
5	c1_05_008	8	160	311	18	25	CROSS-T	5.799	0.60	CROSS-T	
5	c1_05_009	9	188	307	24	26	Y-CURL	5.855	0.62	Y-CURL	
5	c1_05_010	10	222	313	27	20	MISC-67	5.711	0.42	MISC-67	
5	c1_05_011	11	259	310	15	26	PHI	5.973	0.42	DELTA-TAIL	
5	c1_05_012	12	275	297	34	57	_	5.790	0.39	MISC-79	
5	c1_05_013	13	307	321	12	16	X	4.401	0.39	X	
5	c1_05_014	14	320	306	22	28	Y-CURL	5.501	0.42	Y-CURL	
5	c1_05_015	15	337	320	13	13	X	5.286	0.81	X	
5	c1_05_016	16	359	309	25	23	PCT	5.830	0.60	PCT	
5	c1_05_017	17	401	299	23	39	PHI	5.811	0.39	MISC-06	
5	c1_05_018	18	463	322	6	9	BAR-SERIF	4.511	0.78	BAR-SERIF	M-RING|M-DASH-H
5	c1_05_019	19	472	321	5	9	BAR-SOLID	3.717	0.42	BAR-SOLID	
5	c1_05_020	20	490	305	30	27	MISC-30	6.540	0.60	MISC-07	M-SLASH-SM
5	c1_05_021	21	534	309	25	26	_	6.431	0.43	Y-CURL	
5	c1_05_022	22	574	312	18	22	X	4.051	0.79	X	M-DOT
5	c1_05_023	23	600	302	18	30	DELTA-TAIL	5.416	0.41	MISC-13	
6	c1_06_001	1	0	366	24	30	MISC-13	6.685	0.40	PCT	M-TICK-V
6	c1_06_002	2	35	372	17	29	LOOP-TAIL	4.920	0.64	LOOP-TAIL	
6	c1_06_003	3	63	379	14	18	X	4.703	1.00	X	M-TILDE
6	c1_06_004	4	96	370	32	28	MISC-31	4.697	0.37	MISC-67	
6	c1_06_005	5	135	371	18	36	X	5.448	0.61	X	
6	c1_06_006	6	164	374	17	24	MISC-05	3.215	0.80	MISC-05	M-RING
6	c1_06_007	7	195	381	14	18	MISC-33	5.853	0.41	CRESCENT	M-LOOP-SM|M-TICK-V
6	c1_06_008	8	217	369	16	26	_	3.750	0.54	PCT	M-TICK-V
6	c1_06_009	9	227	382	13	16	X	3.138	1.00	X	
6	c1_06_010	10	244	366	27	32	MISC-43	5.877	0.41	MISC-43	
6	c1_06_011	11	275	371	27	34	MISC-76	6.083	0.40	MISC-76	
6	c1_06_012	12	315	384	12	12	_	4.440	0.39	CIRC-TAIL	M-DASH-H|M-DASH-H
6	c1_06_013	13	342	370	20	31	_	3.949	0.79	Y-CURL	
6	c1_06_014	14	358	387	8	11	BAR-SOLID	6.261	0.42	CIRC-TAIL	
6	c1_06_015	15	372	369	17	27	MISC-13	5.201	0.62	MISC-13	
6	c1_06_016	16	400	382	13	16	MISC-17	3.884	0.62	MISC-17	M-DASH-H
6	c1_06_017	17	424	360	15	46	PHI	6.404	0.81	PHI	
6	c1_06_018	18	450	382	16	16	MISC-17	3.884	0.45	MISC-17	M-DASH-H
