line	box	pos	x	y	w	h	code	dist	share	cluster_code	marks
2	c2b_02_011	11	582	114	36	32	MISC-30	5.593	0.41	MISC-07	
2	c2b_02_012	12	618	106	90	40	MISC-29	5.553	0.61	MISC-29	M-TICK-V
2	c2b_02_013	13	702	129	12	14	CIRC-TAIL	8.092	0.39	CIRC-TAIL	
2	c2b_02_014	14	709	118	18	23	X	5.959	0.40	X	
2	c2b_02_015	15	736	119	22	24	MISC-05	3.410	1.00	MISC-05	M-DASH-H
2	c2b_02_016	16	763	114	33	31	_	7.431	0.40	MISC-07	M-TICK-V|M-DOT-FLAG
2	c2b_02_017	17	800	107	23	33	MISC-13	4.650	0.58	MISC-13	
2	c2b_02_018	18	825	111	29	29	X	5.277	0.61	X	M-TICK-V
2	c2b_02_019	19	860	106	41	34	MISC-31	5.534	0.57	MISC-31	M-RING|M-DASH-H
2	c2b_02_020	20	906	114	22	26	X	4.062	0.82	X	M-RING|M-DASH-H
2	c2b_02_021	21	943	129	7	9	MISC-55	4.192	1.00	MISC-55	
2	c2b_02_022	22	952	129	8	9	BAR-SOLID	4.124	1.00	BAR-SOLID	M-DASH-H|M-TILDE
2	c2b_02_023	23	963	128	8	9	MISC-55	4.566	0.60	MISC-55	M-DASH-H
2	c2b_02_024	24	1022	112	23	36	Y-CURL	3.955	0.49	Y-CURL	
2	c2b_02_025	25	1085	127	11	10	MISC-55	5.485	0.40	MISC-32	
2	c2b_02_026	26	1098	133	5	29	BAR-THIN	6.045	0.80	MISC-50	
3	c2b_03_001	1	132	186	21	29	MISC-82	5.514	0.21	MISC-30	
3	c2b_03_002	2	156	186	18	38	_	5.227	0.59	X	
3	c2b_03_003	3	177	188	21	29	MISC-13	5.663	0.38	MISC-13	
3	c2b_03_004	4	206	192	20	25	_	6.558	0.40	MISC-40	
3	c2b_03_005	5	230	196	14	22	_	4.010	1.00	X	
3	c2b_03_006	6	256	193	5	23	BAR-THIN	4.472	1.00	BAR-THIN	
3	c2b_03_007	7	267	192	25	25	MISC-13	6.750	0.40	MISC-13	
3	c2b_03_008	8	294	197	17	16	CIRC-O	5.519	0.62	CIRC-O	
3	c2b_03_009	9	318	196	22	34	Y-CURL	5.978	0.41	X	MISC-M12|MISC-M12|M-DOT
3	c2b_03_010	10	348	197	21	22	X	4.154	0.76	X	M-TICK-V
3	c2b_03_011	11	375	196	22	22	MISC-78	7.076	0.43	MISC-78	
3	c2b_03_012	12	401	181	78	56	SUN	5.800	0.63	SUN	
3	c2b_03_013	13	480	193	17	27	_	4.713	0.60	X	
3	c2b_03_014	14	499	184	20	35	LOOP-TAIL	4.720	0.82	LOOP-TAIL	
3	c2b_03_015	15	523	191	29	25	MISC-37	5.880	0.40	MISC-37	M-DOT-FLAG
3	c2b_03_016	16	561	188	23	32	MISC-05	5.861	0.21	MISC-07	
3	c2b_03_017	17	595	187	23	28	_	6.699	0.61	MISC-21	
3	c2b_03_018	18	624	192	21	27	X	6.966	1.00	X	
3	c2b_03_019	19	653	190	31	26	X	6.466	0.42	TRIDENT	
3	c2b_03_020	20	698	188	19	25	VEE	5.956	0.60	VEE	M-RING
3	c2b_03_021	21	729	190	23	27	DELTA-TAIL	7.120	0.40	CRESCENT	
3	c2b_03_022	22	760	189	23	29	MISC-82	5.910	0.40	MISC-07	
3	c2b_03_023	23	786	183	39	35	AMP	4.765	1.00	AMP	
3	c2b_03_024	24	836	180	37	29	WAVE	4.578	0.63	WAVE	
3	c2b_03_025	25	880	185	29	32	PCT	4.284	0.60	PCT	
3	c2b_03_026	26	916	183	28	31	Y-CURL	6.177	0.41	Y-CURL	
3	c2b_03_027	27	941	202	11	10	MISC-55	4.104	0.55	MISC-55	
3	c2b_03_028	28	963	194	14	12	EYE-DOT	5.423	0.42	GEAR-DOT	M-DASH-H
3	c2b_03_029	29	979	194	17	19	X	4.960	0.43	MISC-80	
3	c2b_03_030	30	1006	183	24	29	_	6.464	0.21	HOOK-L	M-SLASH-SM|M-DASH-H
3	c2b_03_031	31	1054	173	26	41	LOOP-TAIL	4.720	0.45	LOOP-TAIL	
4	c2b_04_001	1	126	262	26	32	Y-CURL	5.159	0.43	Y-CURL	
4	c2b_04_002	2	147	284	10	8	MISC-32	5.943	0.60	MISC-32	
4	c2b_04_003	3	160	265	16	27	LOOP-TAIL	5.299	0.60	LOOP-TAIL	
4	c2b_04_004	4	184	263	16	32	X	4.536	0.61	X	
4	c2b_04_005	5	206	269	20	20	MISC-05	6.607	0.40	MISC-40	M-RING
4	c2b_04_006	6	249	261	43	35	MISC-31	5.342	1.00	MISC-31	
4	c2b_04_007	7	306	269	21	23	GEAR-DOT	6.954	0.20	MISC-46	MISC-M12
4	c2b_04_008	8	344	255	25	36	DELTA-TAIL	5.066	0.61	DELTA-TAIL	
4	c2b_04_009	9	370	259	50	36	MISC-07	5.990	0.40	MISC-30	
4	c2b_04_010	10	425	265	24	29	VEE	4.155	0.62	VEE	M-RING
4	c2b_04_011	11	467	266	18	29	X	6.171	0.39	Y-CURL	
4	c2b_04_012	12	499	265	23	29	X	4.811	0.79	X	M-TICK-V
4	c2b_04_013	13	536	260	38	32	MISC-31	6.141	0.80	MISC-31	
4	c2b_04_014	14	583	284	12	20	_	5.163	0.82	MISC-75	
4	c2b_04_015	15	602	267	20	27	X	3.979	0.80	X	M-DOT
4	c2b_04_016	16	629	268	29	27	PCT	5.440	1.00	PCT	
4	c2b_04_017	17	667	265	31	20	_	3.805	0.54	WAVE	
4	c2b_04_018	18	704	257	20	31	DELTA-TAIL	4.286	0.82	DELTA-TAIL	
4	c2b_04_019	19	735	257	27	30	X	6.949	0.40	MISC-41	
4	c2b_04_020	20	772	267	19	21	_	5.665	0.24	CIRC-O	MISC-M14
4	c2b_04_021	21	801	264	24	33	X	5.456	0.81	X	
4	c2b_04_022	22	836	263	22	26	VEE	4.155	0.80	VEE	M-SLASH-SM|M-TICK-V
4	c2b_04_023	23	873	260	22	29	_	6.106	0.41	Y-CURL	
4	c2b_04_024	24	913	257	39	32	MISC-31	5.421	0.80	MISC-31	
4	c2b_04_025	25	960	263	17	24	MISC-05	3.138	0.56	X	M-DOT
4	c2b_04_026	26	987	263	28	24	PCT	5.985	0.40	MISC-00	
4	c2b_04_027	27	1019	255	35	33	MISC-30	5.593	0.57	MISC-30	
4	c2b_04_028	28	1066	263	22	26	MISC-33	5.959	0.39	MISC-33	
5	c2b_05_001	1	128	328	29	47	LOOP-TAIL	5.720	0.61	MISC-76	
5	c2b_05_002	2	163	327	34	47	MISC-76	6.096	0.61	MISC-76	
5	c2b_05_003	3	206	334	20	32	DELTA-TAIL	5.143	1.00	DELTA-TAIL	
5	c2b_05_004	4	242	340	42	32	_	6.560	0.40	PCT	
5	c2b_05_005	5	295	337	43	24	WAVE	5.545	0.61	WAVE	
5	c2b_05_006	6	343	324	26	39	PHI	5.259	1.00	PHI	
5	c2b_05_007	7	376	344	23	29	VENUS	5.966	0.58	VENUS	
5	c2b_05_008	8	407	340	31	26	X	5.788	0.40	MISC-24	
5	c2b_05_009	9	450	343	31	21	MISC-24	6.099	0.60	MISC-24	
5	c2b_05_010	10	491	339	29	31	AMP	4.929	0.64	AMP	
5	c2b_05_011	11	531	339	32	11	DASH-H	6.741	0.58	WAVE	
5	c2b_05_012	12	771	337	27	25	PCT	6.099	0.80	PCT	
5	c2b_05_013	13	806	336	50	29	MISC-24	6.193	0.40	MISC-29	
5	c2b_05_014	14	862	340	23	29	_	5.518	0.38	LOOP-TAIL	
5	c2b_05_015	15	894	329	19	37	_	5.129	0.43	MISC-36	
5	c2b_05_016	16	923	329	16	36	HOOK-L	4.234	0.63	HOOK-L	
5	c2b_05_017	17	936	329	13	34	HOOK-L	4.032	0.61	HOOK-L	
5	c2b_05_018	18	953	338	18	15	CIRC-O	5.694	0.60	CIRC-O	
5	c2b_05_019	19	981	337	19	23	X	3.745	0.80	X	MISC-M12
5	c2b_05_020	20	1008	334	23	24	MISC-05	3.527	0.81	MISC-05	
5	c2b_05_021	21	1026	347	14	12	EYE-DOT	5.904	0.40	CIRC-TAIL	
5	c2b_05_022	22	1043	330	38	30	MISC-37	6.505	0.43	MISC-37	
5	c2b_05_023	23	1101	353	2	21	BAR-THIN	1.988	1.00	BAR-THIN	
6	c2b_06_001	1	152	415	29	15	WAVE	6.883	0.61	WAVE	
6	c2b_06_002	2	161	427	15	13	EYE-DOT	4.934	0.60	GEAR-DOT	
6	c2b_06_003	3	184	413	15	30	X	5.918	0.59	MISC-87	
6	c2b_06_004	4	205	404	22	39	_	6.016	0.61	MISC-21	
6	c2b_06_005	5	230	416	15	25	X	7.272	0.40	X	
6	c2b_06_006	6	246	412	23	25	X	3.835	1.00	X	M-DOT
6	c2b_06_007	7	282	406	20	39	PHI	4.624	1.00	PHI	
6	c2b_06_008	8	310	414	25	25	MISC-81	6.425	0.43	MISC-81	
6	c2b_06_009	9	351	412	22	27	_	6.425	0.21	MISC-33	
6	c2b_06_010	10	380	414	24	28	CROSS-T	4.822	0.57	CROSS-T	
6	c2b_06_011	11	414	419	23	37	_	4.030	0.82	MISC-06	
6	c2b_06_012	12	449	415	42	26	WAVE	4.758	0.60	WAVE	
6	c2b_06_013	13	502	417	21	23	X	4.062	0.62	X	M-DOT
6	c2b_06_014	14	534	408	13	32	MISC-50	6.904	0.60	MISC-50	
6	c2b_06_015	15	608	413	31	26	X	5.655	0.39	CROSS-T	M-DOT
6	c2b_06_016	16	653	409	32	28	MISC-07	7.080	0.40	MISC-71	
6	c2b_06_017	17	693	413	19	31	X	5.456	0.61	X	M-DOT
6	c2b_06_018	18	720	417	17	29	_	5.518	0.59	LOOP-TAIL	
6	c2b_06_019	19	744	411	36	22	MISC-20	5.329	0.60	WAVE	
6	c2b_06_020	20	783	411	24	26	PCT	3.744	0.82	PCT	
6	c2b_06_021	21	798	425	19	13	X	7.122	0.40	MISC-32	
6	c2b_06_022	22	826	403	18	40	PHI	4.207	1.00	PHI	
6	c2b_06_023	23	849	411	32	26	NOTE	6.561	0.21	MISC-11	
6	c2b_06_024	24	891	409	24	28	X	4.047	0.82	X	M-LOOP-SM
6	c2b_06_025	25	926	419	21	18	MISC-17	6.307	0.42	X	MISC-M18|MISC-M12
6	c2b_06_026	26	956	409	36	24	MISC-37	6.505	0.42	MISC-37	
6	c2b_06_027	27	976	458	9	12	BAR-SERIF	4.445	0.61	BAR-SERIF	
6	c2b_06_028	28	987	456	10	11	BAR-SERIF	5.778	0.59	MISC-32	
6	c2b_06_029	29	997	412	35	41	MISC-43	7.340	0.41	MISC-37	M-DOT|M-TILDE
6	c2b_06_030	30	1040	402	40	33	PCT	6.242	0.21	MISC-30	
6	c2b_06_031	31	1101	430	2	9	BAR-THIN	5.076	0.56	BAR-THIN	
7	c2b_07_001	1	146	461	62	72	SUN	5.770	0.79	SUN	
7	c2b_07_002	2	218	499	18	28	VENUS	6.075	0.62	VENUS	M-DOT
7	c2b_07_003	3	241	488	22	31	CROSS-T	5.852	0.64	CROSS-T	
7	c2b_07_004	4	270	491	22	24	MISC-05	3.020	1.00	MISC-05	
7	c2b_07_005	5	304	485	18	34	HOOK-L	5.783	0.82	HOOK-L	
7	c2b_07_006	6	319	483	19	34	HOOK-L	5.368	0.81	HOOK-L	
7	c2b_07_007	7	330	497	29	8	DASH-H	5.393	0.82	DASH-H	
7	c2b_07_008	8	363	479	80	36	MISC-29	6.094	0.81	MISC-29	
7	c2b_07_009	9	459	490	19	22	X	4.497	0.61	X	
7	c2b_07_010	10	489	490	29	23	MISC-33	5.399	0.78	MISC-33	
7	c2b_07_011	11	521	486	23	27	Y-CURL	5.159	0.42	Y-CURL	
7	c2b_07_012	12	540	496	17	16	X	6.613	0.80	X	
7	c2b_07_013	13	564	488	25	26	MISC-54	6.725	0.20	MISC-33	
7	c2b_07_014	14	600	490	46	50	_	7.758	0.40	MISC-83	M-RING
7	c2b_07_015	15	645	486	66	71	MISC-60	9.303	0.40	MISC-60	M-RING
7	c2b_07_016	16	719	477	23	34	DELTA-TAIL	6.047	0.21	MISC-21	
7	c2b_07_017	17	752	486	22	24	MISC-05	3.059	0.61	X	M-TICK-V
7	c2b_07_018	18	782	496	16	14	X	4.731	0.41	CIRC-TAIL	M-TILDE
7	c2b_07_019	19	802	494	15	15	CIRC-TAIL	5.462	0.62	CIRC-TAIL	
7	c2b_07_020	20	834	483	26	27	MISC-41	7.942	0.39	MISC-41	
7	c2b_07_021	21	865	484	19	32	LOOP-TAIL	4.920	0.83	LOOP-TAIL	
7	c2b_07_022	22	892	486	16	23	CRESCENT	5.572	0.61	CRESCENT	
7	c2b_07_023	23	913	486	39	32	X	6.315	0.41	X	M-TICK-V|M-TICK-V
7	c2b_07_024	24	959	473	38	41	MISC-36	5.670	0.44	MISC-30	
7	c2b_07_025	25	1006	483	40	26	MISC-31	5.051	0.39	MISC-24	
7	c2b_07_026	26	1055	469	21	58	MISC-79	5.781	0.22	MISC-79	M-DASH-H
8	c2b_08_001	1	292	561	37	40	MISC-67	6.181	0.21	MISC-07	M-RING
8	c2b_08_002	2	335	553	21	33	DELTA-TAIL	4.286	1.00	DELTA-TAIL	
8	c2b_08_003	3	362	565	21	23	_	6.333	0.60	MISC-46	M-DOT
8	c2b_08_004	4	387	563	33	25	TRIDENT	5.051	0.59	TRIDENT	
8	c2b_08_005	5	421	565	30	26	PCT	4.840	0.60	PCT	
8	c2b_08_006	6	460	565	24	25	MISC-46	7.076	0.57	MISC-78	
8	c2b_08_007	7	492	568	19	21	VEE	6.058	0.81	VEE	M-TICK-V
8	c2b_08_008	8	523	568	23	23	_	7.320	0.60	X	
8	c2b_08_009	9	550	566	21	23	_	4.490	0.41	PCT	
8	c2b_08_010	10	579	555	14	21	MISC-17	5.264	0.59	MISC-17	
8	c2b_08_011	11	586	574	14	13	GEAR-DOT	4.080	0.62	EYE-DOT	
8	c2b_08_012	12	606	555	95	74	MISC-60	7.462	0.59	MISC-60	M-TICK-V|M-TICK-V
8	c2b_08_013	13	705	568	28	29	MISC-11	6.276	0.23	MISC-11	M-DOT|M-DOT
9	c2b_09_001	1	94	652	6	12	BAR-SERIF	3.406	0.82	BAR-SERIF	
9	c2b_09_002	2	95	719	15	13	X	5.806	0.39	MISC-17	
9	c2b_09_003	3	99	638	5	12	BAR-SERIF	4.044	0.63	BAR-SERIF	
9	c2b_09_004	4	105	723	9	8	BAR-SOLID	5.457	0.59	MISC-32	M-DOT
9	c2b_09_005	5	149	745	10	15	BAR-THIN	6.399	0.40	CIRC-TAIL	M-DOT
9	c2b_09_006	6	155	741	11	19	X	6.531	0.62	X	
9	c2b_09_007	7	231	734	18	23	X	6.378	0.40	MISC-71	M-DOT
9	c2b_09_008	8	608	632	23	28	MISC-30	5.042	0.37	MISC-82	M-RING|M-DOT|M-SLASH-SM
9	c2b_09_009	9	641	637	15	24	X	2.960	0.60	X	
9	c2b_09_010	10	664	632	28	23	_	5.198	0.60	WAVE	
9	c2b_09_011	11	695	634	21	27	PCT	4.605	0.59	PCT	
9	c2b_09_012	12	723	633	25	29	MISC-64	6.780	0.41	MISC-64	
9	c2b_09_013	13	754	633	18	28	CROSS-T	5.185	0.42	CROSS-T	
9	c2b_09_014	14	850	623	49	55	SUN	7.101	0.41	MISC-83	
