order	djvu_line	raw	cleaned	doubtful	clear_words_around
348	45281	33.	33	no	25. 39. 30. 30. [[33.]] 25. 6^. ^5.
349	45281	25.	25	no	39. 30. 30. 33. [[25.]] 6^. ^5.
350	45281	6^.	6^?	yes	30. 30. 33. 25. [[6^.]] ^5.
351	45281	^5.	^5?	yes	30. 33. 25. 6^. [[^5.]]
352	45283	10.	10	no	[[10.]] 38. 27. 54.36. 24.
353	45283	38.	38	no	10. [[38.]] 27. 54.36. 24. 21.
354	45283	27.	27	no	10. 38. [[27.]] 54.36. 24. 21. 24.28.
355	45283	54.36.	54.36?	yes	10. 38. 27. [[54.36.]] 24. 21. 24.28. 62.
356	45283	24.	24	no	10. 38. 27. 54.36. [[24.]] 21. 24.28. 62. 84.
357	45283	21.	21	no	38. 27. 54.36. 24. [[21.]] 24.28. 62. 84. 25.
358	45283	24.28.	24.28?	yes	27. 54.36. 24. 21. [[24.28.]] 62. 84. 25. 33.
359	45283	62.	62	no	54.36. 24. 21. 24.28. [[62.]] 84. 25. 33. 6^.
360	45283	84.	84	no	24. 21. 24.28. 62. [[84.]] 25. 33. 6^. 36.
361	45283	25.	25	no	21. 24.28. 62. 84. [[25.]] 33. 6^. 36. 24.
362	45283	33.	33	no	24.28. 62. 84. 25. [[33.]] 6^. 36. 24. 26.
363	45283	6^.	6^?	yes	62. 84. 25. 33. [[6^.]] 36. 24. 26. 20.
364	45283	36.	36	no	84. 25. 33. 6^. [[36.]] 24. 26. 20. 30.
365	45283	24.	24	no	25. 33. 6^. 36. [[24.]] 26. 20. 30. 30.
366	45283	26.	26	no	33. 6^. 36. 24. [[26.]] 20. 30. 30. 28.
367	45283	20.	20	no	6^. 36. 24. 26. [[20.]] 30. 30. 28. 63.
368	45283	30.	30	no	36. 24. 26. 20. [[30.]] 30. 28. 63. 62.
369	45283	30.	30	no	24. 26. 20. 30. [[30.]] 28. 63. 62. 24.
370	45283	28.	28	no	26. 20. 30. 30. [[28.]] 63. 62. 24. 37,
371	45283	63.	63	no	20. 30. 30. 28. [[63.]] 62. 24. 37,
372	45283	62.	62	no	30. 30. 28. 63. [[62.]] 24. 37,
373	45283	24.	24	no	30. 28. 63. 62. [[24.]] 37,
374	45283	37,	37	no	28. 63. 62. 24. [[37,]]
375	45285	23.	23	no	[[23.]] 54. 37. 28. 26.
376	45285	54.	54	no	23. [[54.]] 37. 28. 26. 32.
377	45285	37.	37	no	23. 54. [[37.]] 28. 26. 32. 24.
378	45285	28.	28	no	23. 54. 37. [[28.]] 26. 32. 24. 53.
379	45285	26.	26	no	23. 54. 37. 28. [[26.]] 32. 24. 53. 55.
380	45285	32.	32	no	54. 37. 28. 26. [[32.]] 24. 53. 55. 53.
381	45285	24.	24	no	37. 28. 26. 32. [[24.]] 53. 55. 53. 66.
382	45285	53.	53	no	28. 26. 32. 24. [[53.]] 55. 53. 66. 38.
383	45285	55.	55	no	26. 32. 24. 53. [[55.]] 53. 66. 38. 27.
384	45285	53.	53	no	32. 24. 53. 55. [[53.]] 66. 38. 27. 24.
385	45285	66.	66	no	24. 53. 55. 53. [[66.]] 38. 27. 24. 125.
386	45285	38.	38	no	53. 55. 53. 66. [[38.]] 27. 24. 125. 10.
387	45285	27.	27	no	55. 53. 66. 38. [[27.]] 24. 125. 10. 37.
388	45285	24.	24	no	53. 66. 38. 27. [[24.]] 125. 10. 37. 28.
389	45285	125.	125	no	66. 38. 27. 24. [[125.]] 10. 37. 28. 41.
390	45285	10.	10	no	38. 27. 24. 125. [[10.]] 37. 28. 41. 83.
391	45285	37.	37	no	27. 24. 125. 10. [[37.]] 28. 41. 83. 63.
392	45285	28.	28	no	24. 125. 10. 37. [[28.]] 41. 83. 63. 26.
393	45285	41.	41	no	125. 10. 37. 28. [[41.]] 83. 63. 26.
394	45285	83.	83	no	10. 37. 28. 41. [[83.]] 63. 26.
395	45285	63.	63	no	37. 28. 41. 83. [[63.]] 26.
396	45285	26.	26	no	28. 41. 83. 63. [[26.]]
397	45286	1	1	no	ti sd out ful [[1]] howt he y
398	45287	62.	62	no	[[62.]] 24. 40. 105. 28.
399	45287	24.	24	no	62. [[24.]] 40. 105. 28. 68.
400	45287	40.	40	no	62. 24. [[40.]] 105. 28. 68. 58.
401	45287	105.	105	no	62. 24. 40. [[105.]] 28. 68. 58. 37.
402	45287	28.	28	no	62. 24. 40. 105. [[28.]] 68. 58. 37. 23,
403	45287	68.	68	no	24. 40. 105. 28. [[68.]] 58. 37. 23, 62-
404	45287	58.	58	no	40. 105. 28. 68. [[58.]] 37. 23, 62- 39.
405	45287	37.	37	no	105. 28. 68. 58. [[37.]] 23, 62- 39. 38.
406	45287	23,	23	no	28. 68. 58. 37. [[23,]] 62- 39. 38. 25.
407	45287	62-	62	no	68. 58. 37. 23, [[62-]] 39. 38. 25. 69.
408	45287	39.	39	no	58. 37. 23, 62- [[39.]] 38. 25. 69. 60.
409	45287	38.	38	no	37. 23, 62- 39. [[38.]] 25. 69. 60. 60,
410	45287	25.	25	no	23, 62- 39. 38. [[25.]] 69. 60. 60, 27.
411	45287	69.	69	no	62- 39. 38. 25. [[69.]] 60. 60, 27. 6^.
412	45287	60.	60	no	39. 38. 25. 69. [[60.]] 60, 27. 6^. 40.
413	45287	60,	60	no	38. 25. 69. 60. [[60,]] 27. 6^. 40. 38.
414	45287	27.	27	no	25. 69. 60. 60, [[27.]] 6^. 40. 38. 27.
415	45287	6^.	6^?	yes	69. 60. 60, 27. [[6^.]] 40. 38. 27. 24.
416	45287	40.	40	no	60. 60, 27. 6^. [[40.]] 38. 27. 24. 72.
417	45287	38.	38	no	60, 27. 6^. 40. [[38.]] 27. 24. 72.
418	45287	27.	27	no	27. 6^. 40. 38. [[27.]] 24. 72.
419	45287	24.	24	no	6^. 40. 38. 27. [[24.]] 72.
420	45287	72.	72	no	40. 38. 27. 24. [[72.]]
421	45288	1	1	no	may be imp [[1]] oy cdWefha 1 lufe
422	45288	1	1	no	imp 1 oy cdWefha [[1]] lufe
423	45289	31.	31	no	[[31.]] 50. 72. 21. 54.
424	45289	50.	50	no	31. [[50.]] 72. 21. 54. 28.
425	45289	72.	72	no	31. 50. [[72.]] 21. 54. 28. 61.
426	45289	21.	21	no	31. 50. 72. [[21.]] 54. 28. 61. 34.
427	45289	54.	54	no	31. 50. 72. 21. [[54.]] 28. 61. 34. 30.
428	45289	28.	28	no	50. 72. 21. 54. [[28.]] 61. 34. 30. 63.
429	45289	61.	61	no	72. 21. 54. 28. [[61.]] 34. 30. 63. 42.
430	45289	34.	34	no	21. 54. 28. 61. [[34.]] 30. 63. 42. 24.
431	45289	30.	30	no	54. 28. 61. 34. [[30.]] 63. 42. 24. 53.
432	45289	63.	63	no	28. 61. 34. 30. [[63.]] 42. 24. 53. 40.
433	45289	42.	42	no	61. 34. 30. 63. [[42.]] 24. 53. 40. 24.
434	45289	24.	24	no	34. 30. 63. 42. [[24.]] 53. 40. 24. 37.
435	45289	53.	53	no	30. 63. 42. 24. [[53.]] 40. 24. 37. 27.
436	45289	40.	40	no	63. 42. 24. 53. [[40.]] 24. 37. 27. 20.
437	45289	24.	24	no	42. 24. 53. 40. [[24.]] 37. 27. 20. 30.
438	45289	37.	37	no	24. 53. 40. 24. [[37.]] 27. 20. 30. 30.
439	45289	27.	27	no	53. 40. 24. 37. [[27.]] 20. 30. 30. 39.
440	45289	20.	20	no	40. 24. 37. 27. [[20.]] 30. 30. 39. 67.
441	45289	30.	30	no	24. 37. 27. 20. [[30.]] 30. 39. 67. 54.
442	45289	30.	30	no	37. 27. 20. 30. [[30.]] 39. 67. 54.
443	45289	39.	39	no	27. 20. 30. 30. [[39.]] 67. 54.
444	45289	67.	67	no	20. 30. 30. 39. [[67.]] 54.
445	45289	54.	54	no	30. 30. 39. 67. [[54.]]
446	45291	33.	33	no	[[33.]] 6g. 66. 21. 54.
447	45291	6g.	6g?	yes	33. [[6g.]] 66. 21. 54. 37.
448	45291	66.	66	no	33. 6g. [[66.]] 21. 54. 37. 68.
449	45291	21.	21	no	33. 6g. 66. [[21.]] 54. 37. 68. 28.
450	45291	54.	54	no	33. 6g. 66. 21. [[54.]] 37. 68. 28. 32.
451	45291	37.	37	no	6g. 66. 21. 54. [[37.]] 68. 28. 32. 23.
452	45291	68.	68	no	66. 21. 54. 37. [[68.]] 28. 32. 23. 54.
453	45291	28.	28	no	21. 54. 37. 68. [[28.]] 32. 23. 54. 20.
454	45291	32.	32	no	54. 37. 68. 28. [[32.]] 23. 54. 20. 39.
455	45291	23.	23	no	37. 68. 28. 32. [[23.]] 54. 20. 39. 23-
456	45291	54.	54	no	68. 28. 32. 23. [[54.]] 20. 39. 23- 66.
457	45291	20.	20	no	28. 32. 23. 54. [[20.]] 39. 23- 66. 37.
458	45291	39.	39	no	32. 23. 54. 20. [[39.]] 23- 66. 37. 38.
459	45291	23-	23	no	23. 54. 20. 39. [[23-]] 66. 37. 38. 63.
460	45291	66.	66	no	54. 20. 39. 23- [[66.]] 37. 38. 63. 34.
461	45291	37.	37	no	20. 39. 23- 66. [[37.]] 38. 63. 34. 39.
462	45291	38.	38	no	39. 23- 66. 37. [[38.]] 63. 34. 39. 68.
463	45291	63.	63	no	23- 66. 37. 38. [[63.]] 34. 39. 68. the
464	45291	34.	34	no	66. 37. 38. 63. [[34.]] 39. 68. the
465	45291	39.	39	no	37. 38. 63. 34. [[39.]] 68. the
466	45291	68.	68	no	38. 63. 34. 39. [[68.]] the
467	45292	1	1	no	irtft. inexecutionasGodfhal [[1]]
468	45293	142.	142	no	[[142.]] 28. 32. 54. 41.
469	45293	28.	28	no	142. [[28.]] 32. 54. 41. 24..
470	45293	32.	32	no	142. 28. [[32.]] 54. 41. 24.. 22.
471	45293	54.	54	no	142. 28. 32. [[54.]] 41. 24.. 22. 39.
472	45293	41.	41	no	142. 28. 32. 54. [[41.]] 24.. 22. 39. 38.
473	45293	24..	24	no	28. 32. 54. 41. [[24..]] 22. 39. 38. 28.
474	45293	22.	22	no	32. 54. 41. 24.. [[22.]] 39. 38. 28. 63.
475	45293	39.	39	no	54. 41. 24.. 22. [[39.]] 38. 28. 63. 62.
476	45293	38.	38	no	41. 24.. 22. 39. [[38.]] 28. 63. 62. 20.
477	45293	28.	28	no	24.. 22. 39. 38. [[28.]] 63. 62. 20. 37.
478	45293	63.	63	no	22. 39. 38. 28. [[63.]] 62. 20. 37. 26.
479	45293	62.	62	no	39. 38. 28. 63. [[62.]] 20. 37. 26. 33.
480	45293	20.	20	no	38. 28. 63. 62. [[20.]] 37. 26. 33. 52-
481	45293	37.	37	no	28. 63. 62. 20. [[37.]] 26. 33. 52- 37'
482	45293	26.	26	no	63. 62. 20. 37. [[26.]] 33. 52- 37' 57'
483	45293	33.	33	no	62. 20. 37. 26. [[33.]] 52- 37' 57' 20.
484	45293	52-	52	no	20. 37. 26. 33. [[52-]] 37' 57' 20. 30-
485	45293	37'	37	no	37. 26. 33. 52- [[37']] 57' 20. 30- 30-
486	45293	57'	57	no	26. 33. 52- 37' [[57']] 20. 30- 30-
487	45293	20.	20	no	33. 52- 37' 57' [[20.]] 30- 30-
488	45293	30-	30	no	52- 37' 57' 20. [[30-]] 30-
489	45293	30-	30	no	37' 57' 20. 30- [[30-]]
490	45296	20.	20	no	[[20.]] 25. 25. 63. 36.
491	45296	25.	25	no	20. [[25.]] 25. 63. 36. 23.
492	45296	25.	25	no	20. 25. [[25.]] 63. 36. 23. 24.
493	45296	63.	63	no	20. 25. 25. [[63.]] 36. 23. 24. us
494	45296	36.	36	no	20. 25. 25. 63. [[36.]] 23. 24. us 20.
495	45296	23.	23	no	25. 25. 63. 36. [[23.]] 24. us 20. 32.
496	45296	24.	24	no	25. 63. 36. 23. [[24.]] us 20. 32. 33.
497	45296	20.	20	no	36. 23. 24. us [[20.]] 32. 33. 64. 64.
498	45296	32.	32	no	23. 24. us 20. [[32.]] 33. 64. 64. 62.
499	45296	33.	33	no	24. us 20. 32. [[33.]] 64. 64. 62. 36.
500	45296	64.	64	no	us 20. 32. 33. [[64.]] 64. 62. 36. 38.
501	45296	64.	64	no	20. 32. 33. 64. [[64.]] 62. 36. 38. 39.
502	45296	62.	62	no	32. 33. 64. 64. [[62.]] 36. 38. 39. 62.
503	45296	36.	36	no	33. 64. 64. 62. [[36.]] 38. 39. 62. 28.
504	45296	38.	38	no	64. 64. 62. 36. [[38.]] 39. 62. 28. 38.
505	45296	39.	39	no	64. 62. 36. 38. [[39.]] 62. 28. 38. 42.
506	45296	62.	62	no	62. 36. 38. 39. [[62.]] 28. 38. 42. defiring
507	45296	28.	28	no	36. 38. 39. 62. [[28.]] 38. 42. defiring
508	45296	38.	38	no	38. 39. 62. 28. [[38.]] 42. defiring
509	45296	42.	42	no	39. 62. 28. 38. [[42.]] defiring
510	45299	63.	63	no	highnes to reft aflTured [[63.]] 25. 33. 39. 36.
511	45299	25.	25	no	to reft aflTured 63. [[25.]] 33. 39. 36. 23.
512	45299	33.	33	no	reft aflTured 63. 25. [[33.]] 39. 36. 23. 28.
513	45299	39.	39	no	aflTured 63. 25. 33. [[39.]] 36. 23. 28. 30.
514	45299	36.	36	no	63. 25. 33. 39. [[36.]] 23. 28. 30. 58.
515	45299	23.	23	no	25. 33. 39. 36. [[23.]] 28. 30. 58. 26.
516	45299	28.	28	no	33. 39. 36. 23. [[28.]] 30. 58. 26. 24.
517	45299	30.	30	no	39. 36. 23. 28. [[30.]] 58. 26. 24. 32.
518	45299	58.	58	no	36. 23. 28. 30. [[58.]] 26. 24. 32. 21.
519	45299	26.	26	no	23. 28. 30. 58. [[26.]] 24. 32. 21. 54.
520	45299	24.	24	no	28. 30. 58. 26. [[24.]] 32. 21. 54.
521	45299	32.	32	no	30. 58. 26. 24. [[32.]] 21. 54.
522	45299	21.	21	no	58. 26. 24. 32. [[21.]] 54.
523	45299	54.	54	no	26. 24. 32. 21. [[54.]]
524	45302	10.	10	no	[[10.]] of the integrity of
525	45305	12,	12	no	George, June [[12,]] 1655.
526	45305	1655.	1655	no	George, June 12, [[1655.]]
